,2026-03-31,2025-12-31,2025-09-30,2025-06-30,2025-03-31,2024-12-31
Tax Effect Of Unusual Items,-2851.282051,-240240.0,16590.0,0.0,-165969.18086,
Tax Rate For Calcs,0.003419,0.21,0.21,0.0,0.021627,
Normalized EBITDA,-4785000.0,-1614000.0,-4517000.0,-2888000.0,-1562000.0,
Total Unusual Items,-834000.0,-1144000.0,79000.0,0.0,-7674000.0,
Total Unusual Items Excluding Goodwill,-834000.0,-1144000.0,79000.0,0.0,-7674000.0,
Net Income From Continuing Operation Net Minority Interest,-7764000.0,-4067000.0,-5542000.0,-3593000.0,-10447000.0,
Reconciled Depreciation,774000.0,339000.0,224000.0,289000.0,1360000.0,
Reconciled Cost Of Revenue,15163000.0,16367000.0,16143000.0,16681000.0,12457000.0,
EBITDA,-5619000.0,-2758000.0,-4438000.0,-2888000.0,-9236000.0,
EBIT,-6393000.0,-3097000.0,-4662000.0,-3177000.0,-10596000.0,
Net Interest Income,-1212000.0,-993000.0,-1003000.0,-687000.0,-501000.0,
Interest Expense,1212000.0,993000.0,1003000.0,687000.0,501000.0,
Normalized Income,-6932851.282051,-3163240.0,-5604410.0,-3593000.0,-2938969.18086,
Net Income From Continuing And Discontinued Operation,-7764000.0,-4067000.0,-5542000.0,-3593000.0,-10447000.0,
Total Expenses,23846000.0,22207000.0,23331000.0,23241000.0,22372000.0,
Total Operating Income As Reported,-4927000.0,-1951000.0,-4569000.0,-4034000.0,-10758000.0,
Diluted Average Shares,11606816.0,11502968.0,11170612.0,9674189.0,9610752.0,
Basic Average Shares,11606816.0,11502968.0,11170612.0,9674189.0,9610752.0,
Diluted EPS,-0.65,-0.37,-0.52,-0.4,-0.8,
Basic EPS,-0.65,-0.37,-0.52,-0.4,-0.8,
Diluted NI Availto Com Stockholders,-8013000.0,-4309000.0,-5811000.0,-4019000.0,-10545000.0,
Net Income Common Stockholders,-8013000.0,-4309000.0,-5811000.0,-4019000.0,-10545000.0,
Otherunder Preferred Stock Dividend,,242000.0,269000.0,0.0,,401000.0
Preferred Stock Dividends,,,,426000.0,1267000.0,
Net Income,-7764000.0,-4067000.0,-5542000.0,-3593000.0,-10447000.0,
Minority Interests,-185000.0,39000.0,163000.0,271000.0,410000.0,
Net Income Including Noncontrolling Interests,-7579000.0,-4106000.0,-5705000.0,-3864000.0,-10857000.0,
Net Income Continuous Operations,-7579000.0,-4106000.0,-5705000.0,-3864000.0,-10857000.0,
Tax Provision,-26000.0,16000.0,40000.0,0.0,-240000.0,
Pretax Income,-7605000.0,-4090000.0,-5665000.0,-3864000.0,-11097000.0,
Other Income Expense,-1466000.0,-1146000.0,-93000.0,857000.0,-7512000.0,
Other Non Operating Income Expenses,-632000.0,-2000.0,-172000.0,857000.0,162000.0,
Special Income Charges,0.0,0.0,0.0,0.0,-7674000.0,
Impairment Of Capital Assets,0.0,0.0,0.0,0.0,7674000.0,
Gain On Sale Of Security,-834000.0,-1144000.0,79000.0,,,
Net Non Operating Interest Income Expense,-1212000.0,-993000.0,-1003000.0,-687000.0,-501000.0,
Interest Expense Non Operating,1212000.0,993000.0,1003000.0,687000.0,501000.0,
Operating Income,-4927000.0,-1951000.0,-4569000.0,-4034000.0,-3084000.0,
Operating Expense,8422000.0,5757000.0,7165000.0,6416000.0,9028000.0,
Depreciation Amortization Depletion Income Statement,513000.0,256000.0,201000.0,145000.0,473000.0,
Depreciation And Amortization In Income Statement,513000.0,256000.0,201000.0,145000.0,473000.0,
Amortization,181000.0,181000.0,146000.0,145000.0,473000.0,
Amortization Of Intangibles Income Statement,181000.0,181000.0,146000.0,145000.0,473000.0,
Depreciation Income Statement,,75000.0,55000.0,,,307000.0
Research And Development,715000.0,310000.0,442000.0,934000.0,1129000.0,
Selling General And Administration,7194000.0,5191000.0,6522000.0,5337000.0,7426000.0,
Selling And Marketing Expense,924000.0,1060000.0,868000.0,1261000.0,1711000.0,
General And Administrative Expense,6270000.0,4131000.0,5654000.0,4076000.0,5715000.0,
Other Gand A,6270000.0,4131000.0,5654000.0,4076000.0,5715000.0,
Gross Profit,3495000.0,3806000.0,2596000.0,2382000.0,5944000.0,
Cost Of Revenue,15424000.0,16450000.0,16166000.0,16825000.0,13344000.0,
Total Revenue,18919000.0,20256000.0,18762000.0,19207000.0,19288000.0,
Operating Revenue,18919000.0,20256000.0,18762000.0,19207000.0,19288000.0,
