,2026-03-31,2025-12-31,2025-09-30,2025-06-30,2025-03-31,2024-12-31
Tax Effect Of Unusual Items,0.0,0.0,0.0,0.0,0.0,
Tax Rate For Calcs,0.32,0.232667,0.252,0.267,0.274,
Total Unusual Items,,,,,,0.0
Total Unusual Items Excluding Goodwill,,,,,,0.0
Net Income From Continuing Operation Net Minority Interest,2851000.0,20718000.0,17295000.0,9414000.0,7124000.0,
Reconciled Depreciation,187000.0,191000.0,190000.0,188000.0,183000.0,
Net Interest Income,22132000.0,20988000.0,19343000.0,18039000.0,16036000.0,
Interest Expense,29675000.0,31828000.0,33566000.0,33247000.0,33786000.0,
Interest Income,51807000.0,52816000.0,52909000.0,51286000.0,49822000.0,
Normalized Income,2851000.0,20718000.0,17295000.0,9414000.0,7124000.0,
Net Income From Continuing And Discontinued Operation,2851000.0,20718000.0,17295000.0,9414000.0,7124000.0,
Diluted Average Shares,2209000.0,,2204000.0,2200000.0,2201000.0,
Basic Average Shares,2185000.0,,2181000.0,2181000.0,2180000.0,
Diluted EPS,1.29,,7.85,4.28,3.24,
Basic EPS,1.3,,7.93,4.32,3.27,
Diluted NI Availto Com Stockholders,2851000.0,20718000.0,17295000.0,9414000.0,7124000.0,
Net Income Common Stockholders,2851000.0,20718000.0,17295000.0,9414000.0,7124000.0,
Net Income,2851000.0,20718000.0,17295000.0,9414000.0,7124000.0,
Net Income Including Noncontrolling Interests,2851000.0,20718000.0,17295000.0,9414000.0,7124000.0,
Net Income Continuous Operations,2851000.0,20718000.0,17295000.0,9414000.0,7124000.0,
Tax Provision,1340000.0,6282000.0,5820000.0,3436000.0,2691000.0,
Pretax Income,4191000.0,27000000.0,23115000.0,12850000.0,9815000.0,
Special Income Charges,,,,,,0.0
Gain On Sale Of Security,-9920000.0,13714000.0,11270000.0,2516000.0,1281000.0,
Selling General And Administration,6455000.0,6198000.0,6187000.0,6357000.0,6297000.0,
Selling And Marketing Expense,248000.0,155000.0,109000.0,222000.0,136000.0,
General And Administrative Expense,6207000.0,6043000.0,6078000.0,6135000.0,6161000.0,
Other Gand A,891000.0,998000.0,879000.0,959000.0,946000.0,
Insurance And Claims,637000.0,614000.0,698000.0,784000.0,748000.0,
Salaries And Wages,4679000.0,4431000.0,4501000.0,4392000.0,4467000.0,
Total Revenue,12515000.0,35021000.0,30902000.0,20846000.0,17585000.0,
Operating Revenue,12515000.0,35021000.0,30902000.0,20846000.0,17585000.0,
Occupancy And Equipment,477000.0,452000.0,437000.0,417000.0,439000.0,
Other Non Interest Expense,892000.0,821000.0,888000.0,772000.0,734000.0,
