,2026-03-31,2025-12-31,2025-09-30,2025-06-30,2025-03-31
Tax Effect Of Unusual Items,0.0,0.0,0.0,0.0,0.0
Tax Rate For Calcs,0.26,0.21,0.34,0.21,0.25
Normalized EBITDA,7803000.0,6782000.0,9929000.0,3355000.0,10164000.0
Net Income From Continuing Operation Net Minority Interest,3222000.0,1798000.0,4122000.0,-106000.0,5787000.0
Reconciled Depreciation,2169000.0,2145000.0,2195000.0,1742000.0,1542000.0
Reconciled Cost Of Revenue,13646000.0,13935000.0,12404000.0,12974000.0,13057000.0
EBITDA,7803000.0,6782000.0,9929000.0,3355000.0,10164000.0
EBIT,5634000.0,4637000.0,7734000.0,1613000.0,8622000.0
Net Interest Income,-1220000.0,-1339000.0,-1420000.0,-1011000.0,-880000.0
Interest Expense,1255000.0,1368000.0,1461000.0,1032000.0,899000.0
Interest Income,35000.0,29000.0,41000.0,21000.0,19000.0
Normalized Income,3222000.0,1798000.0,4122000.0,-106000.0,5787000.0
Net Income From Continuing And Discontinued Operation,3222000.0,1798000.0,4122000.0,-106000.0,5787000.0
Total Expenses,29234000.0,30525000.0,26870000.0,32450000.0,24955000.0
Total Operating Income As Reported,5569000.0,4669000.0,7738000.0,1588000.0,8596000.0
Diluted Average Shares,21911000.0,21807000.0,22130000.0,22658000.0,22974000.0
Basic Average Shares,21799000.0,21786000.0,22130000.0,22658000.0,22972000.0
Diluted EPS,0.14,0.08,0.18,-0.01,0.25
Basic EPS,0.14,0.08,0.18,-0.01,0.25
Diluted NI Availto Com Stockholders,3222000.0,1490000.0,4122000.0,-106000.0,5787000.0
Net Income Common Stockholders,3222000.0,1490000.0,4122000.0,-106000.0,5787000.0
Net Income,3222000.0,1798000.0,4122000.0,-106000.0,5787000.0
Net Income Including Noncontrolling Interests,3222000.0,1798000.0,4122000.0,-106000.0,5787000.0
Net Income Continuous Operations,3222000.0,1798000.0,4122000.0,-106000.0,5787000.0
Tax Provision,1157000.0,1471000.0,2151000.0,687000.0,1936000.0
Pretax Income,4379000.0,3269000.0,6273000.0,581000.0,7723000.0
Other Income Expense,30000.0,-61000.0,-45000.0,4000.0,7000.0
Other Non Operating Income Expenses,30000.0,-61000.0,-45000.0,4000.0,7000.0
Net Non Operating Interest Income Expense,-1220000.0,-1339000.0,-1420000.0,-1011000.0,-880000.0
Interest Expense Non Operating,1255000.0,1368000.0,1461000.0,1032000.0,899000.0
Interest Income Non Operating,35000.0,29000.0,41000.0,21000.0,19000.0
Operating Income,5569000.0,4669000.0,7738000.0,1588000.0,8596000.0
Operating Expense,15588000.0,16590000.0,14466000.0,19476000.0,11898000.0
Depreciation Amortization Depletion Income Statement,2169000.0,2145000.0,2195000.0,1742000.0,1542000.0
Depreciation And Amortization In Income Statement,2169000.0,2145000.0,2195000.0,1742000.0,1542000.0
Selling General And Administration,13419000.0,14445000.0,12271000.0,17734000.0,10356000.0
Gross Profit,21157000.0,21259000.0,22204000.0,21064000.0,20494000.0
Cost Of Revenue,13646000.0,13935000.0,12404000.0,12974000.0,13057000.0
Total Revenue,34803000.0,35194000.0,34608000.0,34038000.0,33551000.0
Operating Revenue,34803000.0,35194000.0,34608000.0,34038000.0,33551000.0
