,2025-09-30,2025-06-30,2025-03-31,2024-12-31
Tax Effect Of Unusual Items,0.0,0.0,0.0,0.0
Tax Rate For Calcs,0.21,0.21,0.21,0.21
Normalized EBITDA,-2175846.0,-2873380.0,-2453156.0,-11863053.0
Total Unusual Items,0.0,,,0.0
Total Unusual Items Excluding Goodwill,0.0,,,0.0
Net Income From Continuing Operation Net Minority Interest,-4608562.0,-3992051.0,-3295020.0,-8936783.0
Reconciled Depreciation,2379849.0,-118782.0,1026826.0,1197005.0
Reconciled Cost Of Revenue,204868.0,1355647.0,162468.0,107683.0
EBITDA,-2175846.0,-2873380.0,-2453156.0,-11863053.0
EBIT,-4555695.0,-3947512.0,-3479982.0,-13060058.0
Net Interest Income,-67845.0,-64422.0,124541.0,-157779.0
Normalized Income,-4608562.0,-3992051.0,-3295020.0,-8936783.0
Net Income From Continuing And Discontinued Operation,-4608562.0,-3992051.0,-3295020.0,-8936783.0
Total Expenses,4693374.0,4139274.0,3703831.0,3396969.0
Total Operating Income As Reported,-4555695.0,-3947512.0,-3479982.0,-3048153.0
Diluted Average Shares,3728546.0,2901875.0,2399069.0,
Basic Average Shares,3728546.0,2901875.0,2399069.0,
Diluted EPS,-1.19,-1.3,-1.4,
Basic EPS,-1.19,-1.3,-1.4,
Diluted NI Availto Com Stockholders,-4608562.0,-3992051.0,-3295020.0,-8936783.0
Net Income Common Stockholders,-4608562.0,-3992051.0,-3295020.0,-8936783.0
Net Income,-4608562.0,-3992051.0,-3295020.0,-8936783.0
Net Income Including Noncontrolling Interests,-4608562.0,-3992051.0,-3295020.0,-8936783.0
Net Income Continuous Operations,-4608562.0,-3992051.0,-3295020.0,-8936783.0
Tax Provision,4365.0,4150.0,4150.0,5201.0
Pretax Income,-4604197.0,-3987901.0,-3290870.0,-8931582.0
Other Income Expense,19343.0,24033.0,64571.0,-5725650.0
Other Non Operating Income Expenses,19343.0,24033.0,64571.0,-5725650.0
Special Income Charges,0.0,,,0.0
Impairment Of Capital Assets,0.0,,,0.0
Net Non Operating Interest Income Expense,-67845.0,-64422.0,124541.0,-157779.0
Total Other Finance Cost,67845.0,64422.0,-124541.0,
Operating Income,-4555695.0,-3947512.0,-3479982.0,-3048153.0
Operating Expense,4488506.0,3976541.0,3541363.0,3289286.0
Depreciation Amortization Depletion Income Statement,1180132.0,1074132.0,1026826.0,1197005.0
Depreciation And Amortization In Income Statement,1180132.0,1074132.0,1026826.0,1197005.0
Selling General And Administration,3308374.0,2902409.0,2514537.0,2092281.0
General And Administrative Expense,3308374.0,2902409.0,2514537.0,2092281.0
Other Gand A,2948239.0,2463443.0,1827900.0,785106.0
Salaries And Wages,360135.0,438966.0,686637.0,1307175.0
Gross Profit,-67189.0,29029.0,61381.0,241133.0
Cost Of Revenue,204868.0,162733.0,162468.0,107683.0
Total Revenue,137679.0,191762.0,223849.0,348816.0
Operating Revenue,137679.0,191762.0,223849.0,348816.0
