,2026-03-31,2025-12-31,2025-09-30,2025-03-31
Tax Effect Of Unusual Items,0.0,0.0,0.0,
Tax Rate For Calcs,0.325,0.21,0.0,0.028771
Normalized EBITDA,-167065.0,837330.0,-568200.0,
Net Income From Continuing Operation Net Minority Interest,-897857.0,-343838.0,-1429133.0,
Reconciled Depreciation,539682.0,579294.0,646508.0,
Reconciled Cost Of Revenue,5552574.0,5736511.0,6095861.0,
EBITDA,-167065.0,837330.0,-568200.0,
EBIT,-706747.0,258036.0,-1214708.0,
Net Interest Income,-191110.0,-171520.0,-214425.0,
Interest Expense,191110.0,171520.0,214425.0,
Normalized Income,-897857.0,-343838.0,-1429133.0,
Net Income From Continuing And Discontinued Operation,-897857.0,-343838.0,-1429133.0,
Total Expenses,7289413.0,7186467.0,8168823.0,
Total Operating Income As Reported,-776047.0,318801.0,-1218603.0,
Diluted NI Availto Com Stockholders,-897857.0,-343838.0,-1429133.0,
Net Income Common Stockholders,-897857.0,-343838.0,-1429133.0,
Net Income,-897857.0,-343838.0,-1429133.0,
Net Income Including Noncontrolling Interests,-897857.0,-343838.0,-1429133.0,
Net Income Continuous Operations,-897857.0,-343838.0,-1429133.0,
Tax Provision,0.0,430354.0,0.0,
Pretax Income,-897857.0,86516.0,-1429133.0,
Other Income Expense,69300.0,-60765.0,3895.0,
Other Non Operating Income Expenses,69300.0,-60765.0,3895.0,
Net Non Operating Interest Income Expense,-191110.0,-171520.0,-214425.0,
Interest Expense Non Operating,191110.0,171520.0,214425.0,
Operating Income,-776047.0,318801.0,-1218603.0,
Operating Expense,1736839.0,1449956.0,2072962.0,
Selling General And Administration,1736839.0,1449956.0,2072962.0,
General And Administrative Expense,1736839.0,1449956.0,2072962.0,
Other Gand A,1736839.0,1449956.0,2072962.0,
Gross Profit,960792.0,1768757.0,854359.0,
Cost Of Revenue,5552574.0,5736511.0,6095861.0,
Total Revenue,6513366.0,7505268.0,6950220.0,
Operating Revenue,6513366.0,7505268.0,6950220.0,
