,2026-03-31,2025-12-31,2025-09-30,2025-06-30,2025-03-31
Tax Effect Of Unusual Items,800000.0,114149296.79048,2730000.0,19320000.0,0.0
Tax Rate For Calcs,0.4,0.0119,0.21,0.21,0.21
Normalized EBITDA,1213000000.0,-78000000.0,-4027000000.0,517000000.0,1250000000.0
Total Unusual Items,2000000.0,9592000000.0,13000000.0,92000000.0,0.0
Total Unusual Items Excluding Goodwill,2000000.0,9592000000.0,13000000.0,92000000.0,0.0
Net Income From Continuing Operation Net Minority Interest,-4000000.0,8220000000.0,-5337000000.0,-611000000.0,-37000000.0
Reconciled Depreciation,573000000.0,536000000.0,491000000.0,460000000.0,466000000.0
Reconciled Cost Of Revenue,19671000000.0,22136000000.0,25645000000.0,20314000000.0,17079000000.0
EBITDA,1215000000.0,9514000000.0,-4014000000.0,609000000.0,1250000000.0
EBIT,642000000.0,8978000000.0,-4505000000.0,149000000.0,784000000.0
Net Interest Income,-616000000.0,-659000000.0,-694000000.0,-710000000.0,-708000000.0
Interest Expense,616000000.0,659000000.0,694000000.0,710000000.0,708000000.0
Normalized Income,-5200000.0,-1257850703.20952,-5347270000.0,-683680000.0,-37000000.0
Net Income From Continuing And Discontinued Operation,-4000000.0,8220000000.0,-5337000000.0,-611000000.0,-37000000.0
Total Expenses,21771000000.0,24763000000.0,28064000000.0,23017000000.0,19035000000.0
Total Operating Income As Reported,448000000.0,8777000000.0,-4781000000.0,-176000000.0,461000000.0
Diluted Average Shares,818181818.0,803800000.0,756700000.0,664130435.0,768750000.0
Basic Average Shares,818181818.0,768083097.0,747478992.0,664130435.0,768750000.0
Diluted EPS,-0.11,10.23,-7.14,-0.92,-0.16
Basic EPS,-0.11,10.59,-7.14,-0.92,-0.16
Diluted NI Availto Com Stockholders,-90000000.0,7874000000.0,-5337000000.0,-697000000.0,-123000000.0
Net Income Common Stockholders,-90000000.0,7874000000.0,-5337000000.0,-697000000.0,-123000000.0
Preferred Stock Dividends,86000000.0,,,86000000.0,86000000.0
Net Income,-4000000.0,8220000000.0,-5337000000.0,-611000000.0,-37000000.0
Minority Interests,3000000.0,0.0,2000000.0,1000000.0,-6000000.0
Net Income Including Noncontrolling Interests,-7000000.0,8220000000.0,-5339000000.0,-612000000.0,-31000000.0
Net Income Continuous Operations,-7000000.0,8220000000.0,-5339000000.0,-612000000.0,-31000000.0
Tax Provision,33000000.0,99000000.0,140000000.0,51000000.0,107000000.0
Pretax Income,26000000.0,8319000000.0,-5199000000.0,-561000000.0,76000000.0
Other Income Expense,196000000.0,9793000000.0,289000000.0,417000000.0,323000000.0
Other Non Operating Income Expenses,194000000.0,201000000.0,276000000.0,325000000.0,323000000.0
Special Income Charges,12000000.0,9609000000.0,-1000000.0,67000000.0,-3000000.0
Gain On Sale Of Ppe,12000000.0,9609000000.0,-1000000.0,67000000.0,-3000000.0
Gain On Sale Of Security,-10000000.0,-17000000.0,14000000.0,25000000.0,3000000.0
Net Non Operating Interest Income Expense,-616000000.0,-659000000.0,-694000000.0,-710000000.0,-708000000.0
Interest Expense Non Operating,616000000.0,659000000.0,694000000.0,710000000.0,708000000.0
Operating Income,446000000.0,-815000000.0,-4794000000.0,-268000000.0,461000000.0
Operating Expense,2100000000.0,2627000000.0,2419000000.0,2703000000.0,1956000000.0
Research And Development,903000000.0,964000000.0,897000000.0,910000000.0,844000000.0
Selling General And Administration,1197000000.0,1663000000.0,1522000000.0,1793000000.0,1112000000.0
General And Administrative Expense,1197000000.0,1663000000.0,1522000000.0,1793000000.0,1112000000.0
Other Gand A,1197000000.0,1663000000.0,1522000000.0,1793000000.0,1112000000.0
Gross Profit,2546000000.0,1812000000.0,-2375000000.0,2435000000.0,2417000000.0
Cost Of Revenue,19671000000.0,22136000000.0,25645000000.0,20314000000.0,17079000000.0
Total Revenue,22217000000.0,23948000000.0,23270000000.0,22749000000.0,19496000000.0
Operating Revenue,22217000000.0,23948000000.0,23270000000.0,22749000000.0,19496000000.0
