,2026-03-31,2025-12-31,2025-09-30,2025-06-30,2025-03-31
Tax Effect Of Unusual Items,0.0,0.0,0.0,0.0,0.0
Tax Rate For Calcs,0.121181,0.320922,0.283807,0.23,0.221813
Normalized EBITDA,332000000.0,471000000.0,626500000.0,502000000.0,820200000.0
Net Income From Continuing Operation Net Minority Interest,-86000000.0,38100000.0,123000000.0,22800000.0,295300000.0
Reconciled Depreciation,318000000.0,314300000.0,332800000.0,323100000.0,315900000.0
Reconciled Cost Of Revenue,1339300000.0,1256100000.0,1438900000.0,1414900000.0,1473400000.0
EBITDA,332000000.0,471000000.0,626500000.0,502000000.0,820200000.0
EBIT,14000000.0,156700000.0,293700000.0,178900000.0,504300000.0
Net Interest Income,-79900000.0,-71200000.0,-87100000.0,-99900000.0,-83800000.0
Interest Expense,112200000.0,100300000.0,121400000.0,129600000.0,123800000.0
Interest Income,32300000.0,28100000.0,34300000.0,29700000.0,40000000.0
Normalized Income,-86000000.0,38100000.0,123000000.0,22800000.0,295300000.0
Net Income From Continuing And Discontinued Operation,-86000000.0,38100000.0,123000000.0,22800000.0,295300000.0
Total Expenses,1410200000.0,1377700000.0,1513700000.0,1484000000.0,1539900000.0
Rent Expense Supplemental,,,,28700000.0,
Total Operating Income As Reported,-18300000.0,143100000.0,259400000.0,149200000.0,464300000.0
Diluted Average Shares,120477221.0,120515714.0,120509223.0,120508193.0,120508654.0
Basic Average Shares,120477221.0,120460114.0,120457512.0,120457512.0,120439282.0
Diluted EPS,-0.71,0.32,1.02,0.19,2.45
Basic EPS,-0.71,0.32,1.02,0.19,2.45
Diluted NI Availto Com Stockholders,-86000000.0,38100000.0,123000000.0,22800000.0,295300000.0
Net Income Common Stockholders,-86000000.0,38100000.0,123000000.0,22800000.0,295300000.0
Net Income,-86000000.0,38100000.0,123000000.0,22800000.0,295300000.0
Minority Interests,300000.0,-200000.0,-400000.0,-900000.0,-800000.0
Net Income Including Noncontrolling Interests,-86300000.0,38300000.0,123400000.0,23700000.0,296100000.0
Net Income Continuous Operations,-86300000.0,38300000.0,123400000.0,23700000.0,296100000.0
Tax Provision,-11900000.0,18100000.0,48900000.0,25600000.0,84400000.0
Pretax Income,-98200000.0,56400000.0,172300000.0,49300000.0,380500000.0
Other Income Expense,-4600000.0,20600000.0,-4100000.0,-2500000.0,-2400000.0
Earnings From Equity Interest,-4600000.0,-1500000.0,-4100000.0,-2500000.0,-2400000.0
Net Non Operating Interest Income Expense,-79900000.0,-71200000.0,-87100000.0,-99900000.0,-83800000.0
Interest Expense Non Operating,112200000.0,100300000.0,121400000.0,129600000.0,123800000.0
Interest Income Non Operating,32300000.0,28100000.0,34300000.0,29700000.0,40000000.0
Operating Income,-13700000.0,107000000.0,263500000.0,151700000.0,466700000.0
Operating Expense,70900000.0,121600000.0,74800000.0,69100000.0,66500000.0
Other Operating Expenses,-25300000.0,68900000.0,-9900000.0,-15100000.0,-12500000.0
Selling General And Administration,96200000.0,26100000.0,84700000.0,84200000.0,79000000.0
General And Administrative Expense,96200000.0,18400000.0,84700000.0,84200000.0,79000000.0
Other Gand A,96200000.0,-205100000.0,84700000.0,84200000.0,79000000.0
Gross Profit,57200000.0,228600000.0,338300000.0,220800000.0,533200000.0
Cost Of Revenue,1339300000.0,1256100000.0,1438900000.0,1414900000.0,1473400000.0
Total Revenue,1396500000.0,1484700000.0,1777200000.0,1635700000.0,2006600000.0
Operating Revenue,1396500000.0,659400000.0,1777200000.0,1434300000.0,2006600000.0
