,2026-03-31,2025-12-31
Tax Effect Of Unusual Items,0.0,0.0
Tax Rate For Calcs,0.4,0.0
Normalized EBITDA,-184799.0,-46981.0
Net Income From Continuing Operation Net Minority Interest,890303.0,-46981.0
EBITDA,-184799.0,-46981.0
EBIT,-184799.0,-46981.0
Net Interest Income,1075102.0,
Interest Income,1075102.0,
Normalized Income,890303.0,-46981.0
Net Income From Continuing And Discontinued Operation,890303.0,-46981.0
Total Expenses,184799.0,46981.0
Total Operating Income As Reported,-184799.0,
Diluted Average Shares,20071161.0,26666667.0
Basic Average Shares,19610487.0,26666667.0
Diluted EPS,0.04,-0.001762
Basic EPS,0.05,-0.001762
Diluted NI Availto Com Stockholders,890303.0,-46981.0
Net Income Common Stockholders,890303.0,-46981.0
Net Income,890303.0,-46981.0
Net Income Including Noncontrolling Interests,890303.0,-46981.0
Net Income Continuous Operations,890303.0,-46981.0
Pretax Income,890303.0,-46981.0
Net Non Operating Interest Income Expense,1075102.0,
Interest Income Non Operating,1075102.0,
Operating Income,-184799.0,-46981.0
Operating Expense,184799.0,46981.0
Selling General And Administration,184799.0,46981.0
General And Administrative Expense,184799.0,46981.0
Other Gand A,184799.0,46981.0
Total Revenue,0.0,0.0
Operating Revenue,0.0,0.0
