,2026-03-31,2025-06-30,2025-03-31
Tax Effect Of Unusual Items,0.0,0.0,0.0
Tax Rate For Calcs,0.0,0.0,0.0
Normalized EBITDA,-417483.0,-95966.0,-529980.0
Total Unusual Items,6177.0,-32474.0,0.0
Total Unusual Items Excluding Goodwill,6177.0,-32474.0,0.0
Net Income From Continuing Operation Net Minority Interest,-437654.0,-164661.0,-752974.0
Reconciled Depreciation,9207.0,31438.0,217199.0
Reconciled Cost Of Revenue,658512.0,2110698.0,853691.0
EBITDA,-411306.0,-128440.0,-529980.0
EBIT,-420513.0,-159878.0,-747179.0
Net Interest Income,-15155.0,-1192.0,-1623.0
Interest Expense,17102.0,4783.0,5795.0
Interest Income,1947.0,3591.0,4172.0
Normalized Income,-443831.0,-132187.0,-752974.0
Net Income From Continuing And Discontinued Operation,-437654.0,-164661.0,-752974.0
Total Expenses,1112532.0,2665700.0,1458366.0
Diluted Average Shares,197999998.0,,197999998.0
Basic Average Shares,197999998.0,,197999998.0
Diluted EPS,-0.0022,,-0.0038
Basic EPS,-0.0022,,-0.0038
Diluted NI Availto Com Stockholders,-437654.0,-164661.0,-752974.0
Net Income Common Stockholders,-437654.0,-164661.0,-752974.0
Otherunder Preferred Stock Dividend,0.0,0.0,0.0
Net Income,-437654.0,-164661.0,-752974.0
Minority Interests,-39.0,,0.0
Net Income Including Noncontrolling Interests,-437615.0,-164661.0,-752974.0
Net Income Continuous Operations,-437615.0,-164661.0,-752974.0
Tax Provision,0.0,0.0,0.0
Pretax Income,-437615.0,-164661.0,-752974.0
Special Income Charges,6177.0,-32474.0,0.0
Other Special Charges,-6177.0,,
Net Non Operating Interest Income Expense,-15155.0,-1192.0,-1623.0
Interest Expense Non Operating,17102.0,4783.0,5795.0
Interest Income Non Operating,1947.0,3591.0,4172.0
Operating Income,-428637.0,-132339.0,-751351.0
Operating Expense,454020.0,555002.0,604675.0
Other Operating Expenses,328.0,,
Selling General And Administration,474393.0,482532.0,644193.0
Selling And Marketing Expense,9516.0,309.0,-150.0
General And Administrative Expense,464877.0,482223.0,644343.0
Gross Profit,25383.0,422663.0,-146676.0
Cost Of Revenue,658512.0,2110698.0,853691.0
Total Revenue,683895.0,2533361.0,707015.0
Operating Revenue,683895.0,2533361.0,707015.0
