,2026-03-31,2025-12-31,2025-09-30,2025-06-30,2025-03-31,2024-12-31
Tax Effect Of Unusual Items,0.0,0.0,0.0,0.0,0.0,
Tax Rate For Calcs,0.4,0.006378,0.010627,0.008403,0.21,
Net Income From Continuing Operation Net Minority Interest,-18889000.0,5608000.0,24578000.0,38352000.0,-36249000.0,
Net Interest Income,43082000.0,44112000.0,47779000.0,43399000.0,46863000.0,
Interest Expense,25626000.0,26659000.0,26031000.0,31061000.0,28191000.0,
Interest Income,68708000.0,70771000.0,73810000.0,74460000.0,75054000.0,
Normalized Income,-18889000.0,5608000.0,24578000.0,38352000.0,-36249000.0,
Net Income From Continuing And Discontinued Operation,-18889000.0,5608000.0,24578000.0,38352000.0,-36249000.0,
Diluted Average Shares,88086000.0,88086000.0,88086000.0,88086000.0,85916000.0,
Basic Average Shares,88086000.0,88086000.0,88086000.0,88086000.0,85916000.0,
Diluted EPS,-0.21,0.06,0.28,0.44,-0.42,
Basic EPS,-0.21,0.06,0.28,0.44,-0.42,
Diluted NI Availto Com Stockholders,-18889000.0,5608000.0,24578000.0,38352000.0,-36249000.0,
Net Income Common Stockholders,-18889000.0,5608000.0,24578000.0,38352000.0,-36249000.0,
Net Income,-18889000.0,5608000.0,24578000.0,38352000.0,-36249000.0,
Net Income Including Noncontrolling Interests,-18889000.0,5608000.0,24578000.0,38352000.0,-36249000.0,
Net Income Continuous Operations,-18889000.0,5608000.0,24578000.0,38352000.0,-36249000.0,
Tax Provision,307000.0,36000.0,264000.0,325000.0,264000.0,
Pretax Income,-18582000.0,5644000.0,24842000.0,38677000.0,-35985000.0,
Gain On Sale Of Security,-13610000.0,1342000.0,6940000.0,-13432000.0,6705000.0,
Operating Expense,3286000.0,2985000.0,806000.0,-2289000.0,-4204000.0,
Other Operating Expenses,,,-1897000.0,-5359000.0,-6916000.0,-7127000.0
Selling General And Administration,3286000.0,2985000.0,2703000.0,3070000.0,2712000.0,
General And Administrative Expense,3286000.0,2985000.0,2703000.0,3070000.0,2712000.0,
Total Revenue,-15296000.0,8629000.0,25648000.0,36388000.0,-40189000.0,
Operating Revenue,-15296000.0,8629000.0,25648000.0,36388000.0,-40189000.0,
