,2026-03-31,2025-12-31,2025-09-30,2025-06-30,2025-03-31
Tax Effect Of Unusual Items,0.0,0.0,0.0,0.0,0.0
Tax Rate For Calcs,0.16,0.177642,0.26,0.275,0.197733
Normalized EBITDA,17659000.0,16116000.0,24282000.0,18130000.0,9997000.0
Net Income From Continuing Operation Net Minority Interest,10534000.0,8879000.0,13505000.0,9063000.0,3964000.0
Reconciled Depreciation,4773000.0,4896000.0,5248000.0,4873000.0,4421000.0
Reconciled Cost Of Revenue,111589000.0,98882000.0,118917000.0,107817000.0,96750000.0
EBITDA,17659000.0,16116000.0,24282000.0,18130000.0,9997000.0
EBIT,12886000.0,11220000.0,19034000.0,13257000.0,5576000.0
Net Interest Income,-348000.0,-423000.0,-788000.0,-763000.0,-635000.0
Interest Expense,348000.0,423000.0,788000.0,763000.0,635000.0
Normalized Income,10534000.0,8879000.0,13505000.0,9063000.0,3964000.0
Net Income From Continuing And Discontinued Operation,10534000.0,8879000.0,13505000.0,9063000.0,3964000.0
Total Expenses,125597000.0,112611000.0,132030000.0,119946000.0,110546000.0
Total Operating Income As Reported,12657000.0,13028000.0,19037000.0,13236000.0,5569000.0
Diluted Average Shares,9790000.0,9802000.0,9813000.0,9961000.0,10117000.0
Basic Average Shares,9578000.0,9609000.0,9678000.0,9882000.0,9933000.0
Diluted EPS,1.08,0.91,1.38,0.91,0.39
Basic EPS,1.1,0.92,1.4,0.91,0.4
Diluted NI Availto Com Stockholders,10534000.0,8879000.0,13505000.0,9063000.0,3964000.0
Net Income Common Stockholders,10534000.0,8879000.0,13505000.0,9063000.0,3964000.0
Net Income,10534000.0,8879000.0,13505000.0,9063000.0,3964000.0
Net Income Including Noncontrolling Interests,10534000.0,8879000.0,13505000.0,9063000.0,3964000.0
Net Income Continuous Operations,10534000.0,8879000.0,13505000.0,9063000.0,3964000.0
Tax Provision,2004000.0,1918000.0,4741000.0,3431000.0,977000.0
Pretax Income,12538000.0,10797000.0,18246000.0,12494000.0,4941000.0
Other Income Expense,229000.0,-1808000.0,-3000.0,21000.0,7000.0
Other Non Operating Income Expenses,229000.0,-1808000.0,-3000.0,21000.0,7000.0
Net Non Operating Interest Income Expense,-348000.0,-423000.0,-788000.0,-763000.0,-635000.0
Interest Expense Non Operating,348000.0,423000.0,788000.0,763000.0,635000.0
Operating Income,12657000.0,13028000.0,19037000.0,13236000.0,5569000.0
Operating Expense,14008000.0,13729000.0,13113000.0,12129000.0,13796000.0
Selling General And Administration,14008000.0,13729000.0,13113000.0,12129000.0,13796000.0
Gross Profit,26665000.0,26757000.0,32150000.0,25365000.0,19365000.0
Cost Of Revenue,111589000.0,98882000.0,118917000.0,107817000.0,96750000.0
Total Revenue,138254000.0,125639000.0,151067000.0,133182000.0,116115000.0
Operating Revenue,138254000.0,125639000.0,151067000.0,133182000.0,116115000.0
