,2026-03-31,2025-12-31,2025-09-30,2025-06-30,2025-03-31
Tax Effect Of Unusual Items,0.0,0.0,0.0,0.0,0.0
Tax Rate For Calcs,0.209,0.20434,0.195,0.214198,0.19
Net Income From Continuing Operation Net Minority Interest,30052000.0,38354000.0,39190000.0,22947000.0,17700000.0
Reconciled Depreciation,2926000.0,2957000.0,2821000.0,2496000.0,2496000.0
EBIT,41195000.0,51386000.0,51794000.0,31686000.0,24337000.0
Net Interest Income,-3183000.0,-3182000.0,-3118000.0,-2484000.0,-2483000.0
Interest Expense,3183000.0,3182000.0,3118000.0,2484000.0,2483000.0
Interest Income,24937000.0,42376000.0,21874000.0,21302000.0,21124000.0
Normalized Income,30052000.0,38354000.0,39190000.0,22947000.0,17700000.0
Net Income From Continuing And Discontinued Operation,30052000.0,38354000.0,39190000.0,22947000.0,17700000.0
Total Expenses,331430000.0,317982000.0,305342000.0,307377000.0,309257000.0
Diluted Average Shares,26132174.0,26451034.0,26302013.0,26375862.0,26417910.0
Basic Average Shares,25652596.0,25522051.0,25514329.0,25490955.0,25446516.0
Diluted EPS,1.15,1.45,1.49,0.87,0.67
Basic EPS,1.171499,1.502779,1.536,0.900202,0.695577
Diluted NI Availto Com Stockholders,30052000.0,38354000.0,39190000.0,22947000.0,17700000.0
Net Income Common Stockholders,30052000.0,38354000.0,39190000.0,22947000.0,17700000.0
Net Income,30052000.0,38354000.0,39190000.0,22947000.0,17700000.0
Net Income Including Noncontrolling Interests,30052000.0,38354000.0,39190000.0,22947000.0,17700000.0
Net Income Continuous Operations,30052000.0,38354000.0,39190000.0,22947000.0,17700000.0
Tax Provision,7960000.0,9850000.0,9486000.0,6255000.0,4154000.0
Pretax Income,38012000.0,48204000.0,48676000.0,29202000.0,21854000.0
Other Income Expense,-319000.0,,,,
Net Non Operating Interest Income Expense,-3183000.0,-3182000.0,-3118000.0,-2484000.0,-2483000.0
Interest Expense Non Operating,3183000.0,3182000.0,3118000.0,2484000.0,2483000.0
Other Operating Expenses,514000.0,-1111000.0,407000.0,1441000.0,138000.0
Total Revenue,369442000.0,366186000.0,354018000.0,336579000.0,331111000.0
Operating Revenue,369442000.0,366186000.0,354018000.0,336579000.0,331111000.0
Loss Adjustment Expense,208125000.0,192794000.0,188180000.0,193732000.0,189696000.0
Net Policyholder Benefits And Claims,208125000.0,192794000.0,188180000.0,193732000.0,189696000.0
