,2026-02-28,2025-11-30,2025-05-31,2025-02-28
Tax Effect Of Unusual Items,0.0,0.0,0.0,0.0
Tax Rate For Calcs,0.4,0.21,0.0,0.0
Normalized EBITDA,-230861.0,-580160.0,-727747.0,-33504.0
Net Income From Continuing Operation Net Minority Interest,529085.0,250514.0,-27147.0,-31255.0
EBITDA,-230861.0,-580160.0,-727747.0,-33504.0
EBIT,-230861.0,-580160.0,-727747.0,-33504.0
Net Interest Income,759946.0,830674.0,700600.0,2249.0
Interest Income,759946.0,830674.0,700600.0,2249.0
Normalized Income,529085.0,250514.0,-27147.0,-31255.0
Net Income From Continuing And Discontinued Operation,529085.0,250514.0,-27147.0,-31255.0
Total Expenses,230861.0,580160.0,727747.0,33504.0
Total Operating Income As Reported,-230861.0,-580160.0,-727747.0,-33504.0
Diluted Average Shares,11409900.0,,9573942.0,10322250.0
Basic Average Shares,11409900.0,,9573942.0,10322250.0
Diluted EPS,0.05,,0.0,-0.003028
Basic EPS,0.05,,0.0,-0.003028
Diluted NI Availto Com Stockholders,529085.0,250514.0,-27147.0,-31255.0
Net Income Common Stockholders,529085.0,250514.0,-27147.0,-31255.0
Net Income,529085.0,250514.0,-27147.0,-31255.0
Net Income Including Noncontrolling Interests,529085.0,250514.0,-27147.0,-31255.0
Net Income Continuous Operations,529085.0,250514.0,-27147.0,-31255.0
Pretax Income,529085.0,250514.0,-27147.0,-31255.0
Net Non Operating Interest Income Expense,759946.0,830674.0,700600.0,2249.0
Interest Income Non Operating,759946.0,830674.0,700600.0,2249.0
Operating Income,-230861.0,-580160.0,-727747.0,-33504.0
Operating Expense,230861.0,580160.0,727747.0,33504.0
Other Operating Expenses,,,,33504.0
Selling General And Administration,230861.0,580160.0,727747.0,33504.0
General And Administrative Expense,230861.0,580160.0,727747.0,33504.0
Other Gand A,230861.0,580160.0,727747.0,33504.0
Total Revenue,0.0,0.0,0.0,0.0
Operating Revenue,0.0,0.0,0.0,0.0
