,2026-03-31
Tax Effect Of Unusual Items,0.0
Tax Rate For Calcs,0.0
Normalized EBITDA,-6558869.0
Total Unusual Items,139300.0
Total Unusual Items Excluding Goodwill,139300.0
Net Income From Continuing Operation Net Minority Interest,-5693399.0
EBITDA,-6419569.0
EBIT,-6419569.0
Net Interest Income,586870.0
Interest Income,586870.0
Normalized Income,-5832699.0
Net Income From Continuing And Discontinued Operation,-5693399.0
Total Expenses,6419569.0
Total Operating Income As Reported,-6419569.0
Diluted Average Shares,12377200.0
Basic Average Shares,12226222.0
Diluted EPS,-0.47
Basic EPS,-0.47
Diluted NI Availto Com Stockholders,-5693399.0
Net Income Common Stockholders,-5693399.0
Net Income,-5693399.0
Net Income Including Noncontrolling Interests,-5693399.0
Net Income Continuous Operations,-5693399.0
Pretax Income,-5693399.0
Other Income Expense,139300.0
Gain On Sale Of Security,139300.0
Net Non Operating Interest Income Expense,586870.0
Interest Income Non Operating,586870.0
Operating Income,-6419569.0
Operating Expense,6419569.0
Selling General And Administration,6419569.0
General And Administrative Expense,6419569.0
Other Gand A,6308569.0
Salaries And Wages,111000.0
Total Revenue,0.0
Operating Revenue,0.0
