,2026-03-31,2025-12-31,2025-09-30,2025-06-30,2025-03-31
Tax Effect Of Unusual Items,0.0,0.0,0.0,0.0,0.0
Tax Rate For Calcs,0.4,0.21,0.21,0.21,0.21
Normalized EBITDA,-1150000.0,-1293000.0,-261000.0,-269000.0,-267000.0
Net Income From Continuing Operation Net Minority Interest,704000.0,726000.0,1911000.0,1888000.0,393000.0
EBITDA,-1150000.0,-1293000.0,-261000.0,-269000.0,-267000.0
EBIT,-1150000.0,-1293000.0,-261000.0,-269000.0,-267000.0
Net Interest Income,1854000.0,2019000.0,2172000.0,2157000.0,660000.0
Interest Income,1854000.0,2019000.0,2172000.0,2157000.0,660000.0
Normalized Income,704000.0,726000.0,1911000.0,1888000.0,393000.0
Net Income From Continuing And Discontinued Operation,704000.0,726000.0,1911000.0,1888000.0,393000.0
Total Expenses,1150000.0,1293000.0,261000.0,269000.0,267000.0
Total Operating Income As Reported,-1150000.0,-1293000.0,-261000.0,-269000.0,-267000.0
Diluted Average Shares,27612763.0,,27612763.0,27612763.0,13443731.0
Basic Average Shares,27612763.0,,27612763.0,27612763.0,6707663.0
Diluted EPS,0.03,,0.07,0.07,0.03
Basic EPS,0.03,,0.07,0.07,0.03
Diluted NI Availto Com Stockholders,704000.0,726000.0,1911000.0,1888000.0,393000.0
Net Income Common Stockholders,704000.0,726000.0,1911000.0,1888000.0,393000.0
Net Income,704000.0,726000.0,1911000.0,1888000.0,393000.0
Net Income Including Noncontrolling Interests,704000.0,726000.0,1911000.0,1888000.0,393000.0
Net Income Continuous Operations,704000.0,726000.0,1911000.0,1888000.0,393000.0
Pretax Income,704000.0,726000.0,1911000.0,1888000.0,393000.0
Other Income Expense,,,,,657000.0
Other Non Operating Income Expenses,,,,,657000.0
Net Non Operating Interest Income Expense,1854000.0,2019000.0,2172000.0,2157000.0,660000.0
Interest Income Non Operating,1854000.0,2019000.0,2172000.0,2157000.0,660000.0
Operating Income,-1150000.0,-1293000.0,-261000.0,-269000.0,-267000.0
Operating Expense,1150000.0,1293000.0,261000.0,269000.0,267000.0
Other Operating Expenses,,,,-16000.0,-3000.0
Selling General And Administration,1150000.0,1293000.0,261000.0,269000.0,267000.0
General And Administrative Expense,1150000.0,1293000.0,261000.0,269000.0,267000.0
Other Gand A,1150000.0,1293000.0,261000.0,269000.0,267000.0
Total Revenue,0.0,0.0,0.0,0.0,0.0
Operating Revenue,0.0,0.0,0.0,0.0,0.0
