,2026-03-31,2025-12-31,2025-09-30,2025-06-30,2025-03-31
Tax Effect Of Unusual Items,0.0,0.0,0.0,0.0,0.0
Tax Rate For Calcs,0.4,0.21,0.0,0.0,0.0
Normalized EBITDA,-3241000.0,-49979000.0,-46060000.0,-41737000.0,-19071000.0
Net Income From Continuing Operation Net Minority Interest,3783000.0,-44384000.0,-39339000.0,-34771000.0,-11655000.0
Reconciled Depreciation,407000.0,376000.0,361000.0,304000.0,239000.0
EBITDA,-3241000.0,-49979000.0,-46060000.0,-41737000.0,-19071000.0
EBIT,-3648000.0,-50355000.0,-46421000.0,-42041000.0,-19310000.0
Net Interest Income,5876000.0,6761000.0,7049000.0,7406000.0,7573000.0
Interest Income,5876000.0,6761000.0,7049000.0,7406000.0,7573000.0
Normalized Income,3783000.0,-44384000.0,-39339000.0,-34771000.0,-11655000.0
Net Income From Continuing And Discontinued Operation,3783000.0,-44384000.0,-39339000.0,-34771000.0,-11655000.0
Total Expenses,60016000.0,57792000.0,51133000.0,47587000.0,47631000.0
Total Operating Income As Reported,-3648000.0,-50355000.0,-46421000.0,-42041000.0,-19310000.0
Diluted Average Shares,70492618.0,64031592.0,63772332.0,63510537.0,62963806.0
Basic Average Shares,65087847.0,64031592.0,63772332.0,63510537.0,62963806.0
Diluted EPS,0.05,-0.69,-0.62,-0.55,-0.19
Basic EPS,0.06,-0.69,-0.62,-0.55,-0.19
Diluted NI Availto Com Stockholders,3783000.0,-44384000.0,-39339000.0,-34771000.0,-11655000.0
Net Income Common Stockholders,3783000.0,-44384000.0,-39339000.0,-34771000.0,-11655000.0
Net Income,3783000.0,-44384000.0,-39339000.0,-34771000.0,-11655000.0
Net Income Including Noncontrolling Interests,3783000.0,-44384000.0,-39339000.0,-34771000.0,-11655000.0
Net Income Continuous Operations,3783000.0,-44384000.0,-39339000.0,-34771000.0,-11655000.0
Tax Provision,-1502000.0,666000.0,0.0,172000.0,0.0
Pretax Income,2281000.0,-43718000.0,-39339000.0,-34599000.0,-11655000.0
Other Income Expense,53000.0,-124000.0,33000.0,36000.0,82000.0
Other Non Operating Income Expenses,53000.0,-124000.0,33000.0,36000.0,82000.0
Net Non Operating Interest Income Expense,5876000.0,6761000.0,7049000.0,7406000.0,7573000.0
Interest Income Non Operating,5876000.0,6761000.0,7049000.0,7406000.0,7573000.0
Operating Income,-3648000.0,-50355000.0,-46421000.0,-42041000.0,-19310000.0
Operating Expense,60016000.0,57792000.0,51133000.0,47587000.0,47631000.0
Research And Development,46739000.0,46358000.0,40003000.0,37036000.0,35893000.0
Selling General And Administration,13277000.0,11434000.0,11130000.0,10551000.0,11738000.0
General And Administrative Expense,13277000.0,11434000.0,11130000.0,10551000.0,11738000.0
Other Gand A,13277000.0,11434000.0,11130000.0,10551000.0,11738000.0
Total Revenue,56368000.0,7437000.0,4712000.0,5546000.0,28321000.0
Operating Revenue,56368000.0,7437000.0,4712000.0,5546000.0,28321000.0
