,2026-03-31,2025-12-31,2025-09-30,2025-06-30,2025-03-31
Tax Effect Of Unusual Items,0.0,0.0,0.0,0.0,0.0
Tax Rate For Calcs,0.214,0.063022,0.22,0.222,0.222
Normalized EBITDA,6115000.0,12106000.0,14239000.0,9599000.0,11088000.0
Net Income From Continuing Operation Net Minority Interest,1259000.0,6512000.0,7212000.0,3608000.0,4941000.0
Reconciled Depreciation,2480000.0,2516000.0,2504000.0,2443000.0,2382000.0
Reconciled Cost Of Revenue,78967000.0,81991000.0,73264000.0,62366000.0,67065000.0
EBITDA,6115000.0,12106000.0,14239000.0,9599000.0,11088000.0
EBIT,3635000.0,9590000.0,11735000.0,7156000.0,8706000.0
Net Interest Income,-2034000.0,-2640000.0,-2493000.0,-2519000.0,-2356000.0
Interest Expense,2034000.0,2640000.0,2493000.0,2519000.0,2356000.0
Normalized Income,1259000.0,6512000.0,7212000.0,3608000.0,4941000.0
Net Income From Continuing And Discontinued Operation,1259000.0,6512000.0,7212000.0,3608000.0,4941000.0
Total Expenses,120766000.0,130126000.0,110805000.0,98491000.0,105367000.0
Total Operating Income As Reported,3635000.0,9590000.0,11735000.0,7156000.0,8706000.0
Diluted Average Shares,7616000.0,7582000.0,7543000.0,7493000.0,7493000.0
Basic Average Shares,7536000.0,7499000.0,7475000.0,7461000.0,7459000.0
Diluted EPS,0.17,0.86,0.96,0.48,0.66
Basic EPS,0.17,0.87,0.96,0.48,0.66
Diluted NI Availto Com Stockholders,1259000.0,6512000.0,7212000.0,3608000.0,4941000.0
Net Income Common Stockholders,1259000.0,6512000.0,7212000.0,3608000.0,4941000.0
Net Income,1259000.0,6512000.0,7212000.0,3608000.0,4941000.0
Net Income Including Noncontrolling Interests,1259000.0,6512000.0,7212000.0,3608000.0,4941000.0
Net Income Continuous Operations,1259000.0,6512000.0,7212000.0,3608000.0,4941000.0
Tax Provision,342000.0,438000.0,2030000.0,1029000.0,1409000.0
Pretax Income,1601000.0,6950000.0,9242000.0,4637000.0,6350000.0
Net Non Operating Interest Income Expense,-2034000.0,-2640000.0,-2493000.0,-2519000.0,-2356000.0
Interest Expense Non Operating,2034000.0,2640000.0,2493000.0,2519000.0,2356000.0
Operating Income,3635000.0,9590000.0,11735000.0,7156000.0,8706000.0
Operating Expense,41799000.0,48135000.0,37541000.0,36125000.0,38302000.0
Other Operating Expenses,41799000.0,48135000.0,37541000.0,36125000.0,38302000.0
Gross Profit,45434000.0,57725000.0,49276000.0,43281000.0,47008000.0
Cost Of Revenue,78967000.0,81991000.0,73264000.0,62366000.0,67065000.0
Total Revenue,124401000.0,139716000.0,122540000.0,105647000.0,114073000.0
Operating Revenue,124401000.0,139716000.0,122540000.0,105647000.0,114073000.0
