,2026-03-31,2025-12-31,2025-09-30
Tax Effect Of Unusual Items,0.0,0.0,0.0
Tax Rate For Calcs,0.4,0.21,0.0
Normalized EBITDA,-175878.0,-71428.0,-60889.0
Net Income From Continuing Operation Net Minority Interest,1074594.0,266185.0,-60889.0
EBITDA,-175878.0,-71428.0,-60889.0
EBIT,-175878.0,-71428.0,-60889.0
Net Interest Income,1250472.0,,
Interest Income,1250472.0,,
Normalized Income,1074594.0,266185.0,-60889.0
Net Income From Continuing And Discontinued Operation,1074594.0,266185.0,-60889.0
Total Expenses,175878.0,71428.0,60889.0
Total Operating Income As Reported,-175878.0,,
Diluted NI Availto Com Stockholders,1074594.0,266185.0,-60889.0
Net Income Common Stockholders,1074594.0,266185.0,-60889.0
Net Income,1074594.0,266185.0,-60889.0
Net Income Including Noncontrolling Interests,1074594.0,266185.0,-60889.0
Net Income Continuous Operations,1074594.0,266185.0,-60889.0
Pretax Income,1074594.0,266185.0,-60889.0
Net Non Operating Interest Income Expense,1250472.0,,
Interest Income Non Operating,1250472.0,,
Operating Income,-175878.0,-71428.0,-60889.0
Operating Expense,175878.0,71428.0,60889.0
Selling General And Administration,175878.0,71428.0,60889.0
General And Administrative Expense,175878.0,71428.0,60889.0
Other Gand A,175878.0,71428.0,60889.0
Total Revenue,0.0,0.0,0.0
Operating Revenue,0.0,0.0,0.0
