,2026-03-31,2025-03-31
Tax Effect Of Unusual Items,4400000.0,-5880000.0
Tax Rate For Calcs,0.4,0.21
Normalized EBITDA,-1175000000.0,1404000000.0
Total Unusual Items,11000000.0,-28000000.0
Total Unusual Items Excluding Goodwill,11000000.0,-28000000.0
Net Income From Continuing Operation Net Minority Interest,-4276000000.0,-528000000.0
Reconciled Depreciation,2442000000.0,1443000000.0
Reconciled Cost Of Revenue,2388000000.0,1962000000.0
EBITDA,-1164000000.0,1376000000.0
EBIT,-3606000000.0,-67000000.0
Net Interest Income,-451000000.0,-330000000.0
Interest Expense,664000000.0,447000000.0
Interest Income,213000000.0,117000000.0
Normalized Income,-4282600000.0,-505880000.0
Net Income From Continuing And Discontinued Operation,-4276000000.0,-528000000.0
Total Expenses,6648000000.0,4012000000.0
Total Operating Income As Reported,-1943000000.0,27000000.0
Diluted Average Shares,1272840000.0,1272840000.0
Basic Average Shares,1272840000.0,1272840000.0
Diluted EPS,-3.416667,-0.41482
Basic EPS,-3.416667,-0.41482
Diluted NI Availto Com Stockholders,-4382000000.0,-528000000.0
Net Income Common Stockholders,-4382000000.0,-528000000.0
Otherunder Preferred Stock Dividend,-565000000.0,
Preferred Stock Dividends,671000000.0,
Net Income,-4276000000.0,-528000000.0
Net Income Including Noncontrolling Interests,-4276000000.0,-528000000.0
Net Income Continuous Operations,-4276000000.0,-528000000.0
Tax Provision,6000000.0,14000000.0
Pretax Income,-4270000000.0,-514000000.0
Other Income Expense,-1865000000.0,-239000000.0
Other Non Operating Income Expenses,-1876000000.0,-211000000.0
Special Income Charges,11000000.0,-28000000.0
Impairment Of Capital Assets,0.0,24000000.0
Restructuring And Mergern Acquisition,-11000000.0,4000000.0
Net Non Operating Interest Income Expense,-451000000.0,-330000000.0
Interest Expense Non Operating,664000000.0,447000000.0
Interest Income Non Operating,213000000.0,117000000.0
Operating Income,-1954000000.0,55000000.0
Operating Expense,4260000000.0,2050000000.0
Research And Development,3514000000.0,1557000000.0
Selling General And Administration,746000000.0,493000000.0
Gross Profit,2306000000.0,2105000000.0
Cost Of Revenue,2388000000.0,1962000000.0
Total Revenue,4694000000.0,4067000000.0
Operating Revenue,4694000000.0,4067000000.0
