,2026-03-31,2025-12-31,2025-09-30
Tax Effect Of Unusual Items,485364.0,0.0,0.0
Tax Rate For Calcs,0.4,0.25,0.0
Normalized EBITDA,-1317304.0,-33774.0,-56176.0
Total Unusual Items,1213410.0,,
Total Unusual Items Excluding Goodwill,1213410.0,,
Net Income From Continuing Operation Net Minority Interest,1109516.0,202007.0,-56176.0
EBITDA,-103894.0,-33774.0,-56176.0
EBIT,-103894.0,-33774.0,-56176.0
Normalized Income,381470.0,202007.0,-56176.0
Net Income From Continuing And Discontinued Operation,1109516.0,202007.0,-56176.0
Total Expenses,103894.0,33774.0,56176.0
Total Operating Income As Reported,-103894.0,,
Diluted Average Shares,20000000.0,,20000000.0
Basic Average Shares,20000000.0,,20000000.0
Diluted EPS,0.06,,-0.002809
Basic EPS,0.06,,-0.002809
Diluted NI Availto Com Stockholders,1109516.0,202007.0,-56176.0
Net Income Common Stockholders,1109516.0,202007.0,-56176.0
Net Income,1109516.0,202007.0,-56176.0
Net Income Including Noncontrolling Interests,1109516.0,202007.0,-56176.0
Net Income Continuous Operations,1109516.0,202007.0,-56176.0
Pretax Income,1109516.0,202007.0,-56176.0
Other Income Expense,1213410.0,,
Gain On Sale Of Security,1213410.0,,
Operating Income,-103894.0,-33774.0,-56176.0
Operating Expense,103894.0,33774.0,56176.0
Selling General And Administration,103894.0,33774.0,56176.0
General And Administrative Expense,103894.0,33774.0,56176.0
Other Gand A,103894.0,33774.0,56176.0
Total Revenue,0.0,0.0,0.0
Operating Revenue,0.0,0.0,0.0
