,2026-03-31,2025-12-31,2025-09-30
Tax Effect Of Unusual Items,0.0,0.0,0.0
Tax Rate For Calcs,0.4,0.0,0.0
Normalized EBITDA,-169071.0,-5247279.0,-72700.0
Net Income From Continuing Operation Net Minority Interest,1951845.0,-4040535.0,-72700.0
EBITDA,-169071.0,-5247279.0,-72700.0
EBIT,-169071.0,-5247279.0,-72700.0
Net Interest Income,2120916.0,,
Interest Income,2120916.0,,
Normalized Income,1951845.0,-4040535.0,-72700.0
Net Income From Continuing And Discontinued Operation,1951845.0,-4040535.0,-72700.0
Total Expenses,169071.0,5247279.0,72700.0
Total Operating Income As Reported,-169071.0,-214363.0,-72700.0
Diluted Average Shares,32000000.0,,29000000.0
Basic Average Shares,32000000.0,,29000000.0
Diluted EPS,0.06,,-0.002967
Basic EPS,0.06,,-0.002967
Diluted NI Availto Com Stockholders,1951845.0,-4040535.0,-72700.0
Net Income Common Stockholders,1951845.0,-4040535.0,-72700.0
Net Income,1951845.0,-4040535.0,-72700.0
Net Income Including Noncontrolling Interests,1951845.0,-4040535.0,-72700.0
Net Income Continuous Operations,1951845.0,-4040535.0,-72700.0
Pretax Income,1951845.0,-4040535.0,-72700.0
Net Non Operating Interest Income Expense,2120916.0,,
Interest Income Non Operating,2120916.0,,
Operating Income,-169071.0,-5247279.0,-72700.0
Operating Expense,169071.0,214363.0,72700.0
Selling General And Administration,169071.0,214363.0,72700.0
General And Administrative Expense,169071.0,214363.0,72700.0
Other Gand A,169071.0,214363.0,72700.0
Total Revenue,0.0,0.0,0.0
Operating Revenue,0.0,0.0,0.0
