,2026-04-30,2026-01-31,2025-10-31,2025-07-31,2025-04-30,2025-01-31,2024-10-31
Tax Effect Of Unusual Items,0.0,-1286000.0,0.0,0.0,-974820.0,,
Tax Rate For Calcs,0.4,0.4,0.21,0.21,0.21,,
Normalized EBITDA,-2134000.0,-13169000.0,-16398000.0,-9769000.0,-19498000.0,,
Total Unusual Items,,-3215000.0,0.0,,-4642000.0,-354000.0,-5127000.0
Total Unusual Items Excluding Goodwill,,-3215000.0,0.0,,-4642000.0,-354000.0,-5127000.0
Net Income From Continuing Operation Net Minority Interest,-22818000.0,-41737000.0,-39527000.0,-32225000.0,-46364000.0,,
Reconciled Depreciation,19550000.0,22718000.0,20487000.0,20035000.0,19955000.0,,
Reconciled Cost Of Revenue,60070000.0,58860000.0,57802000.0,70774000.0,52856000.0,,
EBITDA,-2134000.0,-16384000.0,-16398000.0,-9769000.0,-24140000.0,,
EBIT,-21684000.0,-39102000.0,-36885000.0,-29804000.0,-44095000.0,,
Net Interest Income,3544000.0,3338000.0,3083000.0,2726000.0,2905000.0,,
Interest Expense,183000.0,1094000.0,2041000.0,2057000.0,2035000.0,,
Interest Income,3727000.0,4432000.0,5124000.0,4783000.0,4940000.0,,
Normalized Income,-22818000.0,-39808000.0,-39527000.0,-32225000.0,-42696820.0,,
Net Income From Continuing And Discontinued Operation,-22818000.0,-41737000.0,-39527000.0,-32225000.0,-46364000.0,,
Total Expenses,294586000.0,294931000.0,291389000.0,276895000.0,260586000.0,,
Total Operating Income As Reported,-25762000.0,-42671000.0,-42226000.0,-34772000.0,-49536000.0,,
Diluted Average Shares,95003992.0,94113302.0,93273982.0,91687907.0,90334442.0,,
Basic Average Shares,95003992.0,94113302.0,93273982.0,91687907.0,90334442.0,,
Diluted EPS,-0.24,-0.44,-0.42,-0.35,-0.51,,
Basic EPS,-0.24,-0.44,-0.42,-0.35,-0.51,,
Diluted NI Availto Com Stockholders,-22818000.0,-41737000.0,-39527000.0,-32225000.0,-46364000.0,,
Net Income Common Stockholders,-22818000.0,-41737000.0,-39527000.0,-32225000.0,-46364000.0,,
Otherunder Preferred Stock Dividend,,,,,0.0,,
Preferred Stock Dividends,,,,,,,14652000.0
Net Income,-22818000.0,-41737000.0,-39527000.0,-32225000.0,-46364000.0,,
Net Income Including Noncontrolling Interests,-22818000.0,-41737000.0,-39527000.0,-32225000.0,-46364000.0,,
Net Income Continuous Operations,-22818000.0,-41737000.0,-39527000.0,-32225000.0,-46364000.0,,
Tax Provision,951000.0,1541000.0,601000.0,364000.0,234000.0,,
Pretax Income,-21867000.0,-40196000.0,-38926000.0,-31861000.0,-46130000.0,,
Other Income Expense,351000.0,-2590000.0,217000.0,185000.0,-4141000.0,,
Other Non Operating Income Expenses,351000.0,625000.0,217000.0,185000.0,501000.0,,
Special Income Charges,,-3215000.0,0.0,,-4642000.0,-354000.0,-5127000.0
Impairment Of Capital Assets,,1727000.0,0.0,,4642000.0,354000.0,5127000.0
Restructuring And Mergern Acquisition,,,,,,0.0,
Net Non Operating Interest Income Expense,3544000.0,3338000.0,3083000.0,2726000.0,2905000.0,,
Interest Expense Non Operating,183000.0,1094000.0,2041000.0,2057000.0,2035000.0,,
Interest Income Non Operating,3727000.0,4432000.0,5124000.0,4783000.0,4940000.0,,
Operating Income,-25762000.0,-40944000.0,-42226000.0,-34772000.0,-44894000.0,,
Operating Expense,219553000.0,218598000.0,218566000.0,206121000.0,193290000.0,,
Depreciation Amortization Depletion Income Statement,4587000.0,5245000.0,5466000.0,,5515000.0,5575000.0,
Depreciation And Amortization In Income Statement,4587000.0,5245000.0,5466000.0,,5515000.0,5575000.0,
Amortization,4587000.0,5245000.0,5466000.0,,5515000.0,5575000.0,
Amortization Of Intangibles Income Statement,4587000.0,5245000.0,5466000.0,,5515000.0,5575000.0,
Research And Development,88024000.0,81862000.0,78522000.0,73065000.0,69140000.0,,
Selling General And Administration,126942000.0,131491000.0,134578000.0,133056000.0,118635000.0,,
Selling And Marketing Expense,68485000.0,67991000.0,72804000.0,69544000.0,61943000.0,,
General And Administrative Expense,58457000.0,63500000.0,61774000.0,63512000.0,56692000.0,,
Other Gand A,58457000.0,63500000.0,61774000.0,63512000.0,56692000.0,,
Gross Profit,193791000.0,177654000.0,176340000.0,171349000.0,148396000.0,,
Cost Of Revenue,75033000.0,76333000.0,72823000.0,70774000.0,67296000.0,,
Total Revenue,268824000.0,253987000.0,249163000.0,242123000.0,215692000.0,,
Operating Revenue,268824000.0,253987000.0,249163000.0,242123000.0,215692000.0,,
