,2025-06-30,2025-03-31,2024-12-31
Tax Effect Of Unusual Items,0.0,0.0,0.0
Tax Rate For Calcs,0.23,0.23,0.23
Normalized EBITDA,-6189000.0,-6743000.0,-6732000.0
Total Unusual Items,0.0,0.0,0.0
Total Unusual Items Excluding Goodwill,0.0,0.0,0.0
Net Income From Continuing Operation Net Minority Interest,-10736000.0,-10778000.0,-11351000.0
Reconciled Depreciation,2229000.0,2100000.0,1969000.0
Reconciled Cost Of Revenue,15249000.0,16137000.0,19324000.0
EBITDA,-6189000.0,-6743000.0,-6732000.0
EBIT,-8418000.0,-8843000.0,-8701000.0
Net Interest Income,1790000.0,-2030000.0,-6670000.0
Interest Expense,2302000.0,1880000.0,2620000.0
Normalized Income,-10736000.0,-10778000.0,-11351000.0
Net Income From Continuing And Discontinued Operation,-10736000.0,-10778000.0,-11351000.0
Total Expenses,32564000.0,31060000.0,35586000.0
Total Operating Income As Reported,-12510000.0,-8693000.0,-4455000.0
Diluted Average Shares,18738657.0,18725664.0,18719433.0
Basic Average Shares,18738657.0,18725664.0,18719433.0
Diluted EPS,-0.57,-0.58,-0.61
Basic EPS,-0.57,-0.58,-0.61
Diluted NI Availto Com Stockholders,-10736000.0,-10778000.0,-11351000.0
Net Income Common Stockholders,-10736000.0,-10778000.0,-11351000.0
Otherunder Preferred Stock Dividend,0.0,,
Net Income,-10736000.0,-10778000.0,-11351000.0
Net Income Including Noncontrolling Interests,-10736000.0,-10778000.0,-11351000.0
Net Income Continuous Operations,-10736000.0,-10778000.0,-11351000.0
Tax Provision,16000.0,55000.0,30000.0
Pretax Income,-10720000.0,-10723000.0,-11321000.0
Other Income Expense,,,-196000.0
Other Non Operating Income Expenses,,,-196000.0
Special Income Charges,0.0,0.0,0.0
Restructuring And Mergern Acquisition,0.0,0.0,0.0
Net Non Operating Interest Income Expense,1790000.0,-2030000.0,-6670000.0
Total Other Finance Cost,-4092000.0,150000.0,4050000.0
Interest Expense Non Operating,2302000.0,1880000.0,2620000.0
Operating Income,-12510000.0,-8693000.0,-4455000.0
Operating Expense,16796000.0,14425000.0,15821000.0
Depreciation Amortization Depletion Income Statement,1710000.0,1602000.0,1528000.0
Depreciation And Amortization In Income Statement,1710000.0,1602000.0,1528000.0
Research And Development,4868000.0,3457000.0,4460000.0
Selling General And Administration,10218000.0,9366000.0,9833000.0
Selling And Marketing Expense,4142000.0,3669000.0,3866000.0
General And Administrative Expense,6076000.0,5697000.0,5967000.0
Other Gand A,6076000.0,5697000.0,5967000.0
Gross Profit,4286000.0,5732000.0,11366000.0
Cost Of Revenue,15768000.0,16635000.0,19765000.0
Total Revenue,20054000.0,22367000.0,31131000.0
Operating Revenue,20054000.0,22367000.0,31131000.0
