,2026-03-31,2025-12-31,2025-09-30,2025-06-30,2025-03-31,2024-12-31,2024-09-30
Tax Effect Of Unusual Items,0.0,0.0,0.0,0.0,0.0,,
Tax Rate For Calcs,0.4,0.21,0.07698,0.142804,0.129062,,
Normalized EBITDA,4809000.0,25161000.0,11177000.0,7067000.0,2697000.0,,
Net Income From Continuing Operation Net Minority Interest,1492000.0,8101000.0,4593000.0,1408000.0,329000.0,,
Reconciled Depreciation,203000.0,197000.0,183000.0,172000.0,172000.0,,
Reconciled Cost Of Revenue,41307000.0,57845000.0,53684000.0,44323000.0,21666000.0,,
EBITDA,4809000.0,25161000.0,11177000.0,7067000.0,2697000.0,,
EBIT,4606000.0,24964000.0,10994000.0,6895000.0,2525000.0,,
Net Interest Income,-1335000.0,-1460000.0,-1472000.0,-1496000.0,-1448000.0,,
Interest Expense,1335000.0,1460000.0,1472000.0,1496000.0,1448000.0,,
Normalized Income,1492000.0,8101000.0,4593000.0,1408000.0,329000.0,,
Net Income From Continuing And Discontinued Operation,1492000.0,8101000.0,4593000.0,1408000.0,329000.0,,
Total Expenses,52769000.0,72695000.0,62453000.0,52376000.0,28633000.0,,
Rent Expense Supplemental,2383000.0,2039000.0,2041000.0,1988000.0,1829000.0,,
Total Operating Income As Reported,5133000.0,30045000.0,21760000.0,7495000.0,107000.0,,
Diluted Average Shares,6105000.0,6137000.0,6032000.0,5913000.0,5808000.0,,
Basic Average Shares,1824000.0,1742000.0,1741000.0,1740000.0,1705000.0,,
Diluted EPS,0.42,1.48,2.58,0.81,0.19,,
Basic EPS,0.82,4.65,2.64,0.81,0.19,,
Diluted NI Availto Com Stockholders,2579000.0,4601000.0,15535000.0,4776000.0,1113000.0,,
Average Dilution Earnings,1087000.0,-3500000.0,10942000.0,3368000.0,784000.0,,
Net Income Common Stockholders,1492000.0,,,,,,
Net Income,1492000.0,8101000.0,4593000.0,1408000.0,329000.0,,
Minority Interests,-1961000.0,-17678000.0,-4196000.0,-3220000.0,-609000.0,,
Net Income Including Noncontrolling Interests,3453000.0,25779000.0,8789000.0,4628000.0,938000.0,,
Net Income Continuous Operations,3453000.0,25779000.0,8789000.0,4628000.0,938000.0,,
Tax Provision,-182000.0,-2275000.0,733000.0,771000.0,139000.0,,
Pretax Income,3271000.0,23504000.0,9522000.0,5399000.0,1077000.0,,
Other Income Expense,-527000.0,-5081000.0,-10766000.0,-600000.0,2418000.0,,
Other Non Operating Income Expenses,,0.0,1897000.0,837000.0,,,
Earnings From Equity Interest,-527000.0,-5081000.0,-12663000.0,-1437000.0,2418000.0,,
Net Non Operating Interest Income Expense,-1335000.0,-1460000.0,-1472000.0,-1496000.0,-1448000.0,,
Interest Expense Non Operating,1335000.0,1460000.0,1472000.0,1496000.0,1448000.0,,
Operating Income,5133000.0,30045000.0,21760000.0,7495000.0,107000.0,,
Operating Expense,11462000.0,14850000.0,8769000.0,8053000.0,6967000.0,,
Other Operating Expenses,3952000.0,8650000.0,2771000.0,2332000.0,2174000.0,,
Depreciation Amortization Depletion Income Statement,203000.0,197000.0,183000.0,172000.0,172000.0,,
Depreciation And Amortization In Income Statement,203000.0,197000.0,183000.0,172000.0,172000.0,,
Research And Development,,,,,,2018000.0,1567000.0
Selling General And Administration,7307000.0,6003000.0,5815000.0,5549000.0,4621000.0,,
General And Administrative Expense,7307000.0,6003000.0,5815000.0,5549000.0,4621000.0,,
Other Gand A,4924000.0,3964000.0,3774000.0,3561000.0,2792000.0,,
Rent And Landing Fees,2383000.0,2039000.0,2041000.0,1988000.0,1829000.0,,
Gross Profit,16595000.0,44895000.0,30529000.0,15548000.0,7074000.0,,
Cost Of Revenue,41307000.0,57845000.0,53684000.0,44323000.0,21666000.0,,
Total Revenue,57902000.0,102740000.0,84213000.0,59871000.0,28740000.0,,
Operating Revenue,57902000.0,102740000.0,84213000.0,59871000.0,28740000.0,,
