,2026-03-31,2025-12-31,2025-09-30,2025-03-31,2024-12-31,2024-09-30
Tax Effect Of Unusual Items,-67966800000.0,-225795842.809541,62138300000.0,51033850000.0,6158250000.0,
Tax Rate For Calcs,0.4,0.0064,0.35,0.35,0.35,
Normalized EBITDA,236838000000.0,154302000000.0,56707000000.0,79071000000.0,123677000000.0,
Total Unusual Items,-169917000000.0,-35282000000.0,177538000000.0,145811000000.0,17595000000.0,
Total Unusual Items Excluding Goodwill,-169917000000.0,-35282000000.0,177538000000.0,145811000000.0,17595000000.0,
Net Income From Continuing Operation Net Minority Interest,40188000000.0,34709000000.0,36844000000.0,57530000000.0,12278000000.0,
Reconciled Depreciation,6603000000.0,5426000000.0,4305000000.0,6021000000.0,4803000000.0,
Reconciled Cost Of Revenue,134704000000.0,188212000000.0,201410000000.0,117964000000.0,147606000000.0,
EBITDA,66921000000.0,119020000000.0,234245000000.0,224882000000.0,141272000000.0,
EBIT,60318000000.0,113594000000.0,229940000000.0,218861000000.0,136469000000.0,
Net Interest Income,129593000000.0,24678000000.0,-42947000000.0,18321000000.0,22383000000.0,
Interest Expense,45490000000.0,37966000000.0,39100000000.0,15701000000.0,24673000000.0,
Interest Income,4845000000.0,2085000000.0,4287000000.0,2984000000.0,-1510000000.0,
Normalized Income,142138200000.0,69765204157.19046,-78555700000.0,-37247150000.0,841250000.0,
Net Income From Continuing And Discontinued Operation,40188000000.0,34709000000.0,36844000000.0,57530000000.0,12278000000.0,
Total Expenses,206836000000.0,236770000000.0,257617000000.0,180771000000.0,204827000000.0,
Rent Expense Supplemental,,,36292000000.0,,,32348000000.0
Total Operating Income As Reported,-124066000000.0,20890000000.0,264985000000.0,205619000000.0,66929000000.0,
Diluted Average Shares,64034417.0,67566673.0,62650100.0,67515550.0,67461538.0,
Basic Average Shares,64034417.0,62561283.0,62650100.0,60165237.0,60127326.0,
Diluted EPS,627.6,513.7,588.091639,852.1,182.0,
Basic EPS,627.6,554.8,588.091639,956.2,204.2,
Diluted NI Availto Com Stockholders,40188000000.0,34709000000.0,36844000000.0,57530000000.0,12278000000.0,
Net Income Common Stockholders,40188000000.0,34709000000.0,36844000000.0,57530000000.0,12278000000.0,
Net Income,40188000000.0,34709000000.0,36844000000.0,57530000000.0,12278000000.0,
Minority Interests,21122000000.0,-40435000000.0,-73289000000.0,-51402000000.0,-42880000000.0,
Net Income Including Noncontrolling Interests,19066000000.0,75144000000.0,110133000000.0,108932000000.0,55158000000.0,
Net Income Continuous Operations,19066000000.0,75144000000.0,110133000000.0,108932000000.0,55158000000.0,
Tax Provision,-4238000000.0,484000000.0,80707000000.0,94228000000.0,56638000000.0,
Pretax Income,14828000000.0,75628000000.0,190840000000.0,203160000000.0,111796000000.0,
Other Income Expense,-160616000000.0,-19781000000.0,172875000000.0,125031000000.0,38523000000.0,
Other Non Operating Income Expenses,,,,,,-168000000.0
Special Income Charges,782000000.0,14559000000.0,-7227000000.0,17000000.0,1556000000.0,
Gain On Sale Of Ppe,782000000.0,0.0,6000000.0,17000000.0,0.0,
Gain On Sale Of Business,,,0.0,,,1247000000.0
Other Special Charges,,-14559000000.0,6329000000.0,-54088000000.0,-1556000000.0,-6863000000.0
Write Off,,,904000000.0,,,
Impairment Of Capital Assets,,,0.0,,,9226000000.0
Earnings From Equity Interest,9301000000.0,15501000000.0,-4663000000.0,-20780000000.0,20928000000.0,
Gain On Sale Of Security,-170699000000.0,-49841000000.0,184765000000.0,145794000000.0,16039000000.0,
Net Non Operating Interest Income Expense,129593000000.0,24678000000.0,-42947000000.0,18321000000.0,22383000000.0,
Total Other Finance Cost,-170238000000.0,-60559000000.0,8134000000.0,-31038000000.0,-47056000000.0,
Interest Expense Non Operating,45490000000.0,37966000000.0,39100000000.0,15701000000.0,24673000000.0,
Interest Income Non Operating,4845000000.0,2085000000.0,4287000000.0,2984000000.0,-1510000000.0,
Operating Income,45851000000.0,70731000000.0,60912000000.0,59808000000.0,50890000000.0,
Operating Expense,72132000000.0,48558000000.0,53263000000.0,62807000000.0,57221000000.0,
Other Operating Expenses,14768000000.0,-9668000000.0,1794000000.0,3740000000.0,1411000000.0,
Other Taxes,,,10138000000.0,,,6741000000.0
Provision For Doubtful Accounts,,,,,,390000000.0
Depreciation Amortization Depletion Income Statement,,,1361000000.0,,,956000000.0
Depreciation And Amortization In Income Statement,,,1361000000.0,,,956000000.0
Selling General And Administration,57364000000.0,58226000000.0,39970000000.0,59067000000.0,55810000000.0,
Selling And Marketing Expense,22071000000.0,25156000000.0,14847000000.0,25047000000.0,21934000000.0,
General And Administrative Expense,35293000000.0,33070000000.0,25123000000.0,34020000000.0,33876000000.0,
Other Gand A,35293000000.0,33070000000.0,3156000000.0,34020000000.0,33876000000.0,
Rent And Landing Fees,,,654000000.0,,,326000000.0
Salaries And Wages,,,21313000000.0,,,14582000000.0
Gross Profit,117983000000.0,119289000000.0,114175000000.0,122615000000.0,108111000000.0,
Cost Of Revenue,134704000000.0,188212000000.0,204354000000.0,117964000000.0,147606000000.0,
Total Revenue,252687000000.0,307501000000.0,318529000000.0,240579000000.0,255717000000.0,
Operating Revenue,252687000000.0,307501000000.0,318529000000.0,240579000000.0,255717000000.0,
