,2026-03-31,2025-12-31,2025-09-30,2025-06-30,2025-03-31,2024-12-31,2024-09-30
Tax Effect Of Unusual Items,0.0,0.0,0.0,0.0,0.0,,
Tax Rate For Calcs,0.389,0.301587,0.335821,0.352273,0.302326,,
Normalized EBITDA,180000000.0,196000000.0,206000000.0,156000000.0,158000000.0,,
Net Income From Continuing Operation Net Minority Interest,69000000.0,87000000.0,89000000.0,58000000.0,60000000.0,,
Reconciled Depreciation,52000000.0,54000000.0,52000000.0,53000000.0,55000000.0,,
Reconciled Cost Of Revenue,4595000000.0,4817000000.0,4669000000.0,4685000000.0,4489000000.0,,
EBITDA,180000000.0,196000000.0,206000000.0,156000000.0,158000000.0,,
EBIT,128000000.0,142000000.0,154000000.0,103000000.0,103000000.0,,
Net Interest Income,-15000000.0,-3000000.0,-20000000.0,-12000000.0,-17000000.0,,
Interest Expense,15000000.0,16000000.0,20000000.0,15000000.0,17000000.0,,
Normalized Income,69000000.0,87000000.0,89000000.0,58000000.0,60000000.0,,
Net Income From Continuing And Discontinued Operation,69000000.0,87000000.0,89000000.0,58000000.0,60000000.0,,
Total Expenses,5551000000.0,5773000000.0,5622000000.0,5665000000.0,5484000000.0,,
Total Operating Income As Reported,127000000.0,186000000.0,160000000.0,115000000.0,111000000.0,,
Diluted Average Shares,336213498.0,,337659988.0,,335063522.0,335895954.0,336730922.0
Basic Average Shares,336213498.0,,336027274.0,,335063522.0,334842990.0,335537002.0
Diluted EPS,0.205,,0.26,,0.18,0.215,0.295
Basic EPS,0.205,,0.265,,0.18,0.215,0.295
Diluted NI Availto Com Stockholders,69000000.0,87000000.0,89000000.0,58000000.0,60000000.0,,
Net Income Common Stockholders,69000000.0,87000000.0,89000000.0,58000000.0,60000000.0,,
Otherunder Preferred Stock Dividend,0.0,0.0,0.0,0.0,0.0,,
Net Income,69000000.0,87000000.0,89000000.0,58000000.0,60000000.0,,
Minority Interests,0.0,,0.0,1000000.0,0.0,0.0,
Net Income Including Noncontrolling Interests,69000000.0,88000000.0,89000000.0,57000000.0,60000000.0,,
Net Income Continuous Operations,69000000.0,88000000.0,89000000.0,57000000.0,60000000.0,,
Tax Provision,44000000.0,38000000.0,45000000.0,31000000.0,26000000.0,,
Pretax Income,113000000.0,126000000.0,134000000.0,88000000.0,86000000.0,,
Other Non Operating Income Expenses,1000000.0,-24000000.0,-6000000.0,3000000.0,-8000000.0,,
Net Non Operating Interest Income Expense,-15000000.0,-3000000.0,-20000000.0,-12000000.0,-17000000.0,,
Interest Expense Non Operating,15000000.0,16000000.0,20000000.0,15000000.0,17000000.0,,
Operating Income,107000000.0,185000000.0,154000000.0,110000000.0,89000000.0,,
Operating Expense,956000000.0,956000000.0,953000000.0,980000000.0,995000000.0,,
Depreciation And Amortization In Income Statement,14000000.0,15000000.0,15000000.0,15000000.0,16000000.0,,
Amortization,14000000.0,15000000.0,15000000.0,15000000.0,16000000.0,,
Depreciation Income Statement,0.0,0.0,0.0,0.0,0.0,,
Selling General And Administration,942000000.0,941000000.0,938000000.0,965000000.0,979000000.0,,
General And Administrative Expense,942000000.0,941000000.0,938000000.0,965000000.0,979000000.0,,
Gross Profit,1063000000.0,1141000000.0,1107000000.0,1090000000.0,1084000000.0,,
Cost Of Revenue,4595000000.0,4817000000.0,4669000000.0,4685000000.0,4489000000.0,,
Total Revenue,5658000000.0,5958000000.0,5776000000.0,5775000000.0,5573000000.0,,
Operating Revenue,5658000000.0,5958000000.0,5776000000.0,5775000000.0,5573000000.0,,
