,2026-03-31,2025-06-30,2025-03-31
Tax Effect Of Unusual Items,0.0,0.0,0.0
Tax Rate For Calcs,0.074798,0.21,0.21
Normalized EBITDA,10370000.0,1177000.0,107000.0
Net Income From Continuing Operation Net Minority Interest,7805000.0,-1698000.0,-2483000.0
Reconciled Depreciation,1366000.0,2073000.0,2352000.0
Reconciled Cost Of Revenue,262511000.0,308353000.0,307525000.0
EBITDA,10370000.0,1177000.0,107000.0
EBIT,9004000.0,-896000.0,-2245000.0
Net Interest Income,-166000.0,239000.0,353000.0
Interest Expense,568000.0,280000.0,186000.0
Interest Income,402000.0,519000.0,539000.0
Normalized Income,7805000.0,-1698000.0,-2483000.0
Net Income From Continuing And Discontinued Operation,7805000.0,-1698000.0,-2483000.0
Total Expenses,298848000.0,352517000.0,350690000.0
Total Operating Income As Reported,7390000.0,-4026000.0,-3511000.0
Diluted Average Shares,20973060.0,,19488614.0
Basic Average Shares,20973060.0,,19488614.0
Diluted EPS,0.372144,,-0.127408
Basic EPS,0.372144,,-0.127408
Diluted NI Availto Com Stockholders,7805000.0,-1698000.0,-2483000.0
Net Income Common Stockholders,7805000.0,-1698000.0,-2483000.0
Net Income,7805000.0,-1698000.0,-2483000.0
Net Income Including Noncontrolling Interests,7805000.0,-1698000.0,-2483000.0
Net Income Continuous Operations,7805000.0,-1698000.0,-2483000.0
Tax Provision,631000.0,522000.0,52000.0
Pretax Income,8436000.0,-1176000.0,-2431000.0
Other Income Expense,1212000.0,2611000.0,727000.0
Other Non Operating Income Expenses,1212000.0,2683000.0,727000.0
Net Non Operating Interest Income Expense,-166000.0,239000.0,353000.0
Interest Expense Non Operating,568000.0,280000.0,186000.0
Interest Income Non Operating,402000.0,519000.0,539000.0
Operating Income,7390000.0,-4026000.0,-3511000.0
Operating Expense,36337000.0,44164000.0,43165000.0
Selling General And Administration,36337000.0,44164000.0,43165000.0
Gross Profit,43727000.0,40138000.0,39654000.0
Cost Of Revenue,262511000.0,308353000.0,307525000.0
Total Revenue,306238000.0,348491000.0,347179000.0
Operating Revenue,306238000.0,348491000.0,347179000.0
