,2026-03-31,2025-06-30,2025-03-31
Tax Effect Of Unusual Items,,0.0,0.0
Tax Rate For Calcs,,0.351447,0.342178
Normalized EBITDA,,272024000.0,520316000.0
Net Income From Continuing Operation Net Minority Interest,,170909000.0,336507000.0
Reconciled Cost Of Revenue,,4492083000.0,3118445000.0
EBITDA,,272024000.0,520316000.0
EBIT,,272024000.0,520316000.0
Net Interest Income,,-8271000.0,-7703000.0
Interest Expense,,8499000.0,8770000.0
Interest Income,,228000.0,1067000.0
Normalized Income,,170909000.0,336507000.0
Net Income From Continuing And Discontinued Operation,,170909000.0,336507000.0
Total Expenses,,4869470000.0,3469053000.0
Total Operating Income As Reported,,281172000.0,519651000.0
Diluted Average Shares,9894900.0,,
Basic Average Shares,9894900.0,,
Diluted EPS,72.78,,
Basic EPS,72.78,,
Diluted NI Availto Com Stockholders,,170909000.0,336507000.0
Net Income Common Stockholders,,170909000.0,336507000.0
Otherunder Preferred Stock Dividend,,0.0,0.0
Net Income,,170909000.0,336507000.0
Minority Interests,,0.0,0.0
Net Income Including Noncontrolling Interests,,170909000.0,336507000.0
Net Income Continuous Operations,,170910000.0,336506000.0
Tax Provision,,92615000.0,175040000.0
Pretax Income,,263525000.0,511546000.0
Net Non Operating Interest Income Expense,,-8271000.0,-7703000.0
Interest Expense Non Operating,,8499000.0,8770000.0
Interest Income Non Operating,,228000.0,1067000.0
Operating Income,,281171000.0,519652000.0
Operating Expense,,377387000.0,350608000.0
Other Operating Expenses,,2968000.0,9376000.0
Selling General And Administration,,389116000.0,357664000.0
General And Administrative Expense,,389116000.0,357664000.0
Gross Profit,,658558000.0,870260000.0
Cost Of Revenue,,4492083000.0,3118445000.0
Total Revenue,,5150641000.0,3988705000.0
Operating Revenue,,5150641000.0,3988705000.0
