,2026-03-31,2025-12-31,2025-09-30,2025-06-30,2025-03-31
Tax Effect Of Unusual Items,75598.492876,-86364.564994,789750.0,396250.0,-35095.088759
Tax Rate For Calcs,0.014777,0.005395,0.25,0.25,0.046178
Normalized EBITDA,-63008000.0,-87225000.0,-75873000.0,-48691000.0,-42654000.0
Total Unusual Items,5116000.0,-16008000.0,3159000.0,1585000.0,-760000.0
Total Unusual Items Excluding Goodwill,5116000.0,-16008000.0,3159000.0,1585000.0,-760000.0
Net Income From Continuing Operation Net Minority Interest,-49176000.0,-108849000.0,-64275000.0,-36039000.0,-33138000.0
Reconciled Cost Of Revenue,250998000.0,255948000.0,203802000.0,184558000.0,151415000.0
EBITDA,-57892000.0,-103233000.0,-72714000.0,-47106000.0,-43414000.0
EBIT,-57892000.0,-103233000.0,-72714000.0,-47106000.0,-43414000.0
Net Interest Income,3734000.0,3453000.0,5130000.0,7948000.0,7025000.0
Interest Income,3734000.0,3453000.0,5130000.0,7948000.0,7025000.0
Normalized Income,-54216401.507124,-92927364.564994,-66644250.0,-37227750.0,-32413095.088759
Net Income From Continuing And Discontinued Operation,-49176000.0,-108849000.0,-64275000.0,-36039000.0,-33138000.0
Total Expenses,490667000.0,563955000.0,459384000.0,425854000.0,340684000.0
Total Operating Income As Reported,-57892000.0,-122943000.0,-72714000.0,-47106000.0,-43414000.0
Diluted Average Shares,100972498.0,100871199.0,100713981.0,101174325.0,102131725.0
Basic Average Shares,100972498.0,100871199.0,100713981.0,101174325.0,102131725.0
Diluted EPS,-0.484615,-1.076923,-0.638462,-0.353846,-0.323077
Basic EPS,-0.484615,-1.076923,-0.638462,-0.353846,-0.323077
Diluted NI Availto Com Stockholders,-49176000.0,-108849000.0,-64275000.0,-36039000.0,-33138000.0
Net Income Common Stockholders,-49176000.0,-108849000.0,-64275000.0,-36039000.0,-33138000.0
Net Income,-49176000.0,-108849000.0,-64275000.0,-36039000.0,-33138000.0
Minority Interests,1029000.0,5266000.0,564000.0,-1240000.0,14000.0
Net Income Including Noncontrolling Interests,-50205000.0,-114115000.0,-64839000.0,-34799000.0,-33152000.0
Net Income Continuous Operations,-50205000.0,-114115000.0,-64839000.0,-34799000.0,-33152000.0
Tax Provision,-753000.0,-619000.0,1143000.0,1877000.0,-1605000.0
Pretax Income,-50958000.0,-114734000.0,-63696000.0,-32922000.0,-34757000.0
Other Income Expense,3200000.0,-14954000.0,3888000.0,6236000.0,1632000.0
Other Non Operating Income Expenses,-1729000.0,1670000.0,735000.0,5663000.0,4834000.0
Special Income Charges,0.0,,,,0.0
Write Off,0.0,,,,0.0
Impairment Of Capital Assets,,,,,0.0
Earnings From Equity Interest,-187000.0,-616000.0,-6000.0,-1012000.0,-2442000.0
Gain On Sale Of Security,5116000.0,3702000.0,3159000.0,1585000.0,-760000.0
Net Non Operating Interest Income Expense,3734000.0,3453000.0,5130000.0,7948000.0,7025000.0
Interest Income Non Operating,3734000.0,3453000.0,5130000.0,7948000.0,7025000.0
Operating Income,-57892000.0,-103233000.0,-72714000.0,-47106000.0,-43414000.0
Operating Expense,239669000.0,308007000.0,255582000.0,241296000.0,189269000.0
Research And Development,24339000.0,37436000.0,36318000.0,31177000.0,32109000.0
Selling General And Administration,215330000.0,270571000.0,219264000.0,210119000.0,157160000.0
Selling And Marketing Expense,130826000.0,168678000.0,130704000.0,131333000.0,97876000.0
General And Administrative Expense,84504000.0,101893000.0,88560000.0,78786000.0,59284000.0
Other Gand A,84504000.0,101893000.0,88560000.0,78786000.0,59284000.0
Gross Profit,181777000.0,204774000.0,182868000.0,194190000.0,145855000.0
Cost Of Revenue,250998000.0,255948000.0,203802000.0,184558000.0,151415000.0
Total Revenue,432775000.0,460722000.0,386670000.0,378748000.0,297270000.0
Operating Revenue,432775000.0,460722000.0,386670000.0,378748000.0,297270000.0
