,2026-03-31,2025-12-31,2025-06-30,2024-12-31
Tax Effect Of Unusual Items,0.0,0.0,-4177.74,0.0
Tax Rate For Calcs,0.0,0.0,0.21,0.0
Normalized EBITDA,-5015468.0,-6674478.0,-334625.0,-203724.0
Total Unusual Items,,,-19894.0,
Total Unusual Items Excluding Goodwill,,,-19894.0,
Net Income From Continuing Operation Net Minority Interest,-12910093.0,-6935915.0,-434294.0,-203724.0
Reconciled Depreciation,5702250.0,118895.0,,
EBITDA,-5015468.0,-6674478.0,-354519.0,-203724.0
EBIT,-10717718.0,-6793373.0,-354519.0,-203724.0
Net Interest Income,-2173961.0,-141554.0,-73439.0,
Interest Expense,2192375.0,142542.0,79439.0,
Interest Income,18414.0,988.0,6000.0,
Normalized Income,-12910093.0,-6935915.0,-418577.74,-203724.0
Net Income From Continuing And Discontinued Operation,-12910093.0,-6935915.0,-434294.0,-203724.0
Total Expenses,11055541.0,6567681.0,340625.0,203724.0
Total Operating Income As Reported,-11055541.0,-6567681.0,-340625.0,-203724.0
Diluted NI Availto Com Stockholders,-12910093.0,-6935915.0,-434294.0,-203724.0
Net Income Common Stockholders,-12910093.0,-6935915.0,-434294.0,-203724.0
Net Income,-12910093.0,-6935915.0,-434294.0,-203724.0
Net Income Including Noncontrolling Interests,-12910093.0,-6935915.0,-434294.0,-203724.0
Net Income Continuous Operations,-12910093.0,-6935915.0,-434294.0,-203724.0
Tax Provision,0.0,0.0,336.0,0.0
Pretax Income,-12910093.0,-6935915.0,-433958.0,-203724.0
Other Income Expense,319409.0,-226680.0,-19894.0,
Other Non Operating Income Expenses,319409.0,-226680.0,,
Special Income Charges,,,0.0,
Gain On Sale Of Security,,,-19894.0,
Net Non Operating Interest Income Expense,-2173961.0,-141554.0,-73439.0,
Interest Expense Non Operating,2192375.0,142542.0,79439.0,
Interest Income Non Operating,18414.0,988.0,6000.0,
Operating Income,-11055541.0,-6567681.0,-340625.0,-203724.0
Operating Expense,11055541.0,6567681.0,340625.0,203724.0
Depreciation Amortization Depletion Income Statement,5702250.0,118895.0,,
Depreciation And Amortization In Income Statement,5702250.0,118895.0,,
Research And Development,271534.0,315075.0,,59955.0
Selling General And Administration,5081757.0,6133711.0,,143769.0
Selling And Marketing Expense,2159439.0,1453172.0,,0.0
General And Administrative Expense,2922318.0,4680539.0,,143769.0
Other Gand A,2922318.0,4680539.0,,143769.0
Total Revenue,0.0,0.0,0.0,0.0
Operating Revenue,0.0,0.0,0.0,0.0
