,2026-03-31,2025-12-31
Tax Effect Of Unusual Items,0.0,0.0
Tax Rate For Calcs,0.4,0.0
Normalized EBITDA,-199435.0,-31001.0
Net Income From Continuing Operation Net Minority Interest,853252.0,-31001.0
EBITDA,-199435.0,-31001.0
EBIT,-199435.0,-31001.0
Net Interest Income,1052687.0,
Interest Income,1052687.0,
Normalized Income,853252.0,-31001.0
Net Income From Continuing And Discontinued Operation,853252.0,-31001.0
Total Expenses,199435.0,31001.0
Total Operating Income As Reported,-199435.0,
Diluted Average Shares,20163914.0,
Basic Average Shares,19692004.0,
Diluted EPS,0.04,
Basic EPS,0.04,
Diluted NI Availto Com Stockholders,853252.0,-31001.0
Net Income Common Stockholders,853252.0,-31001.0
Net Income,853252.0,-31001.0
Net Income Including Noncontrolling Interests,853252.0,-31001.0
Net Income Continuous Operations,853252.0,-31001.0
Pretax Income,853252.0,-31001.0
Net Non Operating Interest Income Expense,1052687.0,
Interest Income Non Operating,1052687.0,
Operating Income,-199435.0,-31001.0
Operating Expense,199435.0,31001.0
Selling General And Administration,199435.0,31001.0
General And Administrative Expense,199435.0,31001.0
Other Gand A,199435.0,31001.0
Total Revenue,0.0,0.0
Operating Revenue,0.0,0.0
