,2026-03-31,2025-12-31,2025-09-30,2025-06-30,2025-03-31
Tax Effect Of Unusual Items,17594.994312,185064.278937,89000.0,611592.639594,52443.4084
Tax Rate For Calcs,0.199943,0.201376,0.25,0.229061,0.159888
Normalized EBITDA,17205000.0,15077000.0,6264000.0,25539000.0,29754000.0
Total Unusual Items,88000.0,919000.0,356000.0,2670000.0,328000.0
Total Unusual Items Excluding Goodwill,88000.0,919000.0,356000.0,2670000.0,328000.0
Net Income From Continuing Operation Net Minority Interest,7989000.0,6336000.0,1070000.0,16544000.0,19987000.0
Reconciled Depreciation,5938000.0,6725000.0,5393000.0,5275000.0,5156000.0
Reconciled Cost Of Revenue,138568000.0,141378000.0,139062000.0,147791000.0,149581000.0
EBITDA,17293000.0,15996000.0,6620000.0,28209000.0,30082000.0
EBIT,11355000.0,9271000.0,1227000.0,22934000.0,24926000.0
Net Interest Income,1172000.0,1450000.0,1625000.0,1867000.0,1409000.0
Interest Expense,807000.0,839000.0,879000.0,870000.0,903000.0
Interest Income,1979000.0,2289000.0,2504000.0,2737000.0,2312000.0
Normalized Income,7918594.994312,5602064.278937,803000.0,14485592.639594,19711443.4084
Net Income From Continuing And Discontinued Operation,7989000.0,6336000.0,1070000.0,16544000.0,19987000.0
Total Expenses,188853000.0,196252000.0,199779000.0,196689000.0,195327000.0
Total Operating Income As Reported,10160000.0,6829000.0,-618000.0,18109000.0,19806000.0
Diluted Average Shares,175261500.0,87237500.0,174391000.0,174544000.0,175072000.0
Basic Average Shares,175102000.0,87237500.0,174306000.0,174380000.0,174913000.0
Diluted EPS,0.046,0.072,0.006,0.094,0.114
Basic EPS,0.046,0.072,0.006,0.094,0.114
Diluted NI Availto Com Stockholders,7989000.0,6336000.0,1070000.0,16544000.0,19987000.0
Net Income Common Stockholders,7989000.0,6336000.0,1070000.0,16544000.0,19987000.0
Net Income,7989000.0,6336000.0,1070000.0,16544000.0,19987000.0
Minority Interests,-450000.0,-398000.0,-279000.0,-466000.0,-195000.0
Net Income Including Noncontrolling Interests,8439000.0,6734000.0,1349000.0,17010000.0,20182000.0
Net Income Continuous Operations,8439000.0,6734000.0,1349000.0,17010000.0,20182000.0
Tax Provision,2109000.0,1698000.0,-1001000.0,5054000.0,3841000.0
Pretax Income,10548000.0,8432000.0,348000.0,22064000.0,24023000.0
Other Income Expense,-784000.0,153000.0,-659000.0,2088000.0,2808000.0
Other Non Operating Income Expenses,9000.0,52000.0,22000.0,6000.0,3222000.0
Earnings From Equity Interest,-881000.0,-818000.0,-1037000.0,-588000.0,-742000.0
Gain On Sale Of Security,88000.0,919000.0,356000.0,2670000.0,328000.0
Net Non Operating Interest Income Expense,1172000.0,1450000.0,1625000.0,1867000.0,1409000.0
Interest Expense Non Operating,807000.0,839000.0,879000.0,870000.0,903000.0
Interest Income Non Operating,1979000.0,2289000.0,2504000.0,2737000.0,2312000.0
Operating Income,10160000.0,6829000.0,-618000.0,18109000.0,19806000.0
Operating Expense,50285000.0,54874000.0,60717000.0,48898000.0,45746000.0
Research And Development,38179000.0,41647000.0,46952000.0,37542000.0,34987000.0
Selling General And Administration,12106000.0,13227000.0,13765000.0,11356000.0,10759000.0
Selling And Marketing Expense,6079000.0,5793000.0,6847000.0,5550000.0,5202000.0
General And Administrative Expense,6027000.0,7434000.0,6918000.0,5806000.0,5557000.0
Other Gand A,6027000.0,7434000.0,6918000.0,5806000.0,5557000.0
Gross Profit,60445000.0,61703000.0,60099000.0,67007000.0,65552000.0
Cost Of Revenue,138568000.0,141378000.0,139062000.0,147791000.0,149581000.0
Total Revenue,199013000.0,203081000.0,199161000.0,214798000.0,215133000.0
Operating Revenue,199013000.0,203081000.0,199161000.0,214798000.0,215133000.0
