,2026-03-31,2025-12-31,2025-09-30,2025-06-30,2025-03-31,2024-09-30
Tax Effect Of Unusual Items,0.0,0.0,0.0,0.0,0.0,
Tax Rate For Calcs,0.236547,0.21,0.228,0.232,0.238195,
Normalized EBITDA,1110000000.0,345000000.0,1217000000.0,1229000000.0,1167000000.0,
Net Income From Continuing Operation Net Minority Interest,646000000.0,-37000000.0,735000000.0,743000000.0,690000000.0,
Reconciled Depreciation,156000000.0,173000000.0,158000000.0,151000000.0,148000000.0,
Reconciled Cost Of Revenue,2098000000.0,2084000000.0,2082000000.0,2041000000.0,1924000000.0,
EBITDA,1110000000.0,345000000.0,1217000000.0,1229000000.0,1167000000.0,
EBIT,954000000.0,172000000.0,1059000000.0,1078000000.0,1019000000.0,
Net Interest Income,-46000000.0,-45000000.0,-46000000.0,-50000000.0,-51000000.0,
Interest Expense,62000000.0,64000000.0,67000000.0,71000000.0,66000000.0,
Interest Income,16000000.0,19000000.0,21000000.0,21000000.0,15000000.0,
Normalized Income,646000000.0,-37000000.0,735000000.0,743000000.0,690000000.0,
Net Income From Continuing And Discontinued Operation,646000000.0,-37000000.0,735000000.0,743000000.0,690000000.0,
Total Expenses,4360000000.0,4211000000.0,4072000000.0,4030000000.0,3835000000.0,
Total Operating Income As Reported,964000000.0,92000000.0,1059000000.0,1080000000.0,1076000000.0,
Diluted Average Shares,805100000.0,804700000.0,810200000.0,813300000.0,815000000.0,
Basic Average Shares,802300000.0,804700000.0,807800000.0,810200000.0,812000000.0,
Diluted EPS,0.8,-0.05,0.91,0.91,0.85,
Basic EPS,0.81,-0.05,0.91,0.92,0.85,
Diluted NI Availto Com Stockholders,646000000.0,-37000000.0,735000000.0,743000000.0,690000000.0,
Net Income Common Stockholders,646000000.0,-37000000.0,735000000.0,743000000.0,690000000.0,
Net Income,646000000.0,-37000000.0,735000000.0,743000000.0,690000000.0,
Minority Interests,-35000000.0,-32000000.0,-31000000.0,-30000000.0,-36000000.0,
Net Income Including Noncontrolling Interests,681000000.0,-5000000.0,766000000.0,773000000.0,726000000.0,
Net Income Continuous Operations,681000000.0,-5000000.0,766000000.0,773000000.0,726000000.0,
Tax Provision,211000000.0,113000000.0,226000000.0,234000000.0,227000000.0,
Pretax Income,892000000.0,108000000.0,992000000.0,1007000000.0,953000000.0,
Other Income Expense,-26000000.0,-866000000.0,-21000000.0,-23000000.0,-72000000.0,
Other Non Operating Income Expenses,-26000000.0,43000000.0,-21000000.0,-23000000.0,-72000000.0,
Net Non Operating Interest Income Expense,-46000000.0,-45000000.0,-46000000.0,-50000000.0,-51000000.0,
Total Other Finance Cost,,,,,,56000000.0
Interest Expense Non Operating,62000000.0,64000000.0,67000000.0,71000000.0,66000000.0,
Interest Income Non Operating,16000000.0,19000000.0,21000000.0,21000000.0,15000000.0,
Operating Income,964000000.0,1019000000.0,1059000000.0,1080000000.0,1076000000.0,
Operating Expense,2262000000.0,2127000000.0,1990000000.0,1989000000.0,1911000000.0,
Other Operating Expenses,186000000.0,,19000000.0,26000000.0,13000000.0,30000000.0
Selling General And Administration,2076000000.0,2070000000.0,1971000000.0,1963000000.0,1898000000.0,
Gross Profit,3226000000.0,3146000000.0,3049000000.0,3069000000.0,2987000000.0,
Cost Of Revenue,2098000000.0,2084000000.0,2082000000.0,2041000000.0,1924000000.0,
Total Revenue,5324000000.0,5230000000.0,5131000000.0,5110000000.0,4911000000.0,
Operating Revenue,5324000000.0,5230000000.0,5131000000.0,5110000000.0,4911000000.0,
