,2026-01-31,2025-10-31,2025-07-31,2025-04-30,2025-01-31
Tax Effect Of Unusual Items,-233600.0,-104790.0,736680.0,-149263.930886,-347550.0
Tax Rate For Calcs,0.4,0.21,0.21,0.104968,0.21
Normalized EBITDA,-1303000.0,-2247000.0,-981000.0,473000.0,-650000.0
Total Unusual Items,-584000.0,-499000.0,3508000.0,-1422000.0,-1655000.0
Total Unusual Items Excluding Goodwill,-584000.0,-499000.0,3508000.0,-1422000.0,-1655000.0
Net Income From Continuing Operation Net Minority Interest,-3432000.0,-4306000.0,-231000.0,-2072000.0,-4126000.0
Reconciled Depreciation,1070000.0,1154000.0,1206000.0,1256000.0,1312000.0
Reconciled Cost Of Revenue,42642000.0,47420000.0,43463000.0,41120000.0,45906000.0
EBITDA,-1887000.0,-2746000.0,2527000.0,-949000.0,-2305000.0
EBIT,-2957000.0,-3900000.0,1321000.0,-2205000.0,-3617000.0
Net Interest Income,192000.0,50000.0,52000.0,44000.0,192000.0
Interest Expense,183000.0,199000.0,183000.0,110000.0,63000.0
Interest Income,375000.0,249000.0,235000.0,154000.0,255000.0
Normalized Income,-3081600.0,-3911790.0,-3002320.0,-799263.930886,-2818550.0
Net Income From Continuing And Discontinued Operation,-3432000.0,-4306000.0,-231000.0,-2072000.0,-4126000.0
Total Expenses,51106000.0,56158000.0,52582000.0,49590000.0,54485000.0
Total Operating Income As Reported,-3725000.0,-3455000.0,1617000.0,-2239000.0,-3887000.0
Diluted Average Shares,12663000.0,12629000.0,12570000.0,12559000.0,12559000.0
Basic Average Shares,12663000.0,12629000.0,12570000.0,12559000.0,12559000.0
Diluted EPS,-0.27,-0.34,-0.02,-0.17,-0.33
Basic EPS,-0.27,-0.34,-0.02,-0.17,-0.33
Diluted NI Availto Com Stockholders,-3432000.0,-4306000.0,-231000.0,-2072000.0,-4126000.0
Net Income Common Stockholders,-3432000.0,-4306000.0,-231000.0,-2072000.0,-4126000.0
Net Income,-3432000.0,-4306000.0,-231000.0,-2072000.0,-4126000.0
Net Income Including Noncontrolling Interests,-3432000.0,-4306000.0,-231000.0,-2072000.0,-4126000.0
Net Income Continuous Operations,-3432000.0,-4306000.0,-231000.0,-2072000.0,-4126000.0
Tax Provision,292000.0,207000.0,1369000.0,-243000.0,446000.0
Pretax Income,-3140000.0,-4099000.0,1138000.0,-2315000.0,-3680000.0
Other Income Expense,-191000.0,-1193000.0,2977000.0,-1542000.0,-1640000.0
Other Non Operating Income Expenses,393000.0,-694000.0,-531000.0,-120000.0,15000.0
Special Income Charges,-584000.0,-499000.0,3508000.0,-1422000.0,-1655000.0
Restructuring And Mergern Acquisition,584000.0,499000.0,-3508000.0,1422000.0,1655000.0
Net Non Operating Interest Income Expense,192000.0,50000.0,52000.0,44000.0,192000.0
Interest Expense Non Operating,183000.0,199000.0,183000.0,110000.0,63000.0
Interest Income Non Operating,375000.0,249000.0,235000.0,154000.0,255000.0
Operating Income,-3141000.0,-2956000.0,-1891000.0,-817000.0,-2232000.0
Operating Expense,8464000.0,8738000.0,9119000.0,8470000.0,8579000.0
Selling General And Administration,8464000.0,8738000.0,9119000.0,8470000.0,8579000.0
Gross Profit,5323000.0,5782000.0,7228000.0,7653000.0,6347000.0
Cost Of Revenue,42642000.0,47420000.0,43463000.0,41120000.0,45906000.0
Total Revenue,47965000.0,53202000.0,50691000.0,48773000.0,52253000.0
Operating Revenue,47965000.0,53202000.0,50691000.0,48773000.0,52253000.0
