,2025-12-31,2025-09-30,2024-09-30
Diluted Average Shares,27291114.0,27291844.0,27291247.0
Basic Average Shares,27291114.0,27291844.0,27291247.0
Diluted EPS,231.833702,33.35,37.36
Basic EPS,231.833702,33.35,37.36
