,2026-05-31,2026-02-28,2025-11-30,2025-08-31,2025-05-31
Tax Effect Of Unusual Items,0.0,0.0,0.0,0.0,0.0
Tax Rate For Calcs,0.275985,0.277046,0.314,0.154,0.21
Normalized EBITDA,31345000.0,38359000.0,39850000.0,44535000.0,18685000.0
Net Income From Continuing Operation Net Minority Interest,11535000.0,16620000.0,16549000.0,23649000.0,-2688000.0
Reconciled Depreciation,12579000.0,12542000.0,12513000.0,12507000.0,12436000.0
Reconciled Cost Of Revenue,267654000.0,272605000.0,265571000.0,275587000.0,271497000.0
EBITDA,31345000.0,38359000.0,39850000.0,44535000.0,18685000.0
EBIT,18766000.0,25817000.0,27337000.0,32028000.0,6249000.0
Net Interest Income,-2834000.0,-2828000.0,-3227000.0,-4075000.0,-3846000.0
Interest Expense,2834000.0,2828000.0,3227000.0,4075000.0,3846000.0
Normalized Income,11535000.0,16620000.0,16549000.0,23649000.0,-2688000.0
Net Income From Continuing And Discontinued Operation,11535000.0,16620000.0,16549000.0,23649000.0,-2688000.0
Total Expenses,323845000.0,325579000.0,323684000.0,331306000.0,339691000.0
Total Operating Income As Reported,18839000.0,25775000.0,24879000.0,26888000.0,6931000.0
Diluted Average Shares,21312000.0,21454000.0,21592000.0,21590000.0,21338000.0
Basic Average Shares,21045000.0,21130000.0,21302000.0,21408000.0,21338000.0
Diluted EPS,0.54,0.78,0.77,1.1,-0.13
Basic EPS,0.55,0.79,0.78,1.1,-0.13
Diluted NI Availto Com Stockholders,11535000.0,16620000.0,16549000.0,23649000.0,-2688000.0
Net Income Common Stockholders,11535000.0,16620000.0,16549000.0,23649000.0,-2688000.0
Net Income,11535000.0,16620000.0,16549000.0,23649000.0,-2688000.0
Net Income Including Noncontrolling Interests,11535000.0,16620000.0,16549000.0,23649000.0,-2688000.0
Net Income Continuous Operations,11535000.0,16620000.0,16549000.0,23649000.0,-2688000.0
Tax Provision,4397000.0,6369000.0,7561000.0,4304000.0,5091000.0
Pretax Income,15932000.0,22989000.0,24110000.0,27953000.0,2403000.0
Other Income Expense,-73000.0,42000.0,2458000.0,5140000.0,-682000.0
Other Non Operating Income Expenses,-73000.0,42000.0,2458000.0,5140000.0,-682000.0
Net Non Operating Interest Income Expense,-2834000.0,-2828000.0,-3227000.0,-4075000.0,-3846000.0
Interest Expense Non Operating,2834000.0,2828000.0,3227000.0,4075000.0,3846000.0
Operating Income,18839000.0,25775000.0,24879000.0,26888000.0,6931000.0
Operating Expense,56191000.0,52974000.0,58113000.0,55719000.0,68194000.0
Selling General And Administration,56191000.0,52974000.0,58113000.0,55719000.0,68194000.0
Gross Profit,75030000.0,78749000.0,82992000.0,82607000.0,75125000.0
Cost Of Revenue,267654000.0,272605000.0,265571000.0,275587000.0,271497000.0
Total Revenue,342684000.0,351354000.0,348563000.0,358194000.0,346622000.0
Operating Revenue,342684000.0,351354000.0,348563000.0,358194000.0,346622000.0
