,2026-03-31,2025-03-31
Tax Effect Of Unusual Items,0.0,0.0
Tax Rate For Calcs,0.26,0.2
Normalized EBITDA,109589000.0,114219000.0
Net Income From Continuing Operation Net Minority Interest,47381000.0,59486000.0
Reconciled Depreciation,45955000.0,40315000.0
Reconciled Cost Of Revenue,85861000.0,96600000.0
EBITDA,109589000.0,114219000.0
EBIT,63634000.0,73904000.0
Normalized Income,47381000.0,59486000.0
Net Income From Continuing And Discontinued Operation,47381000.0,59486000.0
Total Expenses,322867000.0,308900000.0
Total Operating Income As Reported,63634000.0,73904000.0
Diluted Average Shares,268437788.0,268437788.0
Basic Average Shares,268437788.0,268437788.0
Diluted EPS,0.176506,0.221601
Basic EPS,0.176506,0.221601
Diluted NI Availto Com Stockholders,47381000.0,59486000.0
Net Income Common Stockholders,47381000.0,59486000.0
Net Income,47381000.0,59486000.0
Net Income Including Noncontrolling Interests,47381000.0,59486000.0
Net Income Continuous Operations,47381000.0,59486000.0
Tax Provision,16601000.0,14969000.0
Pretax Income,63982000.0,74455000.0
Other Income Expense,348000.0,551000.0
Other Non Operating Income Expenses,348000.0,551000.0
Operating Income,63634000.0,73904000.0
Operating Expense,234044000.0,209338000.0
Other Operating Expenses,4453000.0,3553000.0
Depreciation Amortization Depletion Income Statement,42993000.0,37353000.0
Depreciation And Amortization In Income Statement,42993000.0,37353000.0
Amortization,42993000.0,37353000.0
Amortization Of Intangibles Income Statement,42993000.0,37353000.0
Research And Development,47486000.0,43402000.0
Selling General And Administration,139112000.0,125030000.0
Selling And Marketing Expense,96520000.0,88638000.0
General And Administrative Expense,42592000.0,36392000.0
Other Gand A,42592000.0,36392000.0
Gross Profit,297678000.0,283242000.0
Cost Of Revenue,88823000.0,99562000.0
Total Revenue,386501000.0,382804000.0
Operating Revenue,386501000.0,382804000.0
