,2026-03-31,2025-12-31,2025-09-30,2025-06-30,2025-03-31
Tax Effect Of Unusual Items,-36636.0,-21040.198538,11799.0,183120.0,33338.0
Tax Rate For Calcs,0.213,0.210402,0.207,0.218,0.211
Total Unusual Items,-172000.0,-100000.0,57000.0,840000.0,158000.0
Total Unusual Items Excluding Goodwill,-172000.0,-100000.0,57000.0,840000.0,158000.0
Net Income From Continuing Operation Net Minority Interest,62995000.0,59497000.0,62654000.0,62347000.0,56112000.0
Reconciled Depreciation,5791000.0,5708000.0,5587000.0,5553000.0,5694000.0
Net Interest Income,127605000.0,127667000.0,125615000.0,121256000.0,115949000.0
Interest Expense,62575000.0,67291000.0,68778000.0,67171000.0,66527000.0
Interest Income,190180000.0,194958000.0,194393000.0,188427000.0,182476000.0
Normalized Income,63130364.0,59575959.801462,62608799.0,61690120.0,55987338.0
Net Income From Continuing And Discontinued Operation,62995000.0,59497000.0,62654000.0,62347000.0,56112000.0
Diluted Average Shares,34027895.0,33906434.0,33864129.0,33795243.0,33667023.0
Basic Average Shares,33557536.0,33423922.0,33310290.0,33255015.0,33130938.0
Diluted EPS,1.85,1.75,1.85,1.85,1.67
Basic EPS,1.88,1.78,1.88,1.87,1.69
Diluted NI Availto Com Stockholders,62995000.0,59497000.0,62654000.0,62347000.0,56112000.0
Net Income Common Stockholders,62995000.0,59497000.0,62654000.0,62347000.0,56112000.0
Net Income,62995000.0,59497000.0,62654000.0,62347000.0,56112000.0
Net Income Including Noncontrolling Interests,62995000.0,59497000.0,62654000.0,62347000.0,56112000.0
Net Income Continuous Operations,62995000.0,59497000.0,62654000.0,62347000.0,56112000.0
Tax Provision,17069000.0,15854000.0,16317000.0,17371000.0,14966000.0
Pretax Income,80064000.0,75351000.0,78971000.0,79718000.0,71078000.0
Gain On Sale Of Security,904000.0,964000.0,492000.0,-740000.0,-333000.0
Depreciation Amortization Depletion Income Statement,5791000.0,5708000.0,5587000.0,5553000.0,5694000.0
Depreciation And Amortization In Income Statement,5791000.0,5708000.0,5587000.0,5553000.0,5694000.0
Amortization,975000.0,836000.0,862000.0,862000.0,886000.0
Amortization Of Intangibles Income Statement,975000.0,836000.0,862000.0,862000.0,886000.0
Depreciation Income Statement,4816000.0,4872000.0,4725000.0,4691000.0,4808000.0
Selling General And Administration,63343000.0,63383000.0,61543000.0,59147000.0,58779000.0
Selling And Marketing Expense,2641000.0,3121000.0,2126000.0,2325000.0,2461000.0
General And Administrative Expense,60702000.0,60262000.0,59417000.0,56822000.0,56318000.0
Insurance And Claims,1847000.0,1692000.0,1736000.0,1675000.0,1725000.0
Salaries And Wages,58855000.0,58570000.0,57681000.0,55147000.0,54593000.0
Total Revenue,178996000.0,181000000.0,175481000.0,169304000.0,164843000.0
Operating Revenue,178996000.0,181000000.0,175481000.0,169304000.0,164843000.0
Occupancy And Equipment,6286000.0,6946000.0,6434000.0,6037000.0,5753000.0
Other Non Interest Expense,21369000.0,31353000.0,18508000.0,17462000.0,21953000.0
