,2026-03-31,2025-12-31,2025-09-30,2025-06-30,2025-03-31
Tax Effect Of Unusual Items,-218000.0,-2170350.0,-46580730.0,-780360.0,-4504290.0
Tax Rate For Calcs,0.4,0.21,0.21,0.21,0.21
Normalized EBITDA,82491000.0,166474000.0,182283000.0,129244000.0,68212000.0
Total Unusual Items,-545000.0,-10335000.0,-221813000.0,-3716000.0,-21449000.0
Total Unusual Items Excluding Goodwill,-545000.0,-10335000.0,-221813000.0,-3716000.0,-21449000.0
Net Income From Continuing Operation Net Minority Interest,-95223000.0,-41898000.0,-66264000.0,-83480000.0,-281224000.0
Reconciled Depreciation,81377000.0,87716000.0,90061000.0,90369000.0,91901000.0
Reconciled Cost Of Revenue,375067000.0,466766000.0,399140000.0,391194000.0,356326000.0
EBITDA,81946000.0,156139000.0,-39530000.0,125528000.0,46763000.0
EBIT,569000.0,68423000.0,-129591000.0,35159000.0,-45138000.0
Net Interest Income,-95898000.0,-99476000.0,-101779000.0,-100894000.0,-100386000.0
Interest Expense,95898000.0,99476000.0,101779000.0,100894000.0,100386000.0
Normalized Income,-94896000.0,-33733350.0,108968270.0,-80544360.0,-264279290.0
Net Income From Continuing And Discontinued Operation,-95223000.0,-41898000.0,-66264000.0,-83480000.0,-281224000.0
Total Expenses,882714000.0,1041526000.0,904786000.0,895731000.0,829680000.0
Total Operating Income As Reported,1486000.0,85701000.0,-116277000.0,35370000.0,-25434000.0
Diluted Average Shares,155789000.0,150164703.0,150151038.0,154275000.0,152480000.0
Basic Average Shares,155789000.0,150164703.0,150151038.0,154275000.0,152480000.0
Diluted EPS,-0.61,-0.279014,-0.441316,-0.54,-1.84
Basic EPS,-0.61,-0.279014,-0.441316,-0.54,-1.84
Diluted NI Availto Com Stockholders,-95223000.0,-41898000.0,-66264000.0,-83480000.0,-281224000.0
Net Income Common Stockholders,-95223000.0,-41898000.0,-66264000.0,-83480000.0,-281224000.0
Net Income,-95223000.0,-41898000.0,-66264000.0,-83480000.0,-281224000.0
Minority Interests,395000.0,-643000.0,-503000.0,508000.0,-341000.0
Net Income Including Noncontrolling Interests,-95618000.0,-41255000.0,-65761000.0,-83988000.0,-280883000.0
Net Income Continuous Operations,-95618000.0,-41255000.0,-65761000.0,-83988000.0,-280883000.0
Tax Provision,289000.0,10202000.0,-165609000.0,18253000.0,135359000.0
Pretax Income,-95329000.0,-31053000.0,-231370000.0,-65735000.0,-145524000.0
Other Income Expense,-917000.0,-17278000.0,-221815000.0,-2763000.0,-22559000.0
Other Non Operating Income Expenses,-320000.0,67000.0,-15000.0,1004000.0,-1160000.0
Special Income Charges,0.0,-8000.0,-208610000.0,-2815000.0,-2855000.0
Other Special Charges,,8000.0,109000.0,263000.0,1197000.0
Impairment Of Capital Assets,0.0,0.0,208501000.0,2552000.0,2855000.0
Earnings From Equity Interest,-52000.0,-7010000.0,13000.0,-51000.0,50000.0
Gain On Sale Of Security,-545000.0,-10327000.0,-13203000.0,-901000.0,-18594000.0
Net Non Operating Interest Income Expense,-95898000.0,-99476000.0,-101779000.0,-100894000.0,-100386000.0
Interest Expense Non Operating,95898000.0,99476000.0,101779000.0,100894000.0,100386000.0
Operating Income,1486000.0,85701000.0,92224000.0,37922000.0,-22579000.0
Operating Expense,507647000.0,574760000.0,505646000.0,504537000.0,473354000.0
Other Operating Expenses,78000.0,7728000.0,1161000.0,1086000.0,659000.0
Depreciation Amortization Depletion Income Statement,81377000.0,87716000.0,90061000.0,90369000.0,91901000.0
Depreciation And Amortization In Income Statement,81377000.0,87716000.0,90061000.0,90369000.0,91901000.0
Selling General And Administration,426192000.0,479316000.0,414424000.0,413082000.0,380794000.0
General And Administrative Expense,426192000.0,,,,380794000.0
Other Gand A,426192000.0,,,,380794000.0
Gross Profit,509133000.0,660461000.0,597870000.0,542459000.0,450775000.0
Cost Of Revenue,375067000.0,466766000.0,399140000.0,391194000.0,356326000.0
Total Revenue,884200000.0,1127227000.0,997010000.0,933653000.0,807101000.0
Operating Revenue,884200000.0,1127227000.0,997010000.0,933653000.0,807101000.0
