,2026-03-31,2025-03-31
Tax Effect Of Unusual Items,0.0,404472.0
Tax Rate For Calcs,0.0,0.152
Normalized EBITDA,-56592000.0,-27987000.0
Total Unusual Items,0.0,2661000.0
Total Unusual Items Excluding Goodwill,0.0,2661000.0
Net Income From Continuing Operation Net Minority Interest,-56071000.0,-18019000.0
Reconciled Depreciation,2118000.0,752000.0
EBITDA,-56592000.0,-25326000.0
EBIT,-58710000.0,-26078000.0
Net Interest Income,2793000.0,832000.0
Interest Income,2793000.0,832000.0
Normalized Income,-56071000.0,-20275528.0
Net Income From Continuing And Discontinued Operation,-56071000.0,-18019000.0
Total Expenses,58710000.0,26078000.0
Total Operating Income As Reported,-58710000.0,-26078000.0
Diluted Average Shares,62301214.0,62301214.0
Basic Average Shares,62301214.0,62301214.0
Diluted EPS,-0.9,-0.289224
Basic EPS,-0.9,-0.289224
Diluted NI Availto Com Stockholders,-56071000.0,-18019000.0
Net Income Common Stockholders,-56071000.0,-18019000.0
Net Income,-56071000.0,-18019000.0
Net Income Including Noncontrolling Interests,-56071000.0,-18019000.0
Net Income Continuous Operations,-56071000.0,-18019000.0
Tax Provision,0.0,-4167000.0
Pretax Income,-56071000.0,-22186000.0
Other Income Expense,-154000.0,3060000.0
Other Non Operating Income Expenses,-154000.0,399000.0
Special Income Charges,0.0,5232000.0
Restructuring And Mergern Acquisition,0.0,-5232000.0
Gain On Sale Of Security,,-2571000.0
Net Non Operating Interest Income Expense,2793000.0,832000.0
Interest Income Non Operating,2793000.0,832000.0
Operating Income,-58710000.0,-26078000.0
Operating Expense,58710000.0,26078000.0
Research And Development,45067000.0,18774000.0
Selling General And Administration,13643000.0,7304000.0
General And Administrative Expense,13643000.0,7304000.0
Other Gand A,5739000.0,3350000.0
Salaries And Wages,7904000.0,3954000.0
Total Revenue,0.0,0.0
Operating Revenue,0.0,0.0
