,2026-03-31,2025-12-31,2025-09-30,2025-06-30,2025-03-31
Tax Effect Of Unusual Items,0.0,0.0,0.0,236554.29,0.0
Tax Rate For Calcs,0.0,0.0,0.0,0.21,0.21
Normalized EBITDA,-315959.0,-616194.0,-1260444.0,-1890316.0,-577365.0
Total Unusual Items,,240053.0,392609.0,1126449.0,
Total Unusual Items Excluding Goodwill,,240053.0,392609.0,1126449.0,
Net Income From Continuing Operation Net Minority Interest,-94195.0,-136087.0,-475225.0,362583.0,542329.0
EBITDA,-315959.0,-376141.0,-867835.0,-763867.0,-577365.0
EBIT,-315959.0,-376141.0,-867835.0,-763867.0,-577365.0
Net Interest Income,221764.0,1.0,1.0,1.0,1119694.0
Interest Income,221764.0,1.0,1.0,1.0,1119694.0
Normalized Income,-94195.0,-376140.0,-867834.0,-527311.71,542329.0
Net Income From Continuing And Discontinued Operation,-94195.0,-136087.0,-475225.0,362583.0,542329.0
Total Expenses,315959.0,376141.0,867835.0,763867.0,577365.0
Diluted NI Availto Com Stockholders,-94195.0,-136087.0,-475225.0,362583.0,542329.0
Net Income Common Stockholders,-94195.0,-136087.0,-475225.0,362583.0,542329.0
Net Income,-94195.0,-136087.0,-475225.0,362583.0,542329.0
Net Income Including Noncontrolling Interests,-94195.0,-136087.0,-475225.0,362583.0,542329.0
Net Income Continuous Operations,-94195.0,-136087.0,-475225.0,362583.0,542329.0
Pretax Income,-94195.0,-136087.0,-475225.0,362583.0,542329.0
Other Income Expense,,240053.0,392609.0,1126449.0,
Special Income Charges,,0.0,1227.0,,
Other Special Charges,,0.0,-1227.0,,
Gain On Sale Of Security,,240053.0,391382.0,1126449.0,
Net Non Operating Interest Income Expense,221764.0,1.0,1.0,1.0,1119694.0
Interest Income Non Operating,221764.0,1.0,1.0,1.0,1119694.0
Operating Income,-315959.0,-376141.0,-867835.0,-763867.0,-577365.0
Operating Expense,315959.0,376141.0,867835.0,763867.0,577365.0
Other Operating Expenses,156019.0,193451.0,595005.0,478217.0,307715.0
Selling General And Administration,159940.0,182690.0,272830.0,285650.0,269650.0
General And Administrative Expense,159940.0,182690.0,272830.0,285650.0,269650.0
Other Gand A,159940.0,182690.0,272830.0,285650.0,269650.0
Total Revenue,0.0,0.0,0.0,0.0,0.0
Operating Revenue,0.0,0.0,0.0,0.0,0.0
