,2026-03-31,2025-12-31,2025-09-30,2025-06-30,2025-03-31
Tax Effect Of Unusual Items,-2033200.0,-396426.718463,2574824.037925,-414960.0,-136920.0
Tax Rate For Calcs,0.4,0.005514,0.084495,0.21,0.21
Normalized EBITDA,-30062000.0,-580713000.0,27215000.0,2732000.0,6434000.0
Total Unusual Items,-5083000.0,-71892000.0,30473000.0,-1976000.0,-652000.0
Total Unusual Items Excluding Goodwill,-5083000.0,-71892000.0,30473000.0,-1976000.0,-652000.0
Net Income From Continuing Operation Net Minority Interest,-114316000.0,-734205000.0,-3283000.0,-45781000.0,-38975000.0
Reconciled Depreciation,19606000.0,52312000.0,59988000.0,44483000.0,43836000.0
Reconciled Cost Of Revenue,52116000.0,58540000.0,40739000.0,30592000.0,28828000.0
EBITDA,-35145000.0,-652605000.0,57688000.0,756000.0,5782000.0
EBIT,-54751000.0,-704917000.0,-2300000.0,-43727000.0,-38054000.0
Net Interest Income,-27568000.0,-14823000.0,-829000.0,-841000.0,-587000.0
Interest Expense,59158000.0,33359000.0,1286000.0,1137000.0,777000.0
Interest Income,31590000.0,18536000.0,457000.0,296000.0,190000.0
Normalized Income,-111266200.0,-662709426.718463,-31181175.962075,-44219960.0,-38459920.0
Net Income From Continuing And Discontinued Operation,-114316000.0,-734205000.0,-3283000.0,-45781000.0,-38975000.0
Total Expenses,99113000.0,288654000.0,106458000.0,85131000.0,81103000.0
Total Operating Income As Reported,-114569000.0,-300615000.0,-37617000.0,-45243000.0,-38088000.0
Diluted Average Shares,405112315.0,,393191623.0,375052248.0,360514620.0
Basic Average Shares,405112315.0,,393191623.0,375052248.0,360514620.0
Diluted EPS,-0.28,,-0.01,-0.12,-0.11
Basic EPS,-0.28,,-0.01,-0.12,-0.11
Diluted NI Availto Com Stockholders,-114316000.0,-734205000.0,-3283000.0,-45781000.0,-38975000.0
Net Income Common Stockholders,-114316000.0,-734205000.0,-3283000.0,-45781000.0,-38975000.0
Net Income,-114316000.0,-734205000.0,-3283000.0,-45781000.0,-38975000.0
Minority Interests,0.0,,,,0.0
Net Income Including Noncontrolling Interests,-114316000.0,-734205000.0,-3283000.0,-45781000.0,-38975000.0
Net Income Continuous Operations,-114316000.0,-734205000.0,-3283000.0,-45781000.0,-38975000.0
Tax Provision,407000.0,-4071000.0,-303000.0,917000.0,144000.0
Pretax Income,-113909000.0,-738276000.0,-3586000.0,-44864000.0,-38831000.0
Other Income Expense,-22066000.0,-494510000.0,31994000.0,-2457000.0,-6100000.0
Other Non Operating Income Expenses,-15382000.0,-410268000.0,3000000.0,1220000.0,-156000.0
Earnings From Equity Interest,-1601000.0,-12350000.0,-1479000.0,-1701000.0,-5292000.0
Gain On Sale Of Security,-5083000.0,-71892000.0,30473000.0,-1976000.0,-652000.0
Net Non Operating Interest Income Expense,-27568000.0,-14823000.0,-829000.0,-841000.0,-587000.0
Interest Expense Non Operating,59158000.0,33359000.0,1286000.0,1137000.0,777000.0
Interest Income Non Operating,31590000.0,18536000.0,457000.0,296000.0,190000.0
Operating Income,-64275000.0,-228943000.0,-34751000.0,-41566000.0,-32144000.0
Operating Expense,46405000.0,229673000.0,65280000.0,54142000.0,51906000.0
Other Operating Expenses,15650000.0,167616000.0,-2436000.0,978000.0,-512000.0
Depreciation Amortization Depletion Income Statement,19014000.0,51871000.0,59549000.0,44086000.0,43467000.0
Depreciation And Amortization In Income Statement,19014000.0,51871000.0,59549000.0,44086000.0,43467000.0
Selling General And Administration,11741000.0,10186000.0,8167000.0,9078000.0,8951000.0
General And Administrative Expense,11741000.0,10186000.0,8167000.0,9078000.0,8951000.0
Other Gand A,11741000.0,10186000.0,8167000.0,9078000.0,8951000.0
Gross Profit,-17870000.0,730000.0,30529000.0,12576000.0,19762000.0
Cost Of Revenue,52708000.0,58981000.0,41178000.0,30989000.0,29197000.0
Total Revenue,34838000.0,59711000.0,71707000.0,43565000.0,48959000.0
Operating Revenue,34838000.0,59711000.0,71707000.0,43565000.0,48959000.0
