,2026-04-30,2026-01-31,2025-04-30,2025-01-31
Tax Effect Of Unusual Items,0.0,0.0,0.0,0.0
Tax Rate For Calcs,0.0,0.0,0.0,0.0
Normalized EBITDA,-2284651.0,-1705228.0,-453580.0,-289714.0
Total Unusual Items,-8210.0,-7155.0,314.0,3823.0
Total Unusual Items Excluding Goodwill,-8210.0,-7155.0,314.0,3823.0
Net Income From Continuing Operation Net Minority Interest,-2304283.0,-1718823.0,-458050.0,-290064.0
Reconciled Depreciation,11420.0,6440.0,3401.0,563.0
EBITDA,-2292861.0,-1712383.0,-453266.0,-285891.0
EBIT,-2304283.0,-1718823.0,-456667.0,-286454.0
Net Interest Income,80651.0,9259.0,-2309.0,-4342.0
Interest Expense,0.0,0.0,1383.0,3610.0
Interest Income,84295.0,11290.0,0.0,0.0
Normalized Income,-2296073.0,-1711668.0,-458364.0,-293887.0
Net Income From Continuing And Discontinued Operation,-2304283.0,-1718823.0,-458050.0,-290064.0
Total Expenses,2376724.0,1720927.0,456055.0,332721.0
Total Operating Income As Reported,-2380368.0,-1722958.0,-456981.0,-333453.0
Diluted Average Shares,20916173.0,20916173.0,20916173.0,20916173.0
Basic Average Shares,20916173.0,20916173.0,20916173.0,20916173.0
Diluted EPS,-0.110168,-0.082177,-0.021899,-0.013868
Basic EPS,-0.110168,-0.082177,-0.021899,-0.013868
Diluted NI Availto Com Stockholders,-2304283.0,-1718823.0,-458050.0,-290064.0
Net Income Common Stockholders,-2304283.0,-1718823.0,-458050.0,-290064.0
Net Income,-2304283.0,-1718823.0,-458050.0,-290064.0
Net Income Including Noncontrolling Interests,-2304283.0,-1718823.0,-458050.0,-290064.0
Net Income Continuous Operations,-2304283.0,-1718823.0,-458050.0,-290064.0
Tax Provision,0.0,0.0,0.0,0.0
Pretax Income,-2304283.0,-1718823.0,-458050.0,-290064.0
Other Income Expense,-8210.0,-7155.0,314.0,46999.0
Other Non Operating Income Expenses,,,,43176.0
Gain On Sale Of Security,-8210.0,-7155.0,314.0,3823.0
Net Non Operating Interest Income Expense,80651.0,9259.0,-2309.0,-4342.0
Total Other Finance Cost,3644.0,2031.0,926.0,732.0
Interest Expense Non Operating,0.0,0.0,1383.0,3610.0
Interest Income Non Operating,84295.0,11290.0,0.0,0.0
Operating Income,-2376724.0,-1720927.0,-456055.0,-332721.0
Operating Expense,2376724.0,1720927.0,456055.0,332721.0
Other Operating Expenses,18703.0,8680.0,150.0,37883.0
Depreciation Amortization Depletion Income Statement,11422.0,6439.0,3401.0,563.0
Depreciation And Amortization In Income Statement,11422.0,6439.0,3401.0,563.0
Amortization,,4343.0,,0.0
Amortization Of Intangibles Income Statement,,4343.0,,0.0
Depreciation Income Statement,,2096.0,,563.0
Research And Development,152317.0,159607.0,98802.0,61550.0
Selling General And Administration,2194282.0,1546201.0,353702.0,270608.0
Selling And Marketing Expense,9256.0,11454.0,19323.0,7892.0
General And Administrative Expense,2185026.0,1534747.0,334379.0,262716.0
Other Gand A,1571265.0,808675.0,251263.0,53030.0
Insurance And Claims,4148.0,4252.0,0.0,0.0
Salaries And Wages,609613.0,721820.0,83116.0,209686.0
Total Revenue,0.0,0.0,0.0,0.0
Operating Revenue,0.0,0.0,0.0,0.0
