,2026-03-31,2025-12-31
Tax Effect Of Unusual Items,0.0,0.0
Tax Rate For Calcs,0.4,0.0
Normalized EBITDA,-195006.0,-891626.0
Net Income From Continuing Operation Net Minority Interest,1330316.0,-296322.0
EBITDA,-195006.0,-891626.0
EBIT,-195006.0,-891626.0
Net Interest Income,1525322.0,595304.0
Interest Income,1525322.0,595304.0
Normalized Income,1330316.0,-296322.0
Net Income From Continuing And Discontinued Operation,1330316.0,-296322.0
Total Expenses,195006.0,891626.0
Total Operating Income As Reported,-195006.0,
Diluted Average Shares,23870000.0,
Basic Average Shares,23870000.0,
Diluted EPS,0.06,
Basic EPS,0.06,
Diluted NI Availto Com Stockholders,1330316.0,-296322.0
Net Income Common Stockholders,1330316.0,-296322.0
Net Income,1330316.0,-296322.0
Net Income Including Noncontrolling Interests,1330316.0,-296322.0
Net Income Continuous Operations,1330316.0,-296322.0
Pretax Income,1330316.0,-296322.0
Net Non Operating Interest Income Expense,1525322.0,595304.0
Interest Income Non Operating,1525322.0,595304.0
Operating Income,-195006.0,-891626.0
Operating Expense,195006.0,891626.0
Other Operating Expenses,195006.0,
Selling General And Administration,,891626.0
General And Administrative Expense,,891626.0
Other Gand A,,144686.0
Total Revenue,0.0,0.0
Operating Revenue,0.0,0.0
