,2026-03-31,2025-12-31,2025-09-30,2025-06-30,2025-03-31
Tax Effect Of Unusual Items,0.0,0.0,0.0,0.0,0.0
Tax Rate For Calcs,0.312985,0.235,0.375,0.285652,0.286445
Normalized EBITDA,11163000.0,7194000.0,9785000.0,10621000.0,12353000.0
Net Income From Continuing Operation Net Minority Interest,1947000.0,-1101000.0,1269000.0,3261000.0,4464000.0
Reconciled Depreciation,6950000.0,7130000.0,6487000.0,5605000.0,5626000.0
Reconciled Cost Of Revenue,58857000.0,58603000.0,55510000.0,50603000.0,51221000.0
EBITDA,11163000.0,7194000.0,9785000.0,10621000.0,12353000.0
EBIT,4213000.0,64000.0,3298000.0,5016000.0,6727000.0
Net Interest Income,-1375000.0,-1500000.0,-1264000.0,-440000.0,-463000.0
Interest Expense,1379000.0,1503000.0,1269000.0,451000.0,471000.0
Interest Income,4000.0,3000.0,5000.0,11000.0,8000.0
Normalized Income,1947000.0,-1101000.0,1269000.0,3261000.0,4464000.0
Net Income From Continuing And Discontinued Operation,1947000.0,-1101000.0,1269000.0,3261000.0,4464000.0
Total Expenses,84993000.0,83768000.0,78767000.0,71086000.0,70194000.0
Total Operating Income As Reported,4332000.0,88000.0,3505000.0,5338000.0,6940000.0
Diluted Average Shares,9398000.0,9329000.0,9399000.0,9389000.0,9287000.0
Basic Average Shares,9345000.0,9329000.0,9321000.0,9317000.0,9230000.0
Diluted EPS,0.21,-0.12,0.14,0.35,0.48
Basic EPS,0.21,-0.12,0.14,0.35,0.48
Diluted NI Availto Com Stockholders,1947000.0,-1101000.0,1269000.0,3261000.0,4464000.0
Net Income Common Stockholders,1947000.0,-1101000.0,1269000.0,3261000.0,4464000.0
Net Income,1947000.0,-1101000.0,1269000.0,3261000.0,4464000.0
Net Income Including Noncontrolling Interests,1947000.0,-1101000.0,1269000.0,3261000.0,4464000.0
Net Income Continuous Operations,1947000.0,-1101000.0,1269000.0,3261000.0,4464000.0
Tax Provision,887000.0,-338000.0,760000.0,1304000.0,1792000.0
Pretax Income,2834000.0,-1439000.0,2029000.0,4565000.0,6256000.0
Other Income Expense,-123000.0,-27000.0,-212000.0,-333000.0,-221000.0
Other Non Operating Income Expenses,-123000.0,-27000.0,-212000.0,-333000.0,-221000.0
Net Non Operating Interest Income Expense,-1375000.0,-1500000.0,-1264000.0,-440000.0,-463000.0
Interest Expense Non Operating,1379000.0,1503000.0,1269000.0,451000.0,471000.0
Interest Income Non Operating,4000.0,3000.0,5000.0,11000.0,8000.0
Operating Income,4332000.0,88000.0,3505000.0,5338000.0,6940000.0
Operating Expense,26136000.0,25165000.0,23257000.0,20483000.0,18973000.0
Selling General And Administration,26136000.0,25165000.0,23257000.0,20483000.0,18973000.0
Selling And Marketing Expense,11223000.0,11400000.0,10627000.0,9515000.0,9240000.0
General And Administrative Expense,14913000.0,13765000.0,12630000.0,10968000.0,9733000.0
Other Gand A,14913000.0,13765000.0,12630000.0,10968000.0,9733000.0
Gross Profit,30468000.0,25253000.0,26762000.0,25821000.0,25913000.0
Cost Of Revenue,58857000.0,58603000.0,55510000.0,50603000.0,51221000.0
Total Revenue,89325000.0,83856000.0,82272000.0,76424000.0,77134000.0
Operating Revenue,89325000.0,83856000.0,82272000.0,76424000.0,77134000.0
