,2026-03-31,2025-12-31,2025-09-30
Tax Effect Of Unusual Items,0.0,0.0,0.0
Tax Rate For Calcs,0.4,0.17,0.0
Normalized EBITDA,-87595.0,-262779.0,-4339.0
Net Income From Continuing Operation Net Minority Interest,380859.0,128860.0,-4339.0
EBITDA,-87595.0,-262779.0,-4339.0
EBIT,-87595.0,-262779.0,-4339.0
Net Interest Income,468454.0,391639.0,
Interest Income,468454.0,391639.0,
Normalized Income,380859.0,128860.0,-4339.0
Net Income From Continuing And Discontinued Operation,380859.0,128860.0,-4339.0
Total Expenses,87595.0,262779.0,4339.0
Diluted NI Availto Com Stockholders,380859.0,128860.0,-4339.0
Net Income Common Stockholders,380859.0,128860.0,-4339.0
Net Income,380859.0,128860.0,-4339.0
Net Income Including Noncontrolling Interests,380859.0,128860.0,-4339.0
Net Income Continuous Operations,380859.0,128860.0,-4339.0
Pretax Income,380859.0,128860.0,-4339.0
Net Non Operating Interest Income Expense,468454.0,391639.0,
Interest Income Non Operating,468454.0,391639.0,
Operating Income,-87595.0,-262779.0,-4339.0
Operating Expense,87595.0,262779.0,4339.0
Other Operating Expenses,,7428.0,4339.0
Selling General And Administration,87595.0,255351.0,
General And Administrative Expense,87595.0,255351.0,
Other Gand A,87595.0,255351.0,
Total Revenue,0.0,0.0,0.0
Operating Revenue,0.0,0.0,0.0
