,2026-03-31,2025-12-31,2025-09-30,2025-06-30,2025-03-31
Tax Effect Of Unusual Items,-23800000.0,-297609.329446,-11697000.0,9996000.0,-51027284.468841
Tax Rate For Calcs,0.4,0.008455,0.21,0.21,0.017759
Normalized EBITDA,608400000.0,578600000.0,855900000.0,530200000.0,556500000.0
Total Unusual Items,-59500000.0,-35200000.0,-55700000.0,47600000.0,-2873300000.0
Total Unusual Items Excluding Goodwill,-59500000.0,-35200000.0,-55700000.0,47600000.0,-2873300000.0
Net Income From Continuing Operation Net Minority Interest,176400000.0,-340100000.0,-128200000.0,-4600000.0,-3042000000.0
Reconciled Depreciation,676100000.0,766800000.0,688500000.0,678300000.0,664700000.0
Reconciled Cost Of Revenue,2359800000.0,2555700000.0,2388400000.0,2249200000.0,2093100000.0
EBITDA,548900000.0,543400000.0,800200000.0,577800000.0,-2316800000.0
EBIT,-127200000.0,-223400000.0,111700000.0,-100500000.0,-2981500000.0
Net Interest Income,-120100000.0,-119600000.0,-119600000.0,-116600000.0,-115500000.0
Interest Expense,120100000.0,119600000.0,119600000.0,116600000.0,115500000.0
Normalized Income,212100000.0,-305197609.329446,-84197000.0,-42204000.0,-219727284.468841
Net Income From Continuing And Discontinued Operation,176400000.0,-340100000.0,-128200000.0,-4600000.0,-3042000000.0
Total Expenses,3537200000.0,3861100000.0,3525400000.0,3396700000.0,3263200000.0
Total Operating Income As Reported,-79700000.0,-192700000.0,178800000.0,233000000.0,-2882200000.0
Diluted Average Shares,1175300000.0,1152600000.0,1164600000.0,1173000000.0,1192400000.0
Basic Average Shares,1155400000.0,1152600000.0,1164600000.0,1173000000.0,1192400000.0
Diluted EPS,0.15,-0.3,-0.11,0.0,-2.55
Basic EPS,0.15,-0.3,-0.11,0.0,-2.55
Diluted NI Availto Com Stockholders,176400000.0,-340100000.0,-128200000.0,-4600000.0,-3042000000.0
Net Income Common Stockholders,176400000.0,-340100000.0,-128200000.0,-4600000.0,-3042000000.0
Net Income,176400000.0,-340100000.0,-128200000.0,-4600000.0,-3042000000.0
Net Income Including Noncontrolling Interests,176400000.0,-340100000.0,-128200000.0,-4600000.0,-3042000000.0
Net Income Continuous Operations,176400000.0,-340100000.0,-128200000.0,-4600000.0,-3042000000.0
Tax Provision,-423700000.0,-2900000.0,120300000.0,-212500000.0,-55000000.0
Pretax Income,-247300000.0,-343000000.0,-7900000.0,-217100000.0,-3097000000.0
Other Income Expense,-107000000.0,-65900000.0,-122800000.0,-285900000.0,-2972600000.0
Other Non Operating Income Expenses,-47500000.0,-30700000.0,-67100000.0,-333500000.0,-99300000.0
Special Income Charges,-59500000.0,-35200000.0,-55700000.0,47600000.0,-2873300000.0
Other Special Charges,-25000000.0,36300000.0,34600000.0,-9900000.0,70200000.0
Impairment Of Capital Assets,0.0,0.0,0.0,0.0,2936800000.0
Restructuring And Mergern Acquisition,84500000.0,-1100000.0,21100000.0,-37700000.0,-133700000.0
Net Non Operating Interest Income Expense,-120100000.0,-119600000.0,-119600000.0,-116600000.0,-115500000.0
Interest Expense Non Operating,120100000.0,119600000.0,119600000.0,116600000.0,115500000.0
Operating Income,-20200000.0,-157500000.0,234500000.0,185400000.0,-8900000.0
Operating Expense,1177400000.0,1305400000.0,1137000000.0,1147500000.0,1170100000.0
Research And Development,248600000.0,274700000.0,250400000.0,218800000.0,222000000.0
Selling General And Administration,928800000.0,1030700000.0,886600000.0,928700000.0,948100000.0
Gross Profit,1157200000.0,1147900000.0,1371500000.0,1332900000.0,1161200000.0
Cost Of Revenue,2359800000.0,2555700000.0,2388400000.0,2249200000.0,2093100000.0
Total Revenue,3517000000.0,3703600000.0,3759900000.0,3582100000.0,3254300000.0
Operating Revenue,5924000000.0,5979600000.0,6208300000.0,5974800000.0,5570200000.0
