,2026-03-31,2025-12-31,2025-09-30,2025-06-30,2025-03-31
Tax Effect Of Unusual Items,0.0,0.0,0.0,0.0,0.0
Tax Rate For Calcs,0.4,0.21,0.21,0.21,0.21
Normalized EBITDA,-82364000.0,-77650000.0,-70872000.0,-72766000.0,-62889000.0
Net Income From Continuing Operation Net Minority Interest,-74111000.0,-69387000.0,-65021000.0,-66096000.0,-55339000.0
Reconciled Depreciation,408000.0,406000.0,406000.0,399000.0,207000.0
EBITDA,-82364000.0,-77650000.0,-70872000.0,-72766000.0,-62889000.0
EBIT,-82772000.0,-78056000.0,-71278000.0,-73165000.0,-63096000.0
Net Interest Income,8740000.0,8731000.0,6318000.0,7141000.0,7840000.0
Interest Income,8740000.0,8731000.0,6318000.0,7141000.0,7840000.0
Normalized Income,-74111000.0,-69387000.0,-65021000.0,-66096000.0,-55339000.0
Net Income From Continuing And Discontinued Operation,-74111000.0,-69387000.0,-65021000.0,-66096000.0,-55339000.0
Total Expenses,82772000.0,78056000.0,71278000.0,73165000.0,63096000.0
Total Operating Income As Reported,-82772000.0,-78056000.0,-71278000.0,-73165000.0,-63096000.0
Diluted Average Shares,69668439.0,,60147727.0,59587430.0,59526170.0
Basic Average Shares,69668439.0,,60147727.0,59587430.0,59526170.0
Diluted EPS,-1.06,,-1.081022,-1.109227,-0.929658
Basic EPS,-1.06,,-1.081022,-1.109227,-0.929658
Diluted NI Availto Com Stockholders,-74111000.0,-69387000.0,-65021000.0,-66096000.0,-55339000.0
Net Income Common Stockholders,-74111000.0,-69387000.0,-65021000.0,-66096000.0,-55339000.0
Net Income,-74111000.0,-69387000.0,-65021000.0,-66096000.0,-55339000.0
Net Income Including Noncontrolling Interests,-74111000.0,-69387000.0,-65021000.0,-66096000.0,-55339000.0
Net Income Continuous Operations,-74111000.0,-69387000.0,-65021000.0,-66096000.0,-55339000.0
Tax Provision,79000.0,62000.0,61000.0,72000.0,83000.0
Pretax Income,-74032000.0,-69325000.0,-64960000.0,-66024000.0,-55256000.0
Net Non Operating Interest Income Expense,8740000.0,8731000.0,6318000.0,7141000.0,7840000.0
Interest Income Non Operating,8740000.0,8731000.0,6318000.0,7141000.0,7840000.0
Operating Income,-82772000.0,-78056000.0,-71278000.0,-73165000.0,-63096000.0
Operating Expense,82772000.0,78056000.0,71278000.0,73165000.0,63096000.0
Depreciation Amortization Depletion Income Statement,331000.0,331000.0,331000.0,325000.0,143000.0
Depreciation And Amortization In Income Statement,331000.0,331000.0,331000.0,325000.0,143000.0
Depreciation Income Statement,331000.0,331000.0,331000.0,325000.0,143000.0
Research And Development,60819000.0,58444000.0,54178000.0,55703000.0,46387000.0
Selling General And Administration,21622000.0,19281000.0,16769000.0,17137000.0,16566000.0
General And Administrative Expense,21622000.0,19281000.0,16769000.0,17137000.0,16566000.0
Other Gand A,5009000.0,4769000.0,4307000.0,4936000.0,5105000.0
Salaries And Wages,16613000.0,14512000.0,12462000.0,12201000.0,11461000.0
Total Revenue,0.0,0.0,0.0,0.0,0.0
Operating Revenue,0.0,0.0,0.0,0.0,0.0
