,2026-03-31,2025-12-31,2025-09-30,2025-06-30,2025-03-31,2024-12-31,2024-09-30
Tax Effect Of Unusual Items,-3883066.388682,-1421378.23392,,-42878666.875,-7073317.529834,-3193108.264266,
Tax Rate For Calcs,0.18672,0.067228,,0.25,0.219976,0.009909,
Normalized EBITDA,373887005.47,299145784.58,,837447451.24,270255801.68,279157257.07,
Total Unusual Items,-20796250.2,-21142776.1,,-171514667.5,-32155009.67,-322253903.73,
Total Unusual Items Excluding Goodwill,-20796250.2,-21142776.1,,-171514667.5,-32155009.67,-322253903.73,
Net Income From Continuing Operation Net Minority Interest,180057428.63,77667085.69,,540948523.73,100883845.02,-162140772.57,
Reconciled Cost Of Revenue,3436871116.61,5175677564.02,,4666412683.72,3565637316.47,4923548312.54,
EBITDA,353090755.27,278003008.48,,665932783.74,238100792.01,-43096646.66,
EBIT,353090755.27,278003008.48,,665932783.74,238100792.01,-43096646.66,
Net Interest Income,-50860038.32,-94339593.57,,-42236656.68,-30234967.13,-63198801.63,
Interest Expense,70269381.35,84073913.71,,72593523.85,60668611.42,85844451.34,
Interest Income,26376859.35,1652125.97,,31185984.43,30655576.49,39909636.29,
Normalized Income,196970612.441318,97388483.55608,,669584524.355,125965537.160166,156920022.895734,
Net Income From Continuing And Discontinued Operation,180057428.63,77667085.69,,540948523.73,100883845.02,-162140772.57,
Total Expenses,4283302133.61,7172466382.09,,5679292165.59,4506617252.97,7090549732.45,
Total Operating Income As Reported,287292106.31,205233358.7,,617551898.73,170813623.26,-143535707.76,
Diluted Average Shares,4840253458.0,,,,4850184857.0,,
Basic Average Shares,4840253458.0,,,,4850184857.0,,
Diluted EPS,0.0372,,,,0.0208,,
Basic EPS,0.0372,,,,0.0208,,
Net Income Common Stockholders,180057428.63,77667085.69,,540948523.73,100883845.02,-162140772.57,
Otherunder Preferred Stock Dividend,0.0,0.0,,0.0,0.0,0.0,
Net Income,180057428.63,77667085.69,,540948523.73,100883845.02,-162140772.57,
Minority Interests,-49955666.85,-103224620.19,,-52656729.88,-37517585.27,-34477309.63,
Net Income Including Noncontrolling Interests,230013095.48,180891705.88,,593605253.61,138401430.29,-127663462.94,
Net Income Continuous Operations,230013095.48,180891705.88,,593605253.61,138401430.29,-127663462.94,
Tax Provision,52808278.44,13037388.89,,-265993.72,39030750.3,-1277635.06,
Pretax Income,282821373.92,193929094.77,,593339259.89,177432180.59,-128941098.0,
Other Non Operating Income Expenses,-4470732.39,-11304263.93,,-24212638.84,6618557.33,14594609.76,
Special Income Charges,-20802968.37,-20944522.1,,-171597235.56,-32241087.49,-321354720.29,
Other Special Charges,,-92851954.94,,-467932.66,33595.03,255765.34,2983383.63
Write Off,20799013.51,75764631.15,,126245013.46,32097403.24,212572749.51,
Impairment Of Capital Assets,3954.86,38031845.89,,45820154.76,110089.22,108526205.44,
Net Non Operating Interest Income Expense,-50860038.32,-94339593.57,,-42236656.68,-30234967.13,-63198801.63,
Total Other Finance Cost,6967516.32,11917805.83,,829117.26,221932.2,17263986.58,
Interest Expense Non Operating,70269381.35,84073913.71,,72593523.85,60668611.42,85844451.34,
Interest Income Non Operating,26376859.35,1652125.97,,31185984.43,30655576.49,39909636.29,
Operating Income,358830532.66,265639221.53,,776041174.06,218352922.6,222611112.38,
Operating Expense,846431017.0,1996788818.07,,1012879481.87,940979936.5,2167001419.91,
Other Operating Expenses,71580762.31,119288574.6,,108881447.19,39600381.03,107247313.01,
Research And Development,359409699.61,1177254695.65,,476216159.0,505822398.89,1369918727.0,
Selling General And Administration,449625708.1,-1064352178.6,,-288690573.69,445561685.48,-997772860.25,
Selling And Marketing Expense,46239127.48,-42261920.02,76684581.26,-19444950.68,48873121.64,,
General And Administrative Expense,403386580.62,-1022090258.58,1237195022.73,-269245623.01,396688563.84,,
Gross Profit,1205261549.66,2262428039.6,,1788920655.93,1159332859.1,2389612532.29,
Cost Of Revenue,3436871116.61,5175677564.02,,4666412683.72,3565637316.47,4923548312.54,
Total Revenue,4642132666.27,7438105603.62,,6455333339.65,4724970175.57,7313160844.83,
Operating Revenue,4642132666.27,7438105603.62,,6455333339.65,4724970175.57,7313160844.83,
