,2026-03-31,2025-12-31,2025-09-30,2025-06-30,2025-03-31
Tax Effect Of Unusual Items,382400.0,1106.984328,89209.864776,37800.0,1279320.0
Tax Rate For Calcs,0.4,0.000453,0.155418,0.21,0.21
Normalized EBITDA,-15080000.0,7664000.0,-15075000.0,-10623000.0,-11661000.0
Total Unusual Items,956000.0,2444000.0,574000.0,180000.0,6092000.0
Total Unusual Items Excluding Goodwill,956000.0,2444000.0,574000.0,180000.0,6092000.0
Net Income From Continuing Operation Net Minority Interest,-16420000.0,-4829000.0,-12385000.0,-12998000.0,-11362000.0
Reconciled Depreciation,19875000.0,18332000.0,17168000.0,18466000.0,20050000.0
Reconciled Cost Of Revenue,79997000.0,58263000.0,65813000.0,69780000.0,50009000.0
EBITDA,-14124000.0,10108000.0,-14501000.0,-10443000.0,-5569000.0
EBIT,-33999000.0,-8224000.0,-31669000.0,-28909000.0,-25619000.0
Net Interest Income,-1589000.0,-1096000.0,-62000.0,809000.0,1177000.0
Interest Expense,2969000.0,2815000.0,1905000.0,909000.0,517000.0
Interest Income,1380000.0,1719000.0,1843000.0,1718000.0,1694000.0
Normalized Income,-16993600.0,-7271893.015672,-12869790.135224,-13140200.0,-16174680.0
Net Income From Continuing And Discontinued Operation,-16420000.0,-4829000.0,-12385000.0,-12998000.0,-11362000.0
Total Expenses,145877000.0,130837000.0,126383000.0,128842000.0,108687000.0
Total Operating Income As Reported,-36346000.0,-12367000.0,-34084000.0,-30812000.0,-33400000.0
Diluted Average Shares,137928000.0,134591000.0,133989000.0,133484000.0,131794000.0
Basic Average Shares,137928000.0,134591000.0,133989000.0,133484000.0,131794000.0
Diluted EPS,-0.12,-0.04,-0.09,-0.1,-0.09
Basic EPS,-0.12,-0.04,-0.09,-0.1,-0.09
Diluted NI Availto Com Stockholders,-16335000.0,-4803000.0,-12319000.0,-12928000.0,-11300000.0
Net Income Common Stockholders,-16335000.0,-4803000.0,-12319000.0,-12928000.0,-11300000.0
Otherunder Preferred Stock Dividend,-85000.0,-26000.0,-66000.0,-70000.0,-62000.0
Net Income,-16420000.0,-4829000.0,-12385000.0,-12998000.0,-11362000.0
Minority Interests,20560000.0,6205000.0,15971000.0,16823000.0,14865000.0
Net Income Including Noncontrolling Interests,-36980000.0,-11034000.0,-28356000.0,-29821000.0,-26227000.0
Net Income Continuous Operations,-36980000.0,-11034000.0,-28356000.0,-29821000.0,-26227000.0
Tax Provision,12000.0,-5000.0,-5218000.0,3000.0,91000.0
Pretax Income,-36968000.0,-11039000.0,-33574000.0,-29818000.0,-26136000.0
Other Income Expense,967000.0,2424000.0,572000.0,185000.0,6087000.0
Other Non Operating Income Expenses,11000.0,-20000.0,-2000.0,5000.0,-5000.0
Special Income Charges,22000.0,352000.0,0.0,-180000.0,748000.0
Restructuring And Mergern Acquisition,-22000.0,-352000.0,0.0,180000.0,-748000.0
Gain On Sale Of Security,934000.0,2092000.0,574000.0,360000.0,5344000.0
Net Non Operating Interest Income Expense,-1589000.0,-1096000.0,-62000.0,809000.0,1177000.0
Interest Expense Non Operating,2969000.0,2815000.0,1905000.0,909000.0,517000.0
Interest Income Non Operating,1380000.0,1719000.0,1843000.0,1718000.0,1694000.0
Operating Income,-36346000.0,-12367000.0,-34084000.0,-30812000.0,-33400000.0
Operating Expense,49303000.0,57353000.0,46644000.0,44720000.0,42723000.0
Depreciation Amortization Depletion Income Statement,3298000.0,3111000.0,3242000.0,4124000.0,4095000.0
Depreciation And Amortization In Income Statement,3298000.0,3111000.0,3242000.0,4124000.0,4095000.0
Selling General And Administration,46005000.0,54242000.0,43402000.0,40596000.0,38628000.0
General And Administrative Expense,46005000.0,54242000.0,43402000.0,40596000.0,38628000.0
Other Gand A,46005000.0,54242000.0,43402000.0,40596000.0,38628000.0
Gross Profit,12957000.0,44986000.0,12560000.0,13908000.0,9323000.0
Cost Of Revenue,96574000.0,73484000.0,79739000.0,84122000.0,65964000.0
Total Revenue,109531000.0,118470000.0,92299000.0,98030000.0,75287000.0
Operating Revenue,109531000.0,118470000.0,92299000.0,98030000.0,75287000.0
