,2026-03-31,2025-12-31,2025-09-30,2025-06-30,2025-03-31
Tax Effect Of Unusual Items,-37200000.0,0.0,0.0,0.0,0.0
Tax Rate For Calcs,0.4,0.252336,0.101,0.215,0.237
Normalized EBITDA,215000000.0,-118000000.0,182000000.0,431000000.0,481000000.0
Total Unusual Items,-93000000.0,,,,0.0
Total Unusual Items Excluding Goodwill,-93000000.0,,,,0.0
Net Income From Continuing Operation Net Minority Interest,14000000.0,-160000000.0,79000000.0,255000000.0,298000000.0
Reconciled Depreciation,39000000.0,44000000.0,45000000.0,58000000.0,48000000.0
Reconciled Cost Of Revenue,9774000000.0,10674000000.0,10550000000.0,10260000000.0,9867000000.0
EBITDA,122000000.0,-118000000.0,182000000.0,431000000.0,481000000.0
EBIT,83000000.0,-162000000.0,137000000.0,373000000.0,433000000.0
Net Interest Income,-54000000.0,-52000000.0,-49000000.0,-48000000.0,-43000000.0
Interest Expense,54000000.0,52000000.0,49000000.0,48000000.0,43000000.0
Normalized Income,69800000.0,-160000000.0,79000000.0,255000000.0,298000000.0
Net Income From Continuing And Discontinued Operation,14000000.0,-160000000.0,79000000.0,255000000.0,298000000.0
Total Expenses,10620000000.0,,,,
Total Operating Income As Reported,83000000.0,-162000000.0,137000000.0,373000000.0,433000000.0
Diluted Average Shares,52000000.0,51400000.0,52500000.0,54000000.0,54800000.0
Basic Average Shares,52000000.0,51400000.0,51000000.0,54000000.0,54000000.0
Diluted EPS,0.269231,-3.15,1.51,4.722222,5.45
Basic EPS,0.269231,-3.11284,1.54902,4.722222,5.518519
Diluted NI Availto Com Stockholders,14000000.0,-160000000.0,79000000.0,255000000.0,298000000.0
Net Income Common Stockholders,14000000.0,-160000000.0,79000000.0,255000000.0,298000000.0
Net Income,14000000.0,-160000000.0,79000000.0,255000000.0,298000000.0
Net Income Including Noncontrolling Interests,14000000.0,-160000000.0,79000000.0,255000000.0,298000000.0
Net Income Continuous Operations,14000000.0,-160000000.0,79000000.0,255000000.0,298000000.0
Tax Provision,15000000.0,-54000000.0,9000000.0,70000000.0,92000000.0
Pretax Income,29000000.0,-214000000.0,88000000.0,325000000.0,390000000.0
Other Income Expense,-93000000.0,,,,
Special Income Charges,-93000000.0,,,,0.0
Write Off,93000000.0,,,,0.0
Net Non Operating Interest Income Expense,-54000000.0,-52000000.0,-49000000.0,-48000000.0,-43000000.0
Interest Expense Non Operating,54000000.0,52000000.0,49000000.0,48000000.0,43000000.0
Operating Income,176000000.0,-162000000.0,137000000.0,373000000.0,433000000.0
Operating Expense,846000000.0,863000000.0,790000000.0,794000000.0,847000000.0
Other Operating Expenses,28000000.0,24000000.0,16000000.0,25000000.0,25000000.0
Depreciation Amortization Depletion Income Statement,39000000.0,44000000.0,45000000.0,58000000.0,48000000.0
Depreciation And Amortization In Income Statement,39000000.0,44000000.0,45000000.0,58000000.0,48000000.0
Selling General And Administration,779000000.0,795000000.0,729000000.0,711000000.0,774000000.0
General And Administrative Expense,779000000.0,795000000.0,729000000.0,711000000.0,774000000.0
Other Gand A,779000000.0,795000000.0,729000000.0,711000000.0,774000000.0
Gross Profit,1022000000.0,701000000.0,927000000.0,1167000000.0,1280000000.0
Cost Of Revenue,9774000000.0,10674000000.0,10550000000.0,10260000000.0,9867000000.0
Total Revenue,10796000000.0,11375000000.0,11477000000.0,11427000000.0,11147000000.0
Operating Revenue,10172000000.0,10715000000.0,10841000000.0,10868000000.0,10628000000.0
