,2026-03-31,2025-12-31,2025-09-30
Tax Effect Of Unusual Items,0.0,0.0,0.0
Tax Rate For Calcs,0.4,0.0,0.0
Normalized EBITDA,-212358.0,-54221.0,-56281.0
Net Income From Continuing Operation Net Minority Interest,648348.0,-53968.0,-56210.0
EBITDA,-212358.0,-54221.0,-56281.0
EBIT,-212358.0,-54221.0,-56281.0
Net Interest Income,860706.0,253.0,71.0
Interest Income,860706.0,253.0,71.0
Normalized Income,648348.0,-53968.0,-56210.0
Net Income From Continuing And Discontinued Operation,648348.0,-53968.0,-56210.0
Total Expenses,212358.0,54221.0,56281.0
Total Operating Income As Reported,-212358.0,-54221.0,-56281.0
Diluted NI Availto Com Stockholders,648348.0,-53968.0,-56210.0
Net Income Common Stockholders,648348.0,-53968.0,-56210.0
Net Income,648348.0,-53968.0,-56210.0
Net Income Including Noncontrolling Interests,648348.0,-53968.0,-56210.0
Net Income Continuous Operations,648348.0,-53968.0,-56210.0
Pretax Income,648348.0,-53968.0,-56210.0
Net Non Operating Interest Income Expense,860706.0,253.0,71.0
Interest Income Non Operating,860706.0,253.0,71.0
Operating Income,-212358.0,-54221.0,-56281.0
Operating Expense,212358.0,54221.0,56281.0
Selling General And Administration,212358.0,54221.0,56281.0
General And Administrative Expense,212358.0,54221.0,56281.0
Other Gand A,212358.0,54221.0,56281.0
Total Revenue,0.0,0.0,0.0
Operating Revenue,0.0,0.0,0.0
