,2026-03-31,2025-12-31,2025-09-30
Tax Effect Of Unusual Items,0.0,0.0,0.0
Tax Rate For Calcs,0.0,0.21,0.21
Normalized EBITDA,-182183.0,-288550.0,-145176.0
Net Income From Continuing Operation Net Minority Interest,-423319937.0,1935855.0,440065.0
EBITDA,-182183.0,-288550.0,-145176.0
EBIT,-182183.0,-288550.0,-145176.0
Net Interest Income,2046520.0,2224405.0,585241.0
Interest Income,2046520.0,2224405.0,585241.0
Normalized Income,-423319937.0,1935855.0,440065.0
Net Income From Continuing And Discontinued Operation,-423319937.0,1935855.0,440065.0
Total Expenses,182183.0,288550.0,145176.0
Total Operating Income As Reported,-182183.0,-288550.0,-145176.0
Diluted Average Shares,30666667.0,,13985348.0
Basic Average Shares,30666667.0,,13260073.0
Diluted EPS,-13.8,,0.03
Basic EPS,-13.8,,0.03
Diluted NI Availto Com Stockholders,-423319937.0,1935855.0,440065.0
Net Income Common Stockholders,-423319937.0,1935855.0,440065.0
Net Income,-423319937.0,1935855.0,440065.0
Net Income Including Noncontrolling Interests,-423319937.0,1935855.0,440065.0
Net Income Continuous Operations,-423319937.0,1935855.0,440065.0
Pretax Income,-423319937.0,1935855.0,440065.0
Other Income Expense,-425184274.0,,
Other Non Operating Income Expenses,-425184274.0,,
Net Non Operating Interest Income Expense,2046520.0,2224405.0,585241.0
Interest Income Non Operating,2046520.0,2224405.0,585241.0
Operating Income,-182183.0,-288550.0,-145176.0
Operating Expense,182183.0,288550.0,145176.0
Selling General And Administration,182183.0,288550.0,145176.0
General And Administrative Expense,182183.0,288550.0,145176.0
Other Gand A,182183.0,288550.0,145176.0
Total Revenue,0.0,0.0,0.0
Operating Revenue,0.0,0.0,0.0
