,2026-03-31,2025-12-31,2025-09-30,2025-06-30,2025-03-31,2024-12-31
Tax Effect Of Unusual Items,12022000.0,0.0,0.0,0.0,0.0,
Tax Rate For Calcs,0.4,0.0,0.0,0.0,0.0,
Normalized EBITDA,-50594000.0,-2828000.0,-1203000.0,-25461000.0,-25294000.0,
Total Unusual Items,30055000.0,-20177000.0,-21201000.0,-348000.0,825000.0,
Total Unusual Items Excluding Goodwill,30055000.0,-20177000.0,-21201000.0,-348000.0,825000.0,
Net Income From Continuing Operation Net Minority Interest,9218000.0,-43727000.0,-45603000.0,-27889000.0,-23735000.0,
Reconciled Depreciation,281000.0,279000.0,290000.0,270000.0,290000.0,
Reconciled Cost Of Revenue,,0.0,0.0,0.0,0.0,0.0
EBITDA,-20539000.0,-23005000.0,-22404000.0,-25809000.0,-24469000.0,
EBIT,-20820000.0,-23284000.0,-22694000.0,-26079000.0,-24759000.0,
Net Interest Income,593000.0,645000.0,166000.0,226000.0,503000.0,
Interest Income,593000.0,645000.0,166000.0,226000.0,503000.0,
Normalized Income,-8815000.0,-23550000.0,-24402000.0,-27541000.0,-24560000.0,
Net Income From Continuing And Discontinued Operation,9218000.0,-43727000.0,-45603000.0,-27889000.0,-23735000.0,
Total Expenses,20820000.0,23284000.0,22694000.0,26079000.0,24759000.0,
Total Operating Income As Reported,-20820000.0,-23284000.0,-22694000.0,-26079000.0,-24759000.0,
Diluted Average Shares,158492158.0,153372044.0,64652953.0,49917791.0,48920221.0,
Basic Average Shares,158492158.0,153372044.0,64652953.0,49917791.0,48920221.0,
Diluted EPS,0.06,-0.285104,-0.71,-0.558699,-0.485178,
Basic EPS,0.06,-0.285104,-0.71,-0.558699,-0.485178,
Diluted NI Availto Com Stockholders,9218000.0,-43727000.0,-45603000.0,-27889000.0,-23735000.0,
Net Income Common Stockholders,9218000.0,-43727000.0,-45603000.0,-27889000.0,-23735000.0,
Preferred Stock Dividends,,,,,,0.0
Net Income,9218000.0,-43727000.0,-45603000.0,-27889000.0,-23735000.0,
Net Income Including Noncontrolling Interests,9218000.0,-43727000.0,-45603000.0,-27889000.0,-23735000.0,
Net Income Continuous Operations,9218000.0,-43727000.0,-45603000.0,-27889000.0,-23735000.0,
Pretax Income,9218000.0,-43727000.0,-45603000.0,-27889000.0,-23735000.0,
Other Income Expense,29445000.0,-21088000.0,-23075000.0,-2036000.0,521000.0,
Other Non Operating Income Expenses,-610000.0,-911000.0,-1874000.0,-1688000.0,-304000.0,
Gain On Sale Of Security,30055000.0,-20177000.0,-21201000.0,-348000.0,825000.0,
Net Non Operating Interest Income Expense,593000.0,645000.0,166000.0,226000.0,503000.0,
Interest Income Non Operating,593000.0,645000.0,166000.0,226000.0,503000.0,
Operating Income,-20820000.0,-23284000.0,-22694000.0,-26079000.0,-24759000.0,
Operating Expense,20820000.0,23284000.0,22694000.0,26079000.0,24759000.0,
Research And Development,15598000.0,16493000.0,17457000.0,21151000.0,19435000.0,
Selling General And Administration,5222000.0,6791000.0,5237000.0,4928000.0,5324000.0,
Gross Profit,,0.0,0.0,0.0,0.0,3000.0
Cost Of Revenue,,0.0,0.0,0.0,0.0,0.0
Total Revenue,0.0,0.0,0.0,0.0,0.0,
Operating Revenue,0.0,0.0,0.0,0.0,0.0,
