,2026-03-31,2025-12-31,2025-09-30,2025-06-30,2025-03-31,2024-12-31,2024-09-30
Tax Effect Of Unusual Items,0.0,-107775.98265,0.0,0.0,0.0,,
Tax Rate For Calcs,0.254,0.21009,0.231,0.19,0.234613,,
Total Unusual Items,,-513000.0,0.0,0.0,0.0,0.0,
Total Unusual Items Excluding Goodwill,,-513000.0,0.0,0.0,0.0,0.0,
Net Income From Continuing Operation Net Minority Interest,129466000.0,158802000.0,152802000.0,141796000.0,152090000.0,,
Reconciled Depreciation,3909000.0,2756000.0,2578000.0,26724000.0,0.0,,
EBIT,194257000.0,217714000.0,215878000.0,200887000.0,215199000.0,,
Net Interest Income,-20594000.0,-16676000.0,-17184000.0,-25874000.0,-16489000.0,,
Interest Expense,20594000.0,16676000.0,17184000.0,25874000.0,16489000.0,,
Normalized Income,129466000.0,159207224.01735,152802000.0,141796000.0,152090000.0,,
Net Income From Continuing And Discontinued Operation,124093000.0,154843000.0,141443000.0,141796000.0,144558000.0,,
Total Expenses,292674000.0,78121000.0,112048000.0,142806000.0,96125000.0,,
Diluted Average Shares,138485000.0,,137926000.0,138360000.0,147727000.0,151912000.0,
Basic Average Shares,137004000.0,,137003000.0,137376000.0,145618000.0,150302000.0,
Diluted EPS,0.89,,1.03,1.02,0.98,0.98,
Basic EPS,0.9,,1.04,1.03,0.99,0.99,
Diluted NI Availto Com Stockholders,124093000.0,154843000.0,141443000.0,141796000.0,144558000.0,,
Net Income Common Stockholders,124093000.0,154843000.0,141443000.0,141796000.0,144558000.0,,
Net Income,124093000.0,154843000.0,141443000.0,141796000.0,144558000.0,,
Net Income Including Noncontrolling Interests,124093000.0,154843000.0,141443000.0,141796000.0,144558000.0,,
Net Income Discontinuous Operations,-5373000.0,-3959000.0,-11359000.0,,-7532000.0,,-14663000.0
Net Income Continuous Operations,129466000.0,158802000.0,152802000.0,141796000.0,152090000.0,,
Tax Provision,44197000.0,42236000.0,45892000.0,33217000.0,46620000.0,,
Pretax Income,173663000.0,201038000.0,198694000.0,175013000.0,198710000.0,,
Other Income Expense,2990000.0,1796000.0,1399000.0,1458000.0,1782000.0,,
Special Income Charges,,-513000.0,0.0,0.0,0.0,0.0,
Other Special Charges,,,,,,0.0,
Net Non Operating Interest Income Expense,-20594000.0,-16676000.0,-17184000.0,-25874000.0,-16489000.0,,
Interest Expense Non Operating,20594000.0,16676000.0,17184000.0,25874000.0,16489000.0,,
Other Operating Expenses,98169000.0,,,89397000.0,57908000.0,88072000.0,85919000.0
Depreciation And Amortization In Income Statement,3909000.0,,,,0.0,0.0,0.0
Amortization,3909000.0,,,,0.0,0.0,0.0
Selling General And Administration,,,69812000.0,,,,70388000.0
General And Administrative Expense,,,69812000.0,,,,70388000.0
Other Gand A,,,29438000.0,,,,33387000.0
Salaries And Wages,,,40374000.0,,,,37001000.0
Total Revenue,466337000.0,279159000.0,310742000.0,317819000.0,294835000.0,,
Operating Revenue,466337000.0,279159000.0,310742000.0,317819000.0,294835000.0,,
Loss Adjustment Expense,107933000.0,21588000.0,17886000.0,12097000.0,15340000.0,,
Net Policyholder Benefits And Claims,107933000.0,21588000.0,17886000.0,12097000.0,15340000.0,,
