,2026-03-31,2025-12-31,2025-09-30,2025-06-30,2025-03-31,2024-12-31,2024-09-30
Tax Effect Of Unusual Items,0.0,0.0,0.0,0.0,0.0,,
Tax Rate For Calcs,0.0,0.0,0.0,0.0,0.0,,
Normalized EBITDA,-1552814.0,-741024.0,-1103924.0,-1201161.0,-1029201.0,,
Total Unusual Items,-87993.0,-104867.0,-2690.0,989.0,2922.0,,
Total Unusual Items Excluding Goodwill,-87993.0,-104867.0,-2690.0,989.0,2922.0,,
Net Income From Continuing Operation Net Minority Interest,-1647117.0,-881530.0,-1110438.0,-1204293.0,-1031437.0,,
Reconciled Depreciation,2937.0,2937.0,2938.0,2473.0,3092.0,,
Reconciled Cost Of Revenue,20688.0,20689.0,20687.0,1459.0,1460.0,,
EBITDA,-1640807.0,-845891.0,-1106614.0,-1200172.0,-1026279.0,,
EBIT,-1643744.0,-848828.0,-1109552.0,-1202645.0,-1029371.0,,
Net Interest Income,35345.0,9861.0,43718.0,43269.0,59762.0,,
Interest Expense,3373.0,32702.0,886.0,1648.0,2066.0,,
Interest Income,38718.0,42563.0,44604.0,44917.0,61828.0,,
Normalized Income,-1559124.0,-776663.0,-1107748.0,-1205282.0,-1034359.0,,
Net Income From Continuing And Discontinued Operation,-1647117.0,-881530.0,-1110438.0,-1204293.0,-1031437.0,,
Total Expenses,1612686.0,804550.0,1169491.0,1266576.0,1112147.0,,
Total Operating Income As Reported,-1594660.0,-786524.0,-1151466.0,-1248551.0,-1094121.0,,
Diluted Average Shares,913947.0,,622089.0,418648.0,298963.0,,286789.0
Basic Average Shares,913947.0,,622089.0,418648.0,298963.0,,286789.0
Diluted EPS,-1.8,,-1.8,-2.85,-3.45,,-3.3
Basic EPS,-1.8,,-1.8,-2.85,-3.45,,-3.3
Diluted NI Availto Com Stockholders,-1647117.0,-881530.0,-1110438.0,-1204293.0,-1031437.0,,
Net Income Common Stockholders,-1647117.0,-881530.0,-1110438.0,-1204293.0,-1031437.0,,
Net Income,-1647117.0,-881530.0,-1110438.0,-1204293.0,-1031437.0,,
Net Income Including Noncontrolling Interests,-1647117.0,-881530.0,-1110438.0,-1204293.0,-1031437.0,,
Net Income Continuous Operations,-1647117.0,-881530.0,-1110438.0,-1204293.0,-1031437.0,,
Tax Provision,0.0,0.0,0.0,0.0,0.0,,
Pretax Income,-1647117.0,-881530.0,-1110438.0,-1204293.0,-1031437.0,,
Other Income Expense,-87802.0,-104867.0,-2690.0,989.0,2922.0,,
Other Non Operating Income Expenses,191.0,,,,,,
Special Income Charges,-29911.0,,,,0.0,0.0,0.0
Impairment Of Capital Assets,29911.0,,,,0.0,,
Gain On Sale Of Security,-58082.0,-64951.0,-2690.0,989.0,2922.0,,
Net Non Operating Interest Income Expense,35345.0,9861.0,43718.0,43269.0,59762.0,,
Interest Expense Non Operating,3373.0,32702.0,886.0,1648.0,2066.0,,
Interest Income Non Operating,38718.0,42563.0,44604.0,44917.0,61828.0,,
Operating Income,-1594660.0,-786524.0,-1151466.0,-1248551.0,-1094121.0,,
Operating Expense,1591998.0,783861.0,1148804.0,1265117.0,1110687.0,,
Research And Development,1013265.0,306005.0,543615.0,717247.0,593962.0,,
Selling General And Administration,578733.0,477856.0,605189.0,547870.0,516725.0,,
General And Administrative Expense,578733.0,477856.0,605189.0,547870.0,516725.0,,
Other Gand A,336100.0,248440.0,378057.0,352565.0,338256.0,,
Insurance And Claims,,,,,,,21100.0
Salaries And Wages,242633.0,229416.0,227132.0,195305.0,178469.0,,
Gross Profit,-2662.0,-2663.0,-2662.0,16566.0,16566.0,,
Cost Of Revenue,20688.0,20689.0,20687.0,1459.0,1460.0,,
Total Revenue,18026.0,18026.0,18025.0,18025.0,18026.0,,
Operating Revenue,18026.0,18026.0,18025.0,18025.0,18026.0,,
