,2026-03-31,2025-12-31
Tax Effect Of Unusual Items,0.0,0.0
Tax Rate For Calcs,0.4,0.0
Normalized EBITDA,-382744.0,-49204.0
Net Income From Continuing Operation Net Minority Interest,1071660.0,-49204.0
EBITDA,-382744.0,-49204.0
EBIT,-382744.0,-49204.0
Net Interest Income,1454404.0,
Interest Income,1454404.0,
Normalized Income,1071660.0,-49204.0
Net Income From Continuing And Discontinued Operation,1071660.0,-49204.0
Total Expenses,382744.0,49204.0
Total Operating Income As Reported,-382744.0,-49204.0
Diluted Average Shares,24749236.0,30598333.0
Basic Average Shares,23832569.0,30598333.0
Diluted EPS,0.04,-0.001668
Basic EPS,0.04,-0.001668
Diluted NI Availto Com Stockholders,1071660.0,-49204.0
Net Income Common Stockholders,1071660.0,-49204.0
Net Income,1071660.0,-49204.0
Net Income Including Noncontrolling Interests,1071660.0,-49204.0
Net Income Continuous Operations,1071660.0,-49204.0
Pretax Income,1071660.0,-49204.0
Net Non Operating Interest Income Expense,1454404.0,
Interest Income Non Operating,1454404.0,
Operating Income,-382744.0,-49204.0
Operating Expense,382744.0,49204.0
Selling General And Administration,382744.0,49204.0
General And Administrative Expense,382744.0,49204.0
Other Gand A,382744.0,49204.0
Total Revenue,0.0,0.0
Operating Revenue,0.0,0.0
