,2026-03-31,2025-12-31,2025-06-30,2025-03-31,2024-12-31
Tax Effect Of Unusual Items,7783325.98,-25433493.06792,-16809441.47,3583854.696144,-46150090.7575
Tax Rate For Calcs,0.4,0.108612,0.25,0.120125,0.25
Normalized EBITDA,-21004290.25,-167851703.47,-60542771.33,-82999255.8,-142490277.98
Total Unusual Items,19458314.95,-234168306.89,-67237765.88,29834296.71,-184600363.03
Total Unusual Items Excluding Goodwill,19458314.95,-234168306.89,-67237765.88,29834296.71,-184600363.03
Net Income From Continuing Operation Net Minority Interest,-23830745.05,-385862101.07,-153184294.55,-55649367.42,-321649951.24
Reconciled Cost Of Revenue,307447037.88,478513155.56,369977571.43,158809476.51,270264089.62
EBITDA,-1545975.3,-402020010.36,-127780537.21,-53164959.09,-327090641.01
EBIT,-1545975.3,-402020010.36,-127780537.21,-53164959.09,-327090641.01
Net Interest Income,-18045025.1,-22798349.21,-18515579.1,-15002311.88,-30456507.02
Interest Expense,14265974.9,30015458.49,17127005.21,13682752.57,35558241.84
Interest Income,844465.65,1218214.42,777891.55,139059.06,318014.82
Normalized Income,-35505734.02,-177127287.24792,-102755970.14,-81899809.433856,-183199678.9675
Net Income From Continuing And Discontinued Operation,-23830745.05,-385862101.07,-153184294.55,-55649367.42,-321649951.24
Total Expenses,389213620.93,599308323.38,492365060.03,259081153.8,363264372.12
Total Operating Income As Reported,-15889209.9,-417869182.84,-138958512.27,-70152724.15,-340997287.2
Diluted Average Shares,264786056.0,,,252951670.0,
Basic Average Shares,264786056.0,,,252951670.0,
Diluted EPS,-0.09,,,-0.22,
Basic EPS,-0.09,,,-0.22,
Net Income Common Stockholders,-23830745.05,-385862101.07,-153184294.55,-55649367.42,-321649951.24
Otherunder Preferred Stock Dividend,0.0,0.0,0.0,0.0,0.0
Net Income,-23830745.05,-385862101.07,-153184294.55,-55649367.42,-321649951.24
Minority Interests,-2901953.25,-750877.64,-854847.87,3168240.91,45547991.53
Net Income Including Noncontrolling Interests,-20928791.8,-385111223.43,-152329446.68,-58817608.33,-367197942.77
Net Income Continuous Operations,-20928791.8,-385111223.43,-152329446.68,-58817608.33,-367197942.77
Tax Provision,5116841.6,-46924245.42,7421904.26,-8030103.33,4549059.92
Pretax Income,-15811950.2,-432035468.85,-144907542.42,-66847711.66,-362648882.85
Other Non Operating Income Expenses,77259.7,-14166286.01,-5949030.15,3305012.49,-21651595.65
Special Income Charges,20677961.25,-234125884.41,-67015047.86,29950958.53,-185035193.45
Other Special Charges,,-8229547.15,-382870.51,619607.29,
Write Off,-20677961.25,251029444.7,67397918.37,-30570565.82,134514980.71
Net Non Operating Interest Income Expense,-18045025.1,-22798349.21,-18515579.1,-15002311.88,-30456507.02
Total Other Finance Cost,4623515.85,-5998894.86,2166465.44,1458618.37,-4783720.0
Interest Expense Non Operating,14265974.9,30015458.49,17127005.21,13682752.57,35558241.84
Interest Income Non Operating,844465.65,1218214.42,777891.55,139059.06,318014.82
Operating Income,-17322217.75,-173728827.5,-52215385.68,-84271849.33,-133721075.66
Operating Expense,81766583.05,120795167.82,122387488.6,100271677.29,93000282.5
Other Operating Expenses,1089368.83,2116216.8,1856577.08,435642.11,-1955000.75
Research And Development,3869588.46,7557575.55,11022877.44,7219923.41,4059153.94
Selling General And Administration,77447165.85,-204230608.39,-60731458.27,92957905.82,-250394232.64
Selling And Marketing Expense,43798159.12,-164290822.01,-56868068.34,71369988.98,-215790139.57
General And Administrative Expense,33649006.73,-39939786.38,-3863389.93,21587916.84,-34604093.07
Gross Profit,64444365.3,-52933659.68,70172102.92,15999827.96,-40720793.16
Cost Of Revenue,307447037.88,478513155.56,369977571.43,158809476.51,270264089.62
Total Revenue,371891403.18,425579495.88,440149674.35,174809304.47,229543296.46
Operating Revenue,371891403.18,425579495.88,440149674.35,174809304.47,229543296.46
