,2026-03-31,2025-12-31,2025-09-30,2025-06-30,2025-03-31,2024-12-31,2024-09-30
Tax Effect Of Unusual Items,-1794900.849858,-17500000.0,-3072727.272727,-2849150.141643,-3015113.350126,,
Tax Rate For Calcs,0.181303,0.25,0.181818,0.191218,0.176322,,
Normalized EBITDA,98400000.0,86800000.0,146700000.0,142300000.0,116400000.0,,
Total Unusual Items,-9900000.0,-70000000.0,-16900000.0,-14900000.0,-17100000.0,,
Total Unusual Items Excluding Goodwill,-9900000.0,-70000000.0,-16900000.0,-14900000.0,-17100000.0,,
Net Income From Continuing Operation Net Minority Interest,28900000.0,-10700000.0,57600000.0,57100000.0,32700000.0,,
Reconciled Depreciation,24300000.0,29500000.0,29600000.0,26300000.0,24000000.0,,
Reconciled Cost Of Revenue,531600000.0,575400000.0,545000000.0,540600000.0,548500000.0,,
EBITDA,88500000.0,16800000.0,129800000.0,127400000.0,99300000.0,,
EBIT,64200000.0,-12700000.0,100200000.0,101100000.0,75300000.0,,
Net Interest Income,-21400000.0,-65400000.0,-23200000.0,-16900000.0,-34100000.0,,
Interest Expense,28900000.0,22700000.0,29800000.0,30500000.0,35600000.0,,
Interest Income,7500000.0,-10900000.0,6600000.0,13600000.0,1500000.0,,
Normalized Income,37005099.150142,41800000.0,71427272.727273,69150849.858357,46784886.649874,,
Net Income From Continuing And Discontinued Operation,28900000.0,-10700000.0,57600000.0,57100000.0,32700000.0,,
Total Expenses,648600000.0,673100000.0,641900000.0,644500000.0,669200000.0,,
Total Operating Income As Reported,56700000.0,70500000.0,93600000.0,87500000.0,73800000.0,,
Diluted Average Shares,142000000.0,145100000.0,147900000.0,152600000.0,154800000.0,,
Basic Average Shares,141800000.0,144900000.0,147700000.0,152400000.0,154600000.0,,
Diluted EPS,0.2,-0.07,0.39,0.37,0.21,,
Basic EPS,0.2,-0.07,0.39,0.37,0.21,,
Diluted NI Availto Com Stockholders,28900000.0,-10700000.0,57600000.0,57100000.0,32700000.0,,
Net Income Common Stockholders,28900000.0,-10700000.0,57600000.0,57100000.0,32700000.0,,
Net Income,28900000.0,-10700000.0,57600000.0,57100000.0,32700000.0,,
Net Income Including Noncontrolling Interests,28900000.0,-10700000.0,57600000.0,57100000.0,32700000.0,,
Net Income Continuous Operations,28900000.0,-10700000.0,57600000.0,57100000.0,32700000.0,,
Tax Provision,6400000.0,-24700000.0,12800000.0,13500000.0,7000000.0,,
Pretax Income,35300000.0,-35400000.0,70400000.0,70600000.0,39700000.0,,
Other Income Expense,-9900000.0,-70000000.0,-16900000.0,-14900000.0,-17100000.0,,
Special Income Charges,-9900000.0,-78400000.0,-16900000.0,-14900000.0,-17100000.0,,
Other Special Charges,,4500000.0,16900000.0,,,4900000.0,14300000.0
Net Non Operating Interest Income Expense,-21400000.0,-65400000.0,-23200000.0,-16900000.0,-34100000.0,,
Interest Expense Non Operating,28900000.0,22700000.0,29800000.0,30500000.0,35600000.0,,
Interest Income Non Operating,7500000.0,-10900000.0,6600000.0,13600000.0,1500000.0,,
Operating Income,66600000.0,100000000.0,110500000.0,102400000.0,90900000.0,,
Operating Expense,117000000.0,97700000.0,96900000.0,103900000.0,120700000.0,,
Other Operating Expenses,117000000.0,97700000.0,96900000.0,103900000.0,120700000.0,,
Gross Profit,183600000.0,197700000.0,207400000.0,206300000.0,211600000.0,,
Cost Of Revenue,531600000.0,575400000.0,545000000.0,540600000.0,548500000.0,,
Total Revenue,715200000.0,773100000.0,752400000.0,746900000.0,760100000.0,,
Operating Revenue,715200000.0,773100000.0,752400000.0,746900000.0,760100000.0,,
