,2026-03-31,2025-12-31
Tax Effect Of Unusual Items,619307.6,0.0
Tax Rate For Calcs,0.4,0.0
Normalized EBITDA,-1698144.0,-12305.0
Total Unusual Items,1548269.0,
Total Unusual Items Excluding Goodwill,1548269.0,
Net Income From Continuing Operation Net Minority Interest,1398394.0,-21056.0
EBITDA,-149875.0,-12305.0
EBIT,-149875.0,-12305.0
Normalized Income,469432.6,-21056.0
Net Income From Continuing And Discontinued Operation,1398394.0,-21056.0
Total Expenses,149875.0,12305.0
Total Operating Income As Reported,-149875.0,
Diluted NI Availto Com Stockholders,1398394.0,-21056.0
Net Income Common Stockholders,1398394.0,-21056.0
Net Income,1398394.0,-21056.0
Net Income Including Noncontrolling Interests,1398394.0,-21056.0
Net Income Continuous Operations,1398394.0,-21056.0
Tax Provision,,0.0
Pretax Income,1398394.0,-21056.0
Other Income Expense,1548269.0,-8751.0
Other Non Operating Income Expenses,,-8751.0
Gain On Sale Of Security,1548269.0,
Operating Income,-149875.0,-12305.0
Operating Expense,149875.0,12305.0
Selling General And Administration,149875.0,12305.0
General And Administrative Expense,149875.0,12305.0
Other Gand A,149875.0,12305.0
Total Revenue,0.0,0.0
Operating Revenue,0.0,0.0
