,2026-03-31,2025-12-31,2025-09-30,2025-06-30,2025-03-31
Tax Effect Of Unusual Items,-300000.0,-138600.0,89670.0,7617.661534,128100.0
Tax Rate For Calcs,0.4,0.21,0.21,0.009984,0.21
Normalized EBITDA,131000.0,17872000.0,-3485000.0,6961000.0,-12555000.0
Total Unusual Items,-750000.0,-660000.0,427000.0,763000.0,610000.0
Total Unusual Items Excluding Goodwill,-750000.0,-660000.0,427000.0,763000.0,610000.0
Net Income From Continuing Operation Net Minority Interest,-20908000.0,-2222000.0,-22795000.0,-14081000.0,-53094000.0
Reconciled Depreciation,14551000.0,15053000.0,14523000.0,17997000.0,35682000.0
Reconciled Cost Of Revenue,45612000.0,51578000.0,45708000.0,49463000.0,54700000.0
EBITDA,-619000.0,17212000.0,-3058000.0,7724000.0,-11945000.0
EBIT,-15170000.0,2159000.0,-17581000.0,-10273000.0,-47627000.0
Net Interest Income,-5664000.0,-4351000.0,-4681000.0,-3950000.0,-4506000.0
Interest Expense,5664000.0,4351000.0,4681000.0,3950000.0,4506000.0
Normalized Income,-20458000.0,-1700600.0,-23132330.0,-14836382.338466,-53575900.0
Net Income From Continuing And Discontinued Operation,-20908000.0,-2222000.0,-22795000.0,-14081000.0,-53094000.0
Total Expenses,210394000.0,218757000.0,223107000.0,219887000.0,243129000.0
Total Operating Income As Reported,-14436000.0,494000.0,-17046000.0,-16003000.0,-48873000.0
Diluted Average Shares,40400000.0,40000000.0,39800000.0,39500000.0,39200000.0
Basic Average Shares,40400000.0,40000000.0,39800000.0,39500000.0,39200000.0
Diluted EPS,-0.52,-0.06,-0.57,-0.36,-1.35
Basic EPS,-0.52,-0.06,-0.57,-0.36,-1.35
Diluted NI Availto Com Stockholders,-20908000.0,-2222000.0,-22795000.0,-14081000.0,-53094000.0
Net Income Common Stockholders,-20908000.0,-2222000.0,-22795000.0,-14081000.0,-53094000.0
Net Income,-20908000.0,-2222000.0,-22795000.0,-14081000.0,-53094000.0
Net Income Including Noncontrolling Interests,-20908000.0,-2222000.0,-22795000.0,-14081000.0,-53094000.0
Net Income Continuous Operations,-20908000.0,-2222000.0,-22795000.0,-14081000.0,-53094000.0
Tax Provision,74000.0,30000.0,533000.0,-142000.0,961000.0
Pretax Income,-20834000.0,-2192000.0,-22262000.0,-14223000.0,-52133000.0
Other Income Expense,-1484000.0,1005000.0,-108000.0,6493000.0,1856000.0
Other Non Operating Income Expenses,-734000.0,1665000.0,-535000.0,5730000.0,1246000.0
Special Income Charges,-750000.0,-660000.0,427000.0,763000.0,610000.0
Restructuring And Mergern Acquisition,750000.0,660000.0,-427000.0,-763000.0,-610000.0
Net Non Operating Interest Income Expense,-5664000.0,-4351000.0,-4681000.0,-3950000.0,-4506000.0
Interest Expense Non Operating,5664000.0,4351000.0,4681000.0,3950000.0,4506000.0
Operating Income,-13686000.0,1154000.0,-17473000.0,-16766000.0,-49483000.0
Operating Expense,153232000.0,155188000.0,165996000.0,156299000.0,171102000.0
Depreciation Amortization Depletion Income Statement,3001000.0,3062000.0,3120000.0,3872000.0,18355000.0
Depreciation And Amortization In Income Statement,3001000.0,3062000.0,3120000.0,3872000.0,18355000.0
Amortization,3001000.0,3062000.0,3120000.0,3872000.0,18355000.0
Amortization Of Intangibles Income Statement,3001000.0,3062000.0,3120000.0,3872000.0,18355000.0
Research And Development,15320000.0,15373000.0,14774000.0,15934000.0,19766000.0
Selling General And Administration,134911000.0,136753000.0,148102000.0,136493000.0,132981000.0
Gross Profit,139546000.0,156342000.0,148523000.0,139533000.0,121619000.0
Cost Of Revenue,57162000.0,63569000.0,57111000.0,63588000.0,72027000.0
Total Revenue,196708000.0,219911000.0,205634000.0,203121000.0,193646000.0
Operating Revenue,196708000.0,219911000.0,205634000.0,203121000.0,193646000.0
