,2026-03-31,2025-12-31,2025-09-30,2025-06-30,2025-03-31
Tax Effect Of Unusual Items,0.0,3432596.291013,0.0,-17533802.816901,-10407676.348548
Tax Rate For Calcs,0.193805,0.274608,0.286645,0.207746,0.263485
Normalized EBITDA,153900000.0,167000000.0,160400000.0,154700000.0,118600000.0
Total Unusual Items,0.0,12500000.0,0.0,-84400000.0,-39500000.0
Total Unusual Items Excluding Goodwill,0.0,12500000.0,0.0,-84400000.0,-39500000.0
Net Income From Continuing Operation Net Minority Interest,91100000.0,101600000.0,87600000.0,22500000.0,35400000.0
Reconciled Depreciation,26200000.0,24400000.0,22000000.0,22300000.0,21700000.0
Reconciled Cost Of Revenue,232700000.0,215200000.0,196200000.0,196900000.0,159900000.0
EBITDA,153900000.0,179500000.0,160400000.0,70300000.0,79100000.0
EBIT,127700000.0,155100000.0,138400000.0,48000000.0,57400000.0
Net Interest Income,-9800000.0,-9200000.0,-7000000.0,-9500000.0,1100000.0
Interest Expense,14700000.0,14900000.0,15600000.0,19600000.0,9200000.0
Interest Income,4900000.0,5700000.0,8600000.0,10100000.0,10300000.0
Normalized Income,91100000.0,92532596.291013,87600000.0,89366197.183099,64492323.651452
Net Income From Continuing And Discontinued Operation,91100000.0,101600000.0,87600000.0,22500000.0,35400000.0
Total Expenses,639600000.0,637500000.0,588600000.0,528000000.0,480200000.0
Total Operating Income As Reported,122100000.0,146300000.0,117700000.0,121100000.0,88800000.0
Diluted Average Shares,70202000.0,70667000.0,70661000.0,70652000.0,74111000.0
Basic Average Shares,69986000.0,70364000.0,70367000.0,70389000.0,70272000.0
Diluted EPS,1.3,1.44,1.24,0.32,0.5
Basic EPS,1.3,1.44,1.24,0.32,0.5
Diluted NI Availto Com Stockholders,91100000.0,104600000.0,87600000.0,22500000.0,37200000.0
Average Dilution Earnings,0.0,,,0.0,1700000.0
Net Income Common Stockholders,91100000.0,101600000.0,87600000.0,22500000.0,35400000.0
Net Income,91100000.0,101600000.0,87600000.0,22500000.0,35400000.0
Net Income Including Noncontrolling Interests,91100000.0,101600000.0,87600000.0,22500000.0,35400000.0
Net Income Continuous Operations,91100000.0,101600000.0,87600000.0,22500000.0,35400000.0
Tax Provision,21900000.0,38500000.0,35200000.0,5900000.0,12700000.0
Pretax Income,113000000.0,140200000.0,122800000.0,28400000.0,48200000.0
Other Income Expense,700000.0,3100000.0,12100000.0,-83100000.0,-41700000.0
Other Non Operating Income Expenses,700000.0,-9400000.0,12100000.0,1300000.0,-2200000.0
Special Income Charges,0.0,0.0,0.0,-84400000.0,-39500000.0
Other Special Charges,,0.0,,84400000.0,39500000.0
Net Non Operating Interest Income Expense,-9800000.0,-9200000.0,-7000000.0,-9500000.0,1100000.0
Interest Expense Non Operating,14700000.0,14900000.0,15600000.0,19600000.0,9200000.0
Interest Income Non Operating,4900000.0,5700000.0,8600000.0,10100000.0,10300000.0
Operating Income,122200000.0,146300000.0,117700000.0,121100000.0,88700000.0
Operating Expense,406900000.0,422300000.0,392400000.0,331100000.0,320300000.0
Research And Development,89700000.0,90900000.0,77200000.0,73400000.0,59600000.0
Selling General And Administration,317200000.0,331400000.0,315200000.0,257700000.0,260700000.0
Gross Profit,529100000.0,568600000.0,510100000.0,452200000.0,409000000.0
Cost Of Revenue,232700000.0,215200000.0,196200000.0,196900000.0,159900000.0
Total Revenue,761700000.0,783800000.0,706300000.0,649100000.0,569000000.0
Operating Revenue,761700000.0,783800000.0,706300000.0,649100000.0,569000000.0
