,2026-03-31,2025-12-31,2025-09-30,2025-06-30,2025-03-31
Tax Effect Of Unusual Items,0.0,0.0,0.0,0.0,0.0
Tax Rate For Calcs,0.19,0.068183,0.199,0.127,0.312
Normalized EBITDA,-7692000.0,2497000.0,2609000.0,3852000.0,5520000.0
Net Income From Continuing Operation Net Minority Interest,-18319000.0,-14705000.0,-13308000.0,-13974000.0,-9457000.0
Reconciled Depreciation,16613000.0,16484000.0,17091000.0,17038000.0,17542000.0
Reconciled Cost Of Revenue,108514000.0,107063000.0,101842000.0,134182000.0,114132000.0
EBITDA,-7692000.0,2497000.0,2609000.0,3852000.0,5520000.0
EBIT,-24305000.0,-13987000.0,-14482000.0,-13186000.0,-12022000.0
Net Interest Income,-334000.0,-506000.0,-2250000.0,-2818000.0,-2230000.0
Interest Expense,,,,2818000.0,2230000.0
Normalized Income,-18319000.0,-14705000.0,-13308000.0,-13974000.0,-9457000.0
Net Income From Continuing And Discontinued Operation,-18319000.0,-14705000.0,-13308000.0,-13974000.0,-9457000.0
Total Expenses,145918000.0,143614000.0,135478000.0,166803000.0,146678000.0
Total Operating Income As Reported,-24305000.0,-15607000.0,-14482000.0,-13844000.0,-12022000.0
Diluted Average Shares,61063333.0,56557692.0,53232000.0,48186207.0,49773684.0
Basic Average Shares,61063333.0,56557692.0,53232000.0,48186207.0,49773684.0
Diluted EPS,-0.3,-0.26,-0.25,-0.29,-0.19
Basic EPS,-0.3,-0.26,-0.25,-0.29,-0.19
Diluted NI Availto Com Stockholders,-18319000.0,-14705000.0,-13308000.0,-13974000.0,-9457000.0
Net Income Common Stockholders,-18319000.0,-14705000.0,-13308000.0,-13974000.0,-9457000.0
Net Income,-18319000.0,-14705000.0,-13308000.0,-13974000.0,-9457000.0
Net Income Including Noncontrolling Interests,-18319000.0,-14705000.0,-13308000.0,-13974000.0,-9457000.0
Net Income Continuous Operations,-18319000.0,-14705000.0,-13308000.0,-13974000.0,-9457000.0
Tax Provision,-5835000.0,-1076000.0,-3299000.0,-2030000.0,-4290000.0
Pretax Income,-24154000.0,-15781000.0,-16607000.0,-16004000.0,-13747000.0
Other Income Expense,485000.0,332000.0,125000.0,658000.0,505000.0
Other Non Operating Income Expenses,485000.0,332000.0,125000.0,658000.0,505000.0
Net Non Operating Interest Income Expense,-334000.0,-506000.0,-2250000.0,-2818000.0,-2230000.0
Total Other Finance Cost,334000.0,,2250000.0,,2230000.0
Interest Expense Non Operating,,,,2818000.0,2230000.0
Operating Income,-24305000.0,-15607000.0,-14482000.0,-13844000.0,-12022000.0
Operating Expense,37404000.0,36551000.0,33636000.0,32621000.0,32546000.0
Other Operating Expenses,506000.0,461000.0,402000.0,402000.0,402000.0
Depreciation Amortization Depletion Income Statement,16613000.0,16484000.0,17091000.0,17038000.0,17542000.0
Depreciation And Amortization In Income Statement,16613000.0,16484000.0,17091000.0,17038000.0,17542000.0
Amortization,,,,4143000.0,
Amortization Of Intangibles Income Statement,,,,4143000.0,
Depreciation Income Statement,16613000.0,16484000.0,17091000.0,12895000.0,17542000.0
Selling General And Administration,20285000.0,19606000.0,16143000.0,15181000.0,14602000.0
Gross Profit,13099000.0,20944000.0,19154000.0,18777000.0,20524000.0
Cost Of Revenue,108514000.0,107063000.0,101842000.0,134182000.0,114132000.0
Total Revenue,121613000.0,128007000.0,120996000.0,152959000.0,134656000.0
Operating Revenue,121613000.0,128007000.0,120996000.0,152959000.0,134656000.0
