,2026-03-31,2025-12-31,2025-09-30,2025-06-30,2025-03-31
Tax Effect Of Unusual Items,0.0,0.0,0.0,0.0,0.0
Tax Rate For Calcs,0.225,0.21,0.235,0.236,0.224
Normalized EBITDA,76027000.0,45359000.0,121171000.0,97944000.0,95278000.0
Net Income From Continuing Operation Net Minority Interest,43551000.0,11560000.0,76420000.0,58709000.0,57505000.0
Reconciled Depreciation,13998000.0,13934000.0,14036000.0,13919000.0,13843000.0
Reconciled Cost Of Revenue,338615000.0,308843000.0,302309000.0,321446000.0,299984000.0
EBITDA,76027000.0,45359000.0,121171000.0,97944000.0,95278000.0
EBIT,62029000.0,31425000.0,107135000.0,84025000.0,81435000.0
Net Interest Income,-5807000.0,-6828000.0,-7207000.0,-7182000.0,-7358000.0
Interest Expense,5807000.0,6828000.0,7207000.0,7182000.0,7358000.0
Normalized Income,43551000.0,11560000.0,76420000.0,58709000.0,57505000.0
Net Income From Continuing And Discontinued Operation,43551000.0,11560000.0,76420000.0,58709000.0,57505000.0
Total Expenses,469987000.0,449984000.0,437986000.0,458478000.0,427618000.0
Total Operating Income As Reported,58783000.0,31242000.0,105750000.0,82481000.0,80074000.0
Diluted Average Shares,30423000.0,30754000.0,30782000.0,30680000.0,30810000.0
Basic Average Shares,30031601.0,30391955.0,30561782.0,30523887.0,30539334.0
Diluted EPS,1.43,0.38,2.48,1.91,1.87
Basic EPS,1.450172,0.380364,2.500509,1.923379,1.882981
Diluted NI Availto Com Stockholders,43551000.0,11560000.0,76420000.0,58709000.0,57505000.0
Net Income Common Stockholders,43551000.0,11560000.0,76420000.0,58709000.0,57505000.0
Net Income,43551000.0,11560000.0,76420000.0,58709000.0,57505000.0
Net Income Including Noncontrolling Interests,43551000.0,11560000.0,76420000.0,58709000.0,57505000.0
Net Income Continuous Operations,43551000.0,11560000.0,76420000.0,58709000.0,57505000.0
Tax Provision,12671000.0,13037000.0,23508000.0,18134000.0,16572000.0
Pretax Income,56222000.0,24597000.0,99928000.0,76843000.0,74077000.0
Other Income Expense,3246000.0,-56523000.0,1385000.0,1544000.0,1361000.0
Other Non Operating Income Expenses,3246000.0,183000.0,1385000.0,1544000.0,1361000.0
Net Non Operating Interest Income Expense,-5807000.0,-6828000.0,-7207000.0,-7182000.0,-7358000.0
Interest Expense Non Operating,5807000.0,6828000.0,7207000.0,7182000.0,7358000.0
Operating Income,58783000.0,87948000.0,105750000.0,82481000.0,80074000.0
Operating Expense,131372000.0,141141000.0,135677000.0,137032000.0,127634000.0
Selling General And Administration,131372000.0,141141000.0,135677000.0,137032000.0,127634000.0
Gross Profit,190155000.0,229089000.0,241427000.0,219513000.0,207708000.0
Cost Of Revenue,338615000.0,308843000.0,302309000.0,321446000.0,299984000.0
Total Revenue,528770000.0,537932000.0,543736000.0,540959000.0,507692000.0
Operating Revenue,528770000.0,537932000.0,543736000.0,540959000.0,507692000.0
